alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.954336696930127237e-01,5.314266643996777839e-01,2.768235221285324954e+00
1.176811952434999621e-02,9.946290100018583269e-01,5.319246393912386850e-01,2.686894243233856727e+00
1.384886371393874611e-02,9.936831220625922390e-01,5.325083595153297100e-01,2.771678382928812301e+00
1.629750834620645808e-02,9.925714357538312216e-01,5.331916414788894221e-01,2.754842298526344990e+00
1.917910261672490721e-02,9.912651899170049630e-01,5.339907811216266786e-01,2.749134942012612548e+00
2.257019719633922630e-02,9.897307497061101911e-01,5.349246535336854569e-01,2.750723104725550705e+00
2.656087782946689457e-02,9.879288253254436825e-01,5.360143136012882614e-01,2.737225485212944953e+00
3.125715849688238263e-02,9.858135829868363009e-01,5.372838547488348881e-01,2.725827769975544435e+00
3.678379771828638178e-02,9.833316403349525725e-01,5.387607118072159640e-01,2.757873362776493309e+00
4.328761281083061407e-02,9.804209413386311134e-01,5.404747516457784062e-01,2.781454752225457128e+00
5.094138014816385757e-02,9.770095103272010695e-01,5.424593215004999136e-01,2.761996616066652255e+00
5.994842503189414668e-02,9.730140921780923158e-01,5.447501517100916679e-01,2.862095137807132872e+00
7.054802310718649716e-02,9.683386975919774375e-01,5.473856302483736114e-01,2.809654701285846379e+00
8.302175681319752532e-02,9.628730869652019075e-01,5.504053206597124825e-01,2.850964190185545810e+00
9.770099572992262116e-02,9.564912531829434794e-01,5.538477408209883102e-01,2.807731846148834975e+00
1.149756995397736847e-01,9.490499936344815035e-01,5.577494062034425992e-01,2.699413686083408592e+00
1.353047774579808349e-01,9.403876951141829643e-01,5.621143518195652611e-01,1.690713133989830919e+00
1.592282793341093794e-01,9.303227560256921436e-01,5.663685063416623588e-01,1.400446847669539086e+00
1.873817422860385995e-01,9.186501597067805447e-01,5.692709330295626646e-01,1.242231730730297912e+00
2.205130739903047865e-01,9.051386227139597285e-01,5.697500397649748471e-01,1.130440683447401451e+00
2.595024211399738490e-01,8.895284178664504271e-01,5.669253864330097148e-01,1.040651875018705041e+00
3.053855508833418497e-01,8.715290335259021637e-01,5.600228494218392195e-01,9.628015668575984343e-01
3.593813663804631409e-01,8.508169005254360151e-01,5.483513922918042960e-01,8.919078505484595576e-01
4.229242874389503304e-01,8.270336712449870564e-01,5.313470625418641458e-01,8.252673271067518801e-01
4.977023564332113681e-01,7.997858860619839749e-01,5.086161337725784160e-01,7.613541884825681949e-01
5.857020818056670741e-01,7.686475056778728776e-01,4.799891374261403554e-01,6.993528555058250440e-01
6.892612104349702395e-01,7.331679533730552922e-01,4.456008839459557613e-01,6.389362381946253056e-01
8.111308307896876180e-01,6.928903126025358628e-01,4.059224878227597477e-01,5.801037251458416311e-01
9.545484566618347433e-01,6.473878517368796270e-01,3.617912673327025042e-01,5.231229755907546020e-01
1.123324032978028741e+00,5.963329208143628435e-01,3.144256683582480338e-01,4.685172721483297220e-01
1.321941148466030169e+00,5.396213424742954956e-01,2.653446654092430634e-01,4.170234526845798539e-01
1.555676143930473820e+00,4.775858062327791309e-01,2.162879105902772159e-01,3.696139975481753659e-01
1.830738280295369780e+00,4.113292511803943174e-01,1.690299177867239933e-01,3.275004940239587548e-01
2.154434690031884259e+00,3.431416021784792214e-01,1.250651722455167203e-01,2.920735349526051294e-01
2.535364493970114097e+00,2.767260594453548883e-01,8.518795574978696439e-02,2.646142464179692677e-01
2.983647240283340274e+00,2.166069231801670547e-01,4.906356041307744636e-02,2.457396015176463999e-01
3.511191734215134641e+00,1.664022676668936995e-01,1.515979584220680798e-02,2.348192874170327016e-01
4.132012400115338657e+00,1.277069988642918208e-01,1.000000000000000929e-05,2.250104100285990616e-01
4.862601580065358142e+00,1.003561245216630926e-01,1.000000000000000251e-05,2.147204751028211067e-01
5.722367659350219959e+00,8.067985176208547493e-02,1.000000000000000251e-05,2.060688554330309397e-01
6.734150657750828550e+00,6.613050818543753095e-02,1.000000000000000251e-05,1.979548991845657691e-01
7.924828983539177862e+00,5.511515418344670181e-02,1.000000000000000251e-05,1.898464980380133171e-01
9.326033468832209294e+00,4.660749458117630084e-02,1.000000000000000251e-05,1.814622940765296399e-01
1.097498765493056716e+01,3.992597847531409450e-02,1.000000000000000251e-05,1.726989951596508421e-01
1.291549665014885306e+01,3.460482022918887068e-02,1.000000000000000251e-05,1.635447159991793853e-01
1.519911082952934755e+01,3.031721315125834870e-02,1.000000000000000251e-05,1.540537019605616453e-01
1.788649529057436993e+01,2.682837242377855702e-02,1.000000000000000251e-05,1.443086769605934350e-01
2.104904144512021702e+01,2.396602709471618020e-02,1.000000000000000251e-05,1.343978211450880811e-01
2.477076355991711409e+01,2.160138365472419331e-02,1.000000000000000251e-05,1.244479726564421684e-01
2.915053062825178642e+01,1.963653715273672162e-02,1.000000000000000251e-05,1.145562395331588684e-01
