alphas,errors,lambdas,huber-params
3.430469286314919231e+01,1.799595178671475892e-02,1.000000000000000251e-05,1.048444178857494968e-01
4.037017258596557667e+01,1.662057285215245983e-02,1.000000000000000251e-05,9.540071289604493132e-02
4.750810162102798273e+01,1.546367869883602530e-02,1.000000000000000251e-05,8.632601293655098318e-02
5.590810182512228721e+01,1.448790679968237072e-02,1.000000000000000251e-05,7.768101993949887152e-02
6.579332246575683030e+01,1.366308856922882065e-02,1.000000000000000251e-05,6.953842363770861013e-02
7.742636826811278183e+01,1.296465134585234047e-02,1.000000000000000251e-05,6.194131081406557132e-02
9.111627561154895716e+01,1.237242348909073364e-02,1.000000000000000251e-05,5.491215437174396669e-02
1.072267222010324303e+02,1.186973118455325604e-02,1.000000000000000251e-05,4.845897776937489743e-02
1.261856883066022306e+02,1.144270821903270452e-02,1.000000000000000929e-05,4.260011237855425292e-02
1.484968262254465117e+02,1.107976306668567723e-02,1.000000000000000251e-05,3.730873447275364491e-02
1.747528400007684866e+02,1.077116317550941282e-02,1.000000000000000251e-05,3.255761641042224236e-02
2.056512308348653448e+02,1.050870731703934524e-02,1.000000000000000251e-05,2.833159500804585673e-02
2.420128264794385871e+02,1.028546461070045659e-02,1.000000000000000251e-05,2.459432138029320897e-02
2.848035868435802058e+02,1.009556449955795188e-02,1.000000000000000251e-05,2.129849436334769683e-02
3.351602650938844477e+02,9.934026019158048726e-03,1.000000000000000251e-05,1.841658085611086806e-02
3.944206059437660201e+02,9.796617699221910058e-03,1.000000000000000251e-05,1.589796340493154769e-02
4.641588833612777307e+02,9.679741630941762764e-03,1.000000000000000251e-05,1.372061298676234727e-02
5.462277217684342077e+02,9.580336828632907142e-03,1.000000000000000251e-05,1.183213577856533777e-02
6.428073117284325235e+02,9.495798210336525713e-03,1.000000000000000082e-05,1.020996897832181921e-02
7.564633275546298137e+02,9.423908170659300865e-03,1.000000000000000251e-05,8.823089001567136283e-03
8.902150854450383122e+02,9.362778990470888019e-03,1.000000000000000251e-05,7.633576791692893090e-03
1.047615752789665066e+03,9.310803699249081689e-03,1.000000000000000251e-05,6.620346949750176985e-03
1.232846739442067246e+03,9.266614450352594901e-03,1.000000000000000251e-05,5.764033934258987885e-03
1.450828778495941606e+03,9.229047074620577717e-03,1.000000000000000251e-05,5.040004057471054663e-03
1.707352647470690499e+03,9.197110885860837470e-03,1.000000000000000251e-05,4.428782895641587836e-03
2.009233002565047855e+03,9.169962953929022831e-03,1.000000000000000251e-05,3.914829167095650563e-03
2.364489412645409629e+03,9.146886175823043530e-03,1.000000000000000251e-05,3.477778693428092670e-03
2.782559402207128642e+03,9.127270585045810236e-03,1.000000000000000251e-05,3.108916436146901344e-03
3.274549162877728577e+03,9.110597415943999522e-03,1.000000000000000082e-05,2.788300747739355309e-03
3.853528593710531368e+03,9.096425527148177537e-03,1.000000000000000251e-05,2.522545224596951016e-03
4.534878508128586873e+03,9.084379824612298648e-03,1.000000000000000251e-05,2.287076253576598821e-03
5.336699231206307559e+03,9.074141405287061701e-03,1.000000000000000251e-05,2.089597827742286501e-03
6.280291441834253419e+03,9.065439158304045009e-03,1.000000000000000251e-05,1.912006941272703393e-03
7.390722033525782535e+03,9.058042618816930514e-03,1.000000000000000082e-05,1.760001234053895809e-03
8.697490026177843902e+03,9.051755881410050719e-03,1.000000000000000251e-05,1.618816066343100202e-03
1.023531021899026928e+04,9.046412423698191319e-03,1.000000000000000251e-05,1.502181478871092305e-03
1.204503540258783687e+04,9.041870705984944578e-03,1.000000000000000251e-05,1.391479268152263568e-03
1.417474162926807730e+04,9.038010422538711452e-03,1.000000000000000251e-05,1.292997459775682961e-03
1.668100537200062536e+04,9.034729318431855560e-03,1.000000000000000251e-05,1.208423004694798289e-03
1.963040650040268520e+04,9.031940483128941821e-03,1.000000000000000251e-05,1.128497166492018096e-03
2.310129700083157877e+04,9.029570047146995293e-03,1.000000000000000082e-05,1.054300349129036647e-03
2.718588242732940125e+04,9.027555226891248452e-03,1.000000000000001606e-05,9.873890557922705181e-04
3.199267137797384567e+04,9.025842660002947326e-03,1.000000000000000082e-05,9.260257170228287232e-04
3.764935806792470976e+04,9.024386992289468168e-03,1.000000000000000251e-05,8.693439260044363934e-04
4.430621457583886513e+04,9.023149675890351773e-03,1.000000000000000082e-05,8.167427242754604286e-04
5.214008287999695312e+04,9.022097947846141608e-03,1.000000000000000082e-05,7.672924253516143211e-04
6.135907273413163057e+04,9.021203962158885759e-03,1.000000000000001606e-05,7.208694369050467135e-04
7.220809018385456875e+04,9.020444051201614855e-03,1.000000000000000251e-05,6.803787318967404081e-04
8.497534359086438781e+04,9.019798099770381938e-03,1.000000000000000082e-05,6.389201512233492336e-04
1.000000000000000000e+05,9.019249010444152503e-03,1.000000000000000082e-05,6.022045007443401540e-04
