alphas,errors,lambdas,huber-params
4.750810162102798273e+01,4.368483172610959642e-03,1.000000000000000251e-05,3.362685554593300430e-01
5.590810182512228721e+01,3.677938108198164358e-03,1.169728428332766496e-01,3.365518059220086733e-01
6.579332246575683030e+01,3.112797138831391308e-03,1.168464440896557488e-01,3.367905815143126258e-01
7.742636826811278183e+01,2.636096501195783759e-03,1.167403429595594150e-01,3.369922796487611061e-01
9.111627561154895716e+01,2.238643216999403052e-03,1.000000000000000082e-05,3.371669812036340863e-01
1.072267222010324303e+02,1.893303348746711023e-03,1.165625838592177083e-01,3.373209172865037075e-01
1.261856883066022306e+02,1.605483447718603074e-03,1.164965433446503995e-01,3.374475706459925117e-01
1.484968262254465117e+02,1.361846820452816686e-03,1.164450444190593958e-01,3.375573898658416061e-01
1.747528400007684866e+02,1.155491634067917772e-03,1.163925443515194807e-01,3.376527709609437045e-01
2.056512308348653448e+02,9.806271751238160306e-04,1.163591352854465577e-01,3.377314313595553008e-01
2.420128264794385871e+02,8.330841192414339957e-04,1.000000000000000251e-05,3.377995786044299398e-01
2.848035868435802058e+02,7.071725634384407044e-04,1.000000000000000251e-05,3.378553403089307183e-01
3.351602650938844477e+02,6.000243290973372723e-04,1.162672011875013900e-01,3.379080452138786272e-01
3.944206059437660201e+02,5.095330509565787480e-04,1.162440433931857253e-01,3.379492791664825968e-01
4.641588833612777307e+02,4.327323868105192872e-04,1.162251207061542335e-01,3.379855388323923515e-01
5.462277217684342077e+02,3.675389969093334486e-04,1.162131354975865227e-01,3.380164251432777878e-01
6.428073117284325235e+02,3.121899155933416381e-04,1.162044188228370661e-01,3.380421154792879190e-01
7.564633275546298137e+02,2.651923591940885672e-04,1.161948291512532316e-01,3.380639287599321863e-01
8.902150854450383122e+02,2.252817699710529808e-04,1.161862687440310127e-01,3.380833591126751747e-01
1.047615752789665066e+03,1.913860015989587993e-04,1.161683913170577093e-01,3.380984918673327622e-01
1.232846739442067246e+03,1.625963032327870650e-04,1.161675539276631197e-01,3.381128543716275248e-01
1.450828778495941606e+03,1.381417917791782912e-04,1.161685033672757578e-01,3.381230650078203559e-01
1.707352647470690499e+03,1.173684403732444537e-04,1.161686234404651907e-01,3.381337201360424816e-01
2.009233002565047855e+03,9.972123322832260328e-05,1.161498726826614841e-01,3.381415016335381774e-01
2.364489412645409629e+03,8.472908191059502769e-05,1.161535741392632215e-01,3.381487966747798168e-01
2.782559402207128642e+03,7.199206575170258304e-05,1.161582045361919668e-01,3.381549955879636915e-01
3.274549162877728577e+03,6.117063106247933035e-05,1.161529244767411789e-01,3.381599631830350949e-01
3.853528593710531368e+03,5.197644322163519348e-05,1.161566241472858640e-01,3.381659441132106036e-01
4.534878508128586873e+03,4.416463491141442432e-05,1.161096059726775820e-01,3.381680036920739485e-01
5.336699231206307559e+03,3.752723469063745654e-05,1.161019274803402890e-01,3.381723770831519538e-01
6.280291441834253419e+03,3.188759420225117935e-05,1.160973206727034523e-01,3.381760761662120918e-01
7.390722033525782535e+03,2.709566082725878289e-05,1.161355431944439132e-01,3.381775066255345852e-01
8.697490026177843902e+03,2.302396649422888686e-05,1.161611991483173789e-01,3.381765953662217439e-01
1.023531021899026928e+04,1.956460615826216554e-05,1.000000000000000251e-05,3.381808076210789937e-01
1.204503540258783687e+04,1.662443429051307930e-05,1.160826877048112271e-01,3.381824341902580633e-01
1.417474162926807730e+04,1.412643909426414268e-05,1.161698679698927178e-01,3.381837130050625584e-01
1.668100537200062536e+04,1.200383180632869085e-05,1.161361104744750156e-01,3.381838523678168396e-01
1.963040650040268520e+04,1.020019147279782601e-05,1.161314593363361736e-01,3.381833543916061835e-01
2.310129700083157877e+04,8.667579812771109005e-06,1.160221459496853236e-01,3.381853872691169549e-01
2.718588242732940125e+04,7.365265162428968893e-06,1.162402729035373616e-01,3.381840615147599927e-01
3.199267137797384567e+04,6.258638578948705344e-06,1.160604839117030107e-01,3.381886102864192223e-01
3.764935806792470976e+04,5.318293109901617299e-06,1.158892026207613279e-01,3.381917826467112920e-01
4.430621457583886513e+04,4.519241621592229308e-06,1.162007126534266577e-01,3.381873994827241381e-01
5.214008287999695312e+04,3.840252315479020240e-06,1.162442247915980997e-01,3.381888667019989358e-01
6.135907273413163057e+04,3.263284192867033084e-06,1.160544040653807008e-01,3.381904229806302897e-01
7.220809018385456875e+04,2.773007428125140450e-06,1.159984596123337097e-01,3.381813503888850825e-01
8.497534359086438781e+04,2.356395863989391160e-06,1.160251047643382216e-01,3.381860036545329962e-01
1.000000000000000000e+05,2.002380779186907489e-06,1.160970928908609534e-01,3.381866452788083732e-01
