alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.926668557403705018e-01,3.100497761462534529e-01,5.848042818025511735e-01
1.176811952434999621e-02,9.913730880814490831e-01,3.099274343265923104e-01,5.845929220990178088e-01
1.384886371393874611e-02,9.898516567289885604e-01,3.097861092899171775e-01,5.843499231316197084e-01
1.629750834620645808e-02,9.880627303743896306e-01,3.096185474287889150e-01,5.840600792049414069e-01
1.917910261672490721e-02,9.859595994217565940e-01,3.094198822309860986e-01,5.837178853074265206e-01
2.257019719633922630e-02,9.834875242228662273e-01,3.091868897537344285e-01,5.833190916393418135e-01
2.656087782946689457e-02,9.805824051671448993e-01,3.089110877114188414e-01,5.828405429060865561e-01
3.125715849688238263e-02,9.771692533928189039e-01,3.085875923488063943e-01,5.822831213352609447e-01
3.678379771828638178e-02,9.731604413627468197e-01,3.082007634138819729e-01,5.816195728522698394e-01
4.328761281083061407e-02,9.684537149155686420e-01,3.077441183973854688e-01,5.808302733586815370e-01
5.094138014816385757e-02,9.629299537922466623e-01,3.072104933599649756e-01,5.799132541764615567e-01
5.994842503189414668e-02,9.564506778455728053e-01,3.065733537660833008e-01,5.788192207479665452e-01
7.054802310718649716e-02,9.488553130739244557e-01,3.058161846284971896e-01,5.775134001252556493e-01
8.302175681319752532e-02,9.399582616769748267e-01,3.049193668381730005e-01,5.759711384880131790e-01
9.770099572992262116e-02,9.295458634679660825e-01,3.038558210570361795e-01,5.741453240549444503e-01
1.149756995397736847e-01,9.173734093805090417e-01,3.025845142886988137e-01,5.719605755238192923e-01
1.353047774579808349e-01,9.031624750630109499e-01,3.010736129912407466e-01,5.693709547599573595e-01
1.592282793341093794e-01,8.865990106151424577e-01,2.992654240100012242e-01,5.662695896442908605e-01
1.873817422860385995e-01,8.673328687713942609e-01,2.971042582565001089e-01,5.625736716437963469e-01
2.205130739903047865e-01,8.449798275960269667e-01,2.945071121865853181e-01,5.581420019554250711e-01
2.595024211399738490e-01,8.191276970571941263e-01,2.913874765105942677e-01,5.528274051893067309e-01
3.053855508833418497e-01,7.893488614373072032e-01,2.876329827925430127e-01,5.464549636780183794e-01
3.593813663804631409e-01,7.552226173194791503e-01,2.831078304362402154e-01,5.388046606586771592e-01
4.229242874389503304e-01,7.163718892202879385e-01,2.776498920454973929e-01,5.296289956050614922e-01
4.977023564332113681e-01,6.725200355777127825e-01,2.710797914496105854e-01,5.186501243775599734e-01
5.857020818056670741e-01,6.235736635141804207e-01,2.632092978865954724e-01,5.056182416747878605e-01
6.892612104349702395e-01,5.697346996113743511e-01,2.538522226174101393e-01,4.902922895611819820e-01
8.111308307896876180e-01,5.116358385866601743e-01,2.429001244966577377e-01,4.726062854314361239e-01
9.545484566618347433e-01,4.504731978463869524e-01,2.303774583299739165e-01,4.527482958581667827e-01
1.123324032978028741e+00,3.880771003907670380e-01,2.165286837230464001e-01,4.313146071185144370e-01
1.321941148466030169e+00,3.268296171397815364e-01,2.019191370828928578e-01,4.094063921452221755e-01
1.555676143930473820e+00,2.693465232331431203e-01,1.873628101563663551e-01,3.884888973540885360e-01
1.830738280295369780e+00,2.179444443495335282e-01,1.737706221855411792e-01,3.700748723363338488e-01
2.154434690031884259e+00,1.740949246916421167e-01,1.618760453781064035e-01,3.552348648551800214e-01
2.535364493970114097e+00,1.381625155067864874e-01,1.520330665117806956e-01,3.443067292954717917e-01
2.983647240283340274e+00,1.095627464332700196e-01,1.442196886338151796e-01,3.369495606073327210e-01
3.511191734215134641e+00,8.718038045092679766e-02,1.381677435721997693e-01,3.324335713444144247e-01
4.132012400115338657e+00,6.977492682345109998e-02,1.335298624107193743e-01,3.299830692040315316e-01
4.862601580065358142e+00,5.622497299151940631e-02,1.299831139859097540e-01,3.289250963069078049e-01
5.722367659350219959e+00,4.561787785642290594e-02,1.272455294138780668e-01,3.287396761950081014e-01
6.734150657750828550e+00,3.725015381305740725e-02,1.251245609152044080e-01,3.290789848373283366e-01
7.924828983539177862e+00,3.059317080559798008e-02,1.234587002660314375e-01,3.297018960024395429e-01
9.326033468832209294e+00,2.525312361047360454e-02,1.221321154781238733e-01,3.304689071610260598e-01
1.097498765493056716e+01,2.093635145702732459e-02,1.210819025154875606e-01,3.312755536750096597e-01
1.291549665014885306e+01,1.742246987486106846e-02,1.202318698473128222e-01,3.320657707737516007e-01
1.519911082952934755e+01,1.478500624442946609e-02,1.000000000000000251e-05,3.327445431526283581e-01
1.788649529057436993e+01,1.234008264739161476e-02,1.000000000000000251e-05,3.334519287143393740e-01
2.104904144512021702e+01,1.021470899195264792e-02,1.185059236477772338e-01,3.341176466256048361e-01
2.477076355991711409e+01,8.586759744098060310e-03,1.181234452763445658e-01,3.346677322189730575e-01
2.915053062825178642e+01,7.230137373494649466e-03,1.178074020360565938e-01,3.351560914101127109e-01
3.430469286314919231e+01,6.096327824145930663e-03,1.175405254213362782e-01,3.355860703104521781e-01
4.037017258596557667e+01,5.146382391249870736e-03,1.173154613012560160e-01,3.359503128899434810e-01
