alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.946899196117590103e-01,3.180882518981609230e-01,1.809934645975118883e+00
1.176811952434999621e-02,9.937543579160066365e-01,3.187511700714365515e-01,1.815700036634975811e+00
1.384886371393874611e-02,9.926546541279306357e-01,3.195278328461389483e-01,1.817679900805873494e+00
1.629750834620645808e-02,9.913622753858776226e-01,3.204370009131446428e-01,1.822471522512741249e+00
1.917910261672490721e-02,9.898438311014247093e-01,3.215000529787381822e-01,1.828197313064008789e+00
2.257019719633922630e-02,9.880602854055344775e-01,3.227418091208435480e-01,1.837220790326849151e+00
2.656087782946689457e-02,9.859660573719272181e-01,3.241904613664131629e-01,1.850490730997393252e+00
3.125715849688238263e-02,9.835079993126819575e-01,3.258778258330649047e-01,1.852512366982393521e+00
3.678379771828638178e-02,9.806242454681561860e-01,3.278396917119685838e-01,1.866245723941889256e+00
4.328761281083061407e-02,9.772429271458089595e-01,3.301157432079291909e-01,1.873244174451806465e+00
5.094138014816385757e-02,9.732807565522201276e-01,3.327498126154587732e-01,1.925926402233346213e+00
5.994842503189414668e-02,9.686414913717957820e-01,3.357892384927637641e-01,1.943183390417733802e+00
7.054802310718649716e-02,9.632143065723837161e-01,3.392841405684497991e-01,1.955057526710505478e+00
8.302175681319752532e-02,9.568721217669119428e-01,3.432863425787044398e-01,1.987418254049056809e+00
9.770099572992262116e-02,9.494699629155138876e-01,3.478472576738818045e-01,2.048212468954924148e+00
1.149756995397736847e-01,9.408434810001909954e-01,3.530149960717584023e-01,2.070532376749869563e+00
1.353047774579808349e-01,9.308078092972814632e-01,3.588307259195158694e-01,2.108451582621529319e+00
1.592282793341093794e-01,9.191570233043004912e-01,3.653221832079129872e-01,2.182690742152771257e+00
1.873817422860385995e-01,9.056645743016370487e-01,3.724970549398247122e-01,2.222761060600893401e+00
2.205130739903047865e-01,8.900852045937601709e-01,3.803332849686775208e-01,2.350541891669627681e+00
2.595024211399738490e-01,8.721590259724389949e-01,3.887666374295067895e-01,2.363541935615425249e+00
3.053855508833418497e-01,8.516186322882222104e-01,3.976762129769656484e-01,2.450617741101421387e+00
3.593813663804631409e-01,8.282003176239909337e-01,4.068664294979086327e-01,2.549121072915169872e+00
4.229242874389503304e-01,8.016605981026223571e-01,4.160462366362503994e-01,2.705211964038391592e+00
4.977023564332113681e-01,7.717991948142579606e-01,4.248052988941339869e-01,2.798932117135343844e+00
5.857020818056670741e-01,7.384891982910919417e-01,4.325867182755213647e-01,2.836604834833897026e+00
6.892612104349702395e-01,7.017140036148512561e-01,4.386590365301989425e-01,2.938742037969127807e+00
8.111308307896876180e-01,6.616034403576351863e-01,4.409897013941564414e-01,1.355570549008942027e+00
9.545484566618347433e-01,6.178790117071598642e-01,4.119957597067829269e-01,9.233970092351403425e-01
1.123324032978028741e+00,5.694946757194925269e-01,3.564999526630574511e-01,7.277095074167347910e-01
1.321941148466030169e+00,5.159534018106863851e-01,2.919694304806635943e-01,5.927234718964067284e-01
1.555676143930473820e+00,4.573888987767098513e-01,2.273430965481441912e-01,4.905308164952176253e-01
1.830738280295369780e+00,3.947615929318777361e-01,1.672178041165518769e-01,4.113869389433564838e-01
2.154434690031884259e+00,3.302084815780144122e-01,1.136775905184986002e-01,3.509003052482219109e-01
2.535364493970114097e+00,2.835168979472821871e-01,1.000000000000000251e-05,3.285244128256731844e-01
2.983647240283340274e+00,2.100464956024108432e-01,2.563228486163011965e-02,2.769077659127585078e-01
3.511191734215134641e+00,1.623955991012351330e-01,1.000000000000000251e-05,2.551300859582093516e-01
4.132012400115338657e+00,1.275815518834229056e-01,1.000000000000001268e-05,2.343788060964635267e-01
4.862601580065358142e+00,1.024656939817227830e-01,1.000000000000001268e-05,2.184554944070796756e-01
5.722367659350219959e+00,8.392568138939426881e-02,1.000000000000001268e-05,2.051427925816890763e-01
6.734150657750828550e+00,6.994488179844315923e-02,1.000000000000001268e-05,1.931781268710255350e-01
7.924828983539177862e+00,5.919944733122806113e-02,1.000000000000001268e-05,1.818683407852787481e-01
9.326033468832209294e+00,5.080245861094589976e-02,1.000000000000001268e-05,1.708561447394200683e-01
1.097498765493056716e+01,4.414641407465591527e-02,1.000000000000000251e-05,1.599488364136811835e-01
1.291549665014885306e+01,3.880584735866277057e-02,1.000000000000000251e-05,1.491042770357401681e-01
1.519911082952934755e+01,3.447636580443425025e-02,1.000000000000000251e-05,1.383377469035731722e-01
1.788649529057436993e+01,3.093582536021610707e-02,1.000000000000000251e-05,1.276871538404384943e-01
2.104904144512021702e+01,2.801911810784196710e-02,1.000000000000000251e-05,1.172306022301763950e-01
2.477076355991711409e+01,2.560146706724131249e-02,1.000000000000000251e-05,1.070459254076876060e-01
2.915053062825178642e+01,2.358713542967172394e-02,1.000000000000000251e-05,9.722791880563561029e-02
3.430469286314919231e+01,2.190165120597731274e-02,1.000000000000000251e-05,8.782614289421666887e-02
4.037017258596557667e+01,2.048635596940218129e-02,1.000000000000000251e-05,7.892124571132463906e-02
4.750810162102798273e+01,1.929452064876291395e-02,1.000000000000000251e-05,7.056344702039565875e-02
5.590810182512228721e+01,1.828853664441254523e-02,1.000000000000000251e-05,6.278301629683241680e-02
6.579332246575683030e+01,1.743785575057099635e-02,1.000000000000000251e-05,5.560669682792600266e-02
7.742636826811278183e+01,1.671746062477375006e-02,1.000000000000000251e-05,4.903752063841416986e-02
9.111627561154895716e+01,1.610671531002028090e-02,1.000000000000000590e-05,4.307914355148945162e-02
1.072267222010324303e+02,1.558849147751262265e-02,1.000000000000000251e-05,3.770537791090740332e-02
1.261856883066022306e+02,1.514849643601690055e-02,1.000000000000000251e-05,3.289559815164221079e-02
1.484968262254465117e+02,1.477475100302938493e-02,1.000000000000000251e-05,2.861684945490651846e-02
1.747528400007684866e+02,1.445717848045524612e-02,1.000000000000000251e-05,2.483236248921970313e-02
2.056512308348653448e+02,1.418727794766594386e-02,1.000000000000000251e-05,2.150271280085568060e-02
2.420128264794385871e+02,1.395786154656675215e-02,1.000000000000000251e-05,1.859997641409338529e-02
2.848035868435802058e+02,1.376284109268333111e-02,1.000000000000000082e-05,1.605795321113438062e-02
3.351602650938844477e+02,1.359705312702574886e-02,1.000000000000000251e-05,1.386873963273876215e-02
3.944206059437660201e+02,1.345611431372950584e-02,1.000000000000000251e-05,1.197476569623543569e-02
