alphas,errors,lambdas,huber-params
4.641588833612777307e+02,1.333630107692385103e-02,1.000000000000000251e-05,1.033914957720972333e-02
5.462277217684342077e+02,1.323444885640023827e-02,1.000000000000000251e-05,8.944965236346767712e-03
6.428073117284325235e+02,1.314786738442519365e-02,1.000000000000000251e-05,7.753426049676433000e-03
7.564633275546298137e+02,1.307426919242149488e-02,1.000000000000000082e-05,6.743651058290225757e-03
8.902150854450383122e+02,1.301170912841720373e-02,1.000000000000000251e-05,5.891351025881648787e-03
1.047615752789665066e+03,1.295853308001815307e-02,1.000000000000000251e-05,5.163818824055005363e-03
1.232846739442067246e+03,1.291333444632525307e-02,1.000000000000000251e-05,4.556445179607069781e-03
1.450828778495941606e+03,1.287491715952238103e-02,1.000000000000000251e-05,4.040195413778280634e-03
1.707352647470690499e+03,1.284226423536560802e-02,1.000000000000000251e-05,3.596626673889002229e-03
2.009233002565047855e+03,1.281451102371677919e-02,1.000000000000000082e-05,3.230000579389631123e-03
2.364489412645409629e+03,1.279092244557666902e-02,1.000000000000000251e-05,2.908011863341690515e-03
2.782559402207128642e+03,1.277087361823459055e-02,1.000000000000000251e-05,2.638127611066966652e-03
3.274549162877728577e+03,1.275383336802682344e-02,1.000000000000000251e-05,2.400835812352027261e-03
3.853528593710531368e+03,1.273935019891081488e-02,1.000000000000000251e-05,2.197213758298829922e-03
4.534878508128586873e+03,1.272704035503546827e-02,1.000000000000000251e-05,2.017915217704320616e-03
5.336699231206307559e+03,1.271657766641554055e-02,1.000000000000000082e-05,1.860355648205549300e-03
6.280291441834253419e+03,1.270768491182794335e-02,1.000000000000000251e-05,1.717497307719093383e-03
7.390722033525782535e+03,1.270012647841856079e-02,1.000000000000000251e-05,1.590196587002118888e-03
8.697490026177843902e+03,1.269370211448195285e-02,1.000000000000000251e-05,1.478345386074907553e-03
1.023531021899026928e+04,1.268824162663606536e-02,1.000000000000000251e-05,1.374959953418422804e-03
1.204503540258783687e+04,1.268360036427140791e-02,1.000000000000000251e-05,1.286734357517225775e-03
1.417474162926807730e+04,1.267965538969817452e-02,1.000000000000000251e-05,1.199393721338367063e-03
1.668100537200062536e+04,1.267630221624438391e-02,1.000000000000000082e-05,1.125327175478120067e-03
1.963040650040268520e+04,1.267345203936520726e-02,1.000000000000001606e-05,1.053655682376153108e-03
2.310129700083157877e+04,1.267102938341713170e-02,1.000000000000000082e-05,9.895467672799578875e-04
2.718588242732940125e+04,1.266897009936207574e-02,1.000000000000000251e-05,9.273317240996465510e-04
3.199267137797384567e+04,1.266721966646211506e-02,1.000000000000000082e-05,8.738805991549424045e-04
3.764935806792470976e+04,1.266573174561447246e-02,1.000000000000000082e-05,8.225227398473813943e-04
4.430621457583886513e+04,1.266446695223910623e-02,1.000000000000001268e-05,7.750937358161689821e-04
5.214008287999695312e+04,1.266339181118203427e-02,1.000000000000000251e-05,7.287711201354157408e-04
6.135907273413163057e+04,1.266247787239738187e-02,1.000000000000000082e-05,6.864904660098028986e-04
7.220809018385456875e+04,1.266170095427909814e-02,1.000000000000000082e-05,6.496254420850084950e-04
8.497534359086438781e+04,1.266104050230532074e-02,1.000000000000000251e-05,6.120676769787704525e-04
1.000000000000000000e+05,1.266047904883182973e-02,1.000000000000000082e-05,5.787451590806079287e-04
