alphas,errors,lambdas,huber-params
5.722367659350219959e+00,7.911053192337780260e-02,1.000000000000125781e-05,1.980566147333120419e-01
6.734150657750828550e+00,6.218941501312347242e-02,1.000000000000000251e-05,1.995561625766943958e-01
7.924828983539177862e+00,4.988252588993402625e-02,1.000000000000000251e-05,2.001044334611476183e-01
9.326033468832209294e+00,4.066056817101260101e-02,1.000000000000000590e-05,1.996051791671154541e-01
1.097498765493056716e+01,3.358639054293832693e-02,1.000000000000000251e-05,1.980601521582814328e-01
1.291549665014885306e+01,2.805775047011760392e-02,1.000000000000000251e-05,1.954969557590753859e-01
1.519911082952934755e+01,2.367178119118706903e-02,1.000000000000000251e-05,1.919522932069902543e-01
1.788649529057436993e+01,2.014967817227031333e-02,1.000000000000000251e-05,1.874811837743941001e-01
2.104904144512021702e+01,1.729284645180029223e-02,1.000000000000000251e-05,1.821343106453585936e-01
2.477076355991711409e+01,1.495630300954031711e-02,1.000000000000000251e-05,1.759897946417679215e-01
2.915053062825178642e+01,1.303195532056711237e-02,1.000000000000000251e-05,1.691085985681726189e-01
3.430469286314919231e+01,1.143775077339581614e-02,1.000000000000000251e-05,1.615908039666620888e-01
4.037017258596557667e+01,1.011043518738552471e-02,1.000000000000000251e-05,1.535264331111174108e-01
4.750810162102798273e+01,9.000596128944771124e-03,1.000000000000000251e-05,1.450125679294314018e-01
5.590810182512228721e+01,8.069191454838309241e-03,1.000000000000000251e-05,1.361677591473944293e-01
6.579332246575683030e+01,7.285067731858552165e-03,1.000000000000000251e-05,1.270923773635909693e-01
7.742636826811278183e+01,6.623152199575654819e-03,1.000000000000000251e-05,1.179217371207636755e-01
9.111627561154895716e+01,6.063113527019270421e-03,1.000000000000000251e-05,1.087469187821007710e-01
1.072267222010324303e+02,5.588354059956390785e-03,1.000000000000000251e-05,9.969656244934806122e-02
1.261856883066022306e+02,5.185241839330778646e-03,1.000000000000000251e-05,9.085090582593721709e-02
1.484968262254465117e+02,4.842518441176890676e-03,1.000000000000000251e-05,8.232287089160829352e-02
1.747528400007684866e+02,4.550837978688715424e-03,1.000000000000000251e-05,7.417647186403446280e-02
2.056512308348653448e+02,4.302405310650847525e-03,1.000000000000000251e-05,6.647470551936320027e-02
2.420128264794385871e+02,4.090690192854573581e-03,1.000000000000000251e-05,5.926704113244030819e-02
2.848035868435802058e+02,3.910200118633078148e-03,1.000000000000000251e-05,5.258990793608842029e-02
3.351602650938844477e+02,3.756298843498484530e-03,1.000000000000000251e-05,4.644292529800532476e-02
3.944206059437660201e+02,3.625060645225497424e-03,1.000000000000000251e-05,4.084867658549815039e-02
4.641588833612777307e+02,3.513152635907790255e-03,1.000000000000000251e-05,3.579287133575621838e-02
5.462277217684342077e+02,3.417739140937126052e-03,1.000000000000000251e-05,3.124744551918037447e-02
6.428073117284325235e+02,3.336403491162709400e-03,1.000000000000000082e-05,2.719211374572418766e-02
7.564633275546298137e+02,3.267083593793351781e-03,1.000000000000000251e-05,2.360532657364991863e-02
8.902150854450383122e+02,3.208018467520723505e-03,1.000000000000000251e-05,2.043635864050646206e-02
1.047615752789665066e+03,3.157703558319679971e-03,1.000000000000000251e-05,1.765635795932318092e-02
1.232846739442067246e+03,3.114853147252238941e-03,1.000000000000000251e-05,1.523185533038120577e-02
1.450828778495941606e+03,3.078368546510112935e-03,1.000000000000000251e-05,1.312460093098119507e-02
1.707352647470690499e+03,3.047311064591884389e-03,1.000000000000000251e-05,1.130512682709319816e-02
2.009233002565047855e+03,3.020878943049698506e-03,1.000000000000000251e-05,9.728997023928482105e-03
2.364489412645409629e+03,2.998387655772871696e-03,1.000000000000000251e-05,8.376960076602241179e-03
2.782559402207128642e+03,2.979252913938079672e-03,1.000000000000000251e-05,7.217476455284352332e-03
3.274549162877728577e+03,2.962976318052978897e-03,1.000000000000000590e-05,6.226609011908093572e-03
3.853528593710531368e+03,2.949132831480349992e-03,1.000000000000000251e-05,5.383315772244460715e-03
4.534878508128586873e+03,2.937360141391121005e-03,1.000000000000000082e-05,4.673837267601697876e-03
5.336699231206307559e+03,2.927349517306998550e-03,1.000000000000000251e-05,4.071505074326776941e-03
6.280291441834253419e+03,2.918837976106036791e-03,1.000000000000000251e-05,3.563697791425501742e-03
7.390722033525782535e+03,2.911601573576172441e-03,1.000000000000000251e-05,3.128468550223429019e-03
8.697490026177843902e+03,2.905449664012405009e-03,1.000000000000000251e-05,2.765767351598175626e-03
1.023531021899026928e+04,2.900219990202623777e-03,1.000000000000000251e-05,2.460768770252291966e-03
1.204503540258783687e+04,2.895774488562485871e-03,1.000000000000000082e-05,2.205805156543623469e-03
1.417474162926807730e+04,2.891995705145200546e-03,1.000000000000000082e-05,1.982517615972035144e-03
1.668100537200062536e+04,2.888783736852085227e-03,1.000000000000000251e-05,1.796243608224585165e-03
1.963040650040268520e+04,2.886053621317774542e-03,1.000000000000000251e-05,1.628411017548557840e-03
2.310129700083157877e+04,2.883733111512798430e-03,1.000000000000000251e-05,1.491235002990162848e-03
2.718588242732940125e+04,2.881760779599007449e-03,1.000000000000000251e-05,1.367799771297214086e-03
3.199267137797384567e+04,2.880084400460836136e-03,1.000000000000000251e-05,1.255187351663276680e-03
3.764935806792470976e+04,2.878659576057041036e-03,1.000000000000000251e-05,1.161957486239469182e-03
4.430621457583886513e+04,2.877448565021367699e-03,1.000000000000000082e-05,1.076706745029091345e-03
5.214008287999695312e+04,2.876419285228193345e-03,1.000000000000000082e-05,9.976914305824917395e-04
6.135907273413163057e+04,2.875544466856005954e-03,1.000000000000000082e-05,9.325837560411460959e-04
7.220809018385456875e+04,2.874800930046550462e-03,1.000000000000000082e-05,8.648711867906824433e-04
8.497534359086438781e+04,2.874168973655777393e-03,1.000000000000000251e-05,8.083560006894056557e-04
1.000000000000000000e+05,2.873631852255087438e-03,1.000000000000000251e-05,7.540608777052014607e-04
