alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.964706900007520574e-01,3.789256238500932628e-01,2.967294326832496942e-01
1.176811952434999621e-02,9.958470813734663363e-01,3.786220657420827918e-01,2.965880819951808300e-01
1.384886371393874611e-02,9.951133714289648324e-01,3.782623862715389085e-01,2.964191053410855092e-01
1.629750834620645808e-02,9.942501547001949547e-01,3.778264153274560333e-01,2.962108025748835249e-01
1.917910261672490721e-02,9.932346184525857602e-01,3.773318057195418351e-01,2.959804097383658128e-01
2.257019719633922630e-02,9.920399494695179010e-01,3.767423093303740034e-01,2.957017862584478407e-01
2.656087782946689457e-02,9.906346395360586810e-01,3.760514938547089847e-01,2.953760628287728229e-01
3.125715849688238263e-02,9.889816731107239356e-01,3.752443958206930774e-01,2.949981201072681136e-01
3.678379771828638178e-02,9.870375783103605416e-01,3.742861296100138402e-01,2.945466343146040944e-01
4.328761281083061407e-02,9.847513197698236631e-01,3.731691842071134246e-01,2.940210205615523265e-01
5.094138014816385757e-02,9.820630092406256173e-01,3.718476725180723808e-01,2.933972135231353029e-01
5.994842503189414668e-02,9.789024070576438641e-01,3.703035155493101804e-01,2.926693784001542231e-01
7.054802310718649716e-02,9.751871850300127820e-01,3.684967730349056336e-01,2.918205835055049935e-01
8.302175681319752532e-02,9.708209191930916582e-01,3.663771906454594274e-01,2.908245601261669755e-01
9.770099572992262116e-02,9.656907796851915693e-01,3.638853941510796774e-01,2.896501829580059306e-01
1.149756995397736847e-01,9.596648855747150764e-01,3.609759613886285856e-01,2.882811152930449539e-01
1.353047774579808349e-01,9.525892959584687514e-01,3.575751576617779426e-01,2.866795086472016529e-01
1.592282793341093794e-01,9.442846170379864956e-01,3.536031818213125621e-01,2.848112916085939750e-01
1.873817422860385995e-01,9.345422211849394589e-01,3.489735142716869909e-01,2.826328821302510619e-01
2.205130739903047865e-01,9.231201031811914204e-01,3.435799428457722571e-01,2.800941122948474860e-01
2.595024211399738490e-01,9.097384487711334122e-01,3.373166239530154820e-01,2.771487110025999678e-01
3.053855508833418497e-01,8.940750746671304316e-01,3.300543209188523952e-01,2.737323428093919597e-01
3.593813663804631409e-01,8.757610389173948739e-01,3.216731097145899554e-01,2.697934547871816413e-01
4.229242874389503304e-01,8.543769557368123824e-01,3.120129236883304458e-01,2.652535949011713967e-01
4.977023564332113681e-01,8.294509427028393667e-01,3.009527390882494879e-01,2.600648972443614371e-01
5.857020818056670741e-01,8.004598038363008872e-01,2.883479491589762689e-01,2.541650917324455583e-01
6.892612104349702395e-01,7.668362230528527057e-01,2.740770178827484083e-01,2.475057982400723500e-01
8.111308307896876180e-01,7.279867995708252382e-01,2.580463255740770845e-01,2.400590348261567031e-01
9.545484566618347433e-01,6.833293820391794782e-01,2.402343683463142310e-01,2.318596155989746110e-01
1.123324032978028741e+00,6.323645226075204073e-01,2.206884423843935017e-01,2.229883078437001065e-01
1.321941148466030169e+00,5.748063551653871395e-01,1.996052656792134117e-01,2.136641130020489054e-01
1.555676143930473820e+00,5.108125731803158098e-01,1.773179497167916563e-01,2.042448168275821652e-01
1.830738280295369780e+00,4.413599427101526640e-01,1.543697144207785976e-01,1.953395538544839827e-01
2.154434690031884259e+00,3.687576133388537070e-01,1.314583897439057791e-01,1.878135700545233155e-01
2.535364493970114097e+00,2.970377218352291404e-01,1.093046967334019570e-01,1.826992772623542149e-01
2.983647240283340274e+00,2.314679881629710945e-01,8.834584745979461029e-02,1.808431247423266941e-01
3.511191734215134641e+00,1.765616203033686382e-01,6.838814292669165296e-02,1.822863342055396629e-01
4.132012400115338657e+00,1.339247009051678372e-01,4.864257305930265451e-02,1.862342833724302815e-01
4.862601580065358142e+00,1.022664414387473020e-01,2.803791780669631639e-02,1.915232914603397507e-01
