alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.954642698083773222e-01,2.763930364112414662e-01,2.430256220603036477e-01
1.176811952434999621e-02,9.946633083969516065e-01,2.762110787944506152e-01,2.429256686842559132e-01
1.384886371393874611e-02,9.937211165975148308e-01,2.759942825399229749e-01,2.428058081285015546e-01
1.629750834620645808e-02,9.926128732660681742e-01,2.757386918731908887e-01,2.426636026188094264e-01
1.917910261672490721e-02,9.913094265312039077e-01,2.754371858647856053e-01,2.424965463805523469e-01
2.257019719633922630e-02,9.897765504906204104e-01,2.750910064931150201e-01,2.423078660071777968e-01
2.656087782946689457e-02,9.879740791857490878e-01,2.746827222558694270e-01,2.420830747377007708e-01
3.125715849688238263e-02,9.858548995548489513e-01,2.741952845958729457e-01,2.418126354026990665e-01
3.678379771828638178e-02,9.833637831637329629e-01,2.736291061480925491e-01,2.415014956626145015e-01
4.328761281083061407e-02,9.804360348177980633e-01,2.729587930064970025e-01,2.411309743262493588e-01
5.094138014816385757e-02,9.769959349095895806e-01,2.721713426846513184e-01,2.406957787816933203e-01
5.994842503189414668e-02,9.729549519549172132e-01,2.712586421268162740e-01,2.401957298725954648e-01
7.054802310718649716e-02,9.682097028073757272e-01,2.701813592865238145e-01,2.396019546295696245e-01
8.302175681319752532e-02,9.626396414011322289e-01,2.689262351789001304e-01,2.389137612008913336e-01
9.770099572992262116e-02,9.561044639130140688e-01,2.674405217926889566e-01,2.380941874135400205e-01
1.149756995397736847e-01,9.484412309345695569e-01,2.657217582373221365e-01,2.371530511683727915e-01
1.353047774579808349e-01,9.394612288145099965e-01,2.636959960365477529e-01,2.360388361420838188e-01
1.592282793341093794e-01,9.289466253566427412e-01,2.613375701149169839e-01,2.347454919687601005e-01
1.873817422860385995e-01,9.166470335960090754e-01,2.585893750710920314e-01,2.332400862359621518e-01
2.205130739903047865e-01,9.022761744484097957e-01,2.554013686022218454e-01,2.315003658240114004e-01
2.595024211399738490e-01,8.855089688842056050e-01,2.516898409829951277e-01,2.294740201350638220e-01
3.053855508833418497e-01,8.659795781411752102e-01,2.474032854432974549e-01,2.271432894724189078e-01
3.593813663804631409e-01,8.432812291097638857e-01,2.424579955566562584e-01,2.244639110833371309e-01
4.229242874389503304e-01,8.169691254875808273e-01,2.367807609171519168e-01,2.214047943647732553e-01
4.977023564332113681e-01,7.865684783123461088e-01,2.303062376592346361e-01,2.179430298281859468e-01
5.857020818056670741e-01,7.515908103620549952e-01,2.229524306385870236e-01,2.140469265076443972e-01
6.892612104349702395e-01,7.115634232589643782e-01,2.146750823787314522e-01,2.097197549786039006e-01
8.111308307896876180e-01,6.660794995151471110e-01,2.054653789649718010e-01,2.049994622143140321e-01
9.545484566618347433e-01,6.148799531739184143e-01,1.953665778420339283e-01,1.999835615570604297e-01
1.123324032978028741e+00,5.579823174729729995e-01,1.844812989424877148e-01,1.948212050727208544e-01
1.321941148466030169e+00,4.958734441615813004e-01,1.730484639790641210e-01,1.898036817902294393e-01
1.555676143930473820e+00,4.297699685306488604e-01,1.614320562391001745e-01,1.853548253074743246e-01
1.830738280295369780e+00,3.618931317066020892e-01,1.501631599415925999e-01,1.820565306157087004e-01
2.154434690031884259e+00,2.955594229487255031e-01,1.398498131473362438e-01,1.805375850508386670e-01
2.535364493970114097e+00,2.347111923930684796e-01,1.310718723114634443e-01,1.812952159945974417e-01
2.983647240283340274e+00,1.826953282104302190e-01,1.241420733886377664e-01,1.843617788089186305e-01
3.511191734215134641e+00,1.409809684501595051e-01,1.190116018394954400e-01,1.892319982463267491e-01
4.132012400115338657e+00,1.089717226870050570e-01,1.153561009966804635e-01,1.951034315861094326e-01
4.862601580065358142e+00,8.491420243952374491e-02,1.127731489442166113e-01,2.012405381156301132e-01
5.722367659350219959e+00,6.688065720332181385e-02,1.109541898262186577e-01,2.071687608807870062e-01
6.734150657750828550e+00,5.781216635295494122e-02,1.000000000000000251e-05,2.106731372184632856e-01
7.924828983539177862e+00,4.283577175201669363e-02,1.086643548409699234e-01,2.174690946386878820e-01
9.326033468832209294e+00,3.475691299231664644e-02,1.079411829292254432e-01,2.217338218465644273e-01
1.097498765493056716e+01,2.841244264199871417e-02,1.073862736319843025e-01,2.254380782284701179e-01
1.291549665014885306e+01,2.337181090432949304e-02,1.069546932499768344e-01,2.286293311722559507e-01
1.519911082952934755e+01,1.932621389936883816e-02,1.066111173463319683e-01,2.313578560240205362e-01
1.788649529057436993e+01,1.605077496111495527e-02,1.063424672545955352e-01,2.337012987104338801e-01
2.104904144512021702e+01,1.337909324837482927e-02,1.061210237038175686e-01,2.357012294871287938e-01
2.477076355991711409e+01,1.118610038649792138e-02,1.059421387626429956e-01,2.374009203197338658e-01
2.915053062825178642e+01,9.376406897319222722e-03,1.057987885837796682e-01,2.388557849667779509e-01
3.430469286314919231e+01,7.876276144356264552e-03,1.056809522657926048e-01,2.400846227830856217e-01
