alphas,errors,lambdas,huber-params
4.037017258596557667e+01,6.628014660151393400e-03,1.055814257419872837e-01,2.411336344292673017e-01
4.750810162102798273e+01,5.585990018680320190e-03,1.054979096342189560e-01,2.420311307230393894e-01
5.590810182512228721e+01,4.737079801039101312e-03,1.000000000000000251e-05,2.427738423312724436e-01
6.579332246575683030e+01,3.981983654113951943e-03,1.053781901526701231e-01,2.434372216212195017e-01
7.742636826811278183e+01,3.366845433195431170e-03,1.053283277664101569e-01,2.439851763813197794e-01
9.111627561154895716e+01,2.848904652686279348e-03,1.052895414354753090e-01,2.444518398524592739e-01
1.072267222010324303e+02,2.412195684513562810e-03,1.052548134187948070e-01,2.448498629282763461e-01
1.261856883066022306e+02,2.047808687063223942e-03,1.000000000000000251e-05,2.451804213000056687e-01
1.484968262254465117e+02,1.732032002523808956e-03,1.052015546627890624e-01,2.454733049797052646e-01
1.747528400007684866e+02,1.468580168676902886e-03,1.051817385206225974e-01,2.457146871305901925e-01
2.056512308348653448e+02,1.245613569520021002e-03,1.051595562197097933e-01,2.459226449509465118e-01
2.420128264794385871e+02,1.056795662454756979e-03,1.051542261400237460e-01,2.460994993335421654e-01
2.848035868435802058e+02,8.968136254920988648e-04,1.051348649968611160e-01,2.462500923911680184e-01
3.351602650938844477e+02,7.612043667599710517e-04,1.051232343217824994e-01,2.463759999140132384e-01
3.944206059437660201e+02,6.462115956675784645e-04,1.051122703680283516e-01,2.464824672618701751e-01
4.641588833612777307e+02,5.489730107959278627e-04,1.000000000000000251e-05,2.465713625607937609e-01
5.462277217684342077e+02,4.659097855721494597e-04,1.050987241380989257e-01,2.466520697511680460e-01
6.428073117284325235e+02,3.956742478916641659e-04,1.050921803453468834e-01,2.467187796563296842e-01
7.564633275546298137e+02,3.360566069243731135e-04,1.050926170438996332e-01,2.467746796450870916e-01
8.902150854450383122e+02,2.854433681429568992e-04,1.050925545798155059e-01,2.468229632017149566e-01
1.047615752789665066e+03,2.424685374768920099e-04,1.050824231422183841e-01,2.468632655359342121e-01
1.232846739442067246e+03,2.059750150953387760e-04,1.050830557429200118e-01,2.468982878659224389e-01
1.450828778495941606e+03,1.749825347963085420e-04,1.050835018028905832e-01,2.469277965792404661e-01
1.707352647470690499e+03,1.486590204833326823e-04,1.050780988151441275e-01,2.469517509999774318e-01
2.009233002565047855e+03,1.262997252258202252e-04,1.050827098649912972e-01,2.469732786656836099e-01
2.364489412645409629e+03,1.073180036679222127e-04,1.000000000000000251e-05,2.469894810925062356e-01
2.782559402207128642e+03,9.117169512551370758e-05,1.050783983902211227e-01,2.470073808103108171e-01
3.274549162877728577e+03,7.746456777280030792e-05,1.050775036446721100e-01,2.470195821939353276e-01
3.853528593710531368e+03,6.581938700245260065e-05,1.050727060724291340e-01,2.470308922237444138e-01
4.534878508128586873e+03,5.592565780254687979e-05,1.050604414585583762e-01,2.470417360072371948e-01
5.336699231206307559e+03,4.751972918759506115e-05,1.050506772775176428e-01,2.470481245025055173e-01
6.280291441834253419e+03,4.037770228126902339e-05,1.050509611453654957e-01,2.470547948396069060e-01
7.390722033525782535e+03,3.430941890036898201e-05,1.050554579269245559e-01,2.470601149626135973e-01
8.697490026177843902e+03,2.915336413344959965e-05,1.050963055378741906e-01,2.470662544690237772e-01
1.023531021899026928e+04,2.477234257858285105e-05,1.050401076362085795e-01,2.470686931121739704e-01
1.204503540258783687e+04,2.104980983563820018e-05,1.050976616770893518e-01,2.470728797258578413e-01
1.417474162926807730e+04,1.788675923486415797e-05,1.050677554442306649e-01,2.470754541478359101e-01
1.668100537200062536e+04,1.519907925318086939e-05,1.050340982750326002e-01,2.470780062682448874e-01
1.963040650040268520e+04,1.291531008229540589e-05,1.050570897649667212e-01,2.470807339589842500e-01
2.310129700083157877e+04,1.097473879152488507e-05,1.051822586845426177e-01,2.470826548662770905e-01
2.718588242732940125e+04,9.325781786584386168e-06,1.051202710431737297e-01,2.470859597997925594e-01
3.199267137797384567e+04,7.924611093113043125e-06,1.051366017710761436e-01,2.470853050955922059e-01
3.764935806792470976e+04,6.733987611529101969e-06,1.049862140331454530e-01,2.470895280150482987e-01
4.430621457583886513e+04,5.722270083996505718e-06,1.049319207316171676e-01,2.470874373041124228e-01
5.214008287999695312e+04,4.862573262265357243e-06,1.050329632873947261e-01,2.470875187706658704e-01
6.135907273413163057e+04,4.132052770611238657e-06,1.051514468900336813e-01,2.470875417494445003e-01
7.220809018385456875e+04,3.511297576253014086e-06,1.052605940130714318e-01,2.470866763584427250e-01
8.497534359086438781e+04,2.983813845780503016e-06,1.049456173142686438e-01,2.470910007974651545e-01
1.000000000000000000e+05,2.535586436369641206e-06,1.052449452491361626e-01,2.470886508658811653e-01
