alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.936928485782341447e-01,3.603402342675360859e-01,4.905808034306810006e-01
1.176811952434999621e-02,9.925800923360267314e-01,3.600877957859544010e-01,4.902925631587111699e-01
1.384886371393874611e-02,9.912715219211436501e-01,3.597997204025039641e-01,4.899649453847405023e-01
1.629750834620645808e-02,9.897328757377199526e-01,3.594568700176137277e-01,4.895783736760007665e-01
1.917910261672490721e-02,9.879239738066664112e-01,3.590520343919181290e-01,4.891181114208722480e-01
2.257019719633922630e-02,9.857977254151180091e-01,3.585817342594044277e-01,4.885859965441664565e-01
2.656087782946689457e-02,9.832989823780736716e-01,3.580230422953966651e-01,4.879514515294146593e-01
3.125715849688238263e-02,9.803632188831129524e-01,3.573684879115516244e-01,4.872108755592142737e-01
3.678379771828638178e-02,9.769150188000568225e-01,3.565929003989450896e-01,4.863309816980705969e-01
4.328761281083061407e-02,9.728663525601783935e-01,3.556840368509600614e-01,4.853012839443011650e-01
5.094138014816385757e-02,9.681146289988440401e-01,3.546079638601901118e-01,4.840786138353462276e-01
5.994842503189414668e-02,9.625405140742738785e-01,3.533530999457816790e-01,4.826586874351981860e-01
7.054802310718649716e-02,9.560055198705639246e-01,3.518678670179907209e-01,4.809782020469686170e-01
8.302175681319752532e-02,9.483493852489979226e-01,3.501220851359457265e-01,4.790036949355599982e-01
9.770099572992262116e-02,9.393873011953269847e-01,3.480752637852303488e-01,4.766924486598476118e-01
1.149756995397736847e-01,9.289070757825845792e-01,3.456673889512910103e-01,4.739771066917050080e-01
1.353047774579808349e-01,9.166664058133846549e-01,3.428355796828949087e-01,4.707824270049487669e-01
1.592282793341093794e-01,9.023905214248066908e-01,3.395093185807559477e-01,4.670385009651977226e-01
1.873817422860385995e-01,8.857706231785090756e-01,3.355989161002582155e-01,4.626434478097657399e-01
2.205130739903047865e-01,8.664637456268333704e-01,3.310162135141186956e-01,4.575015072312357267e-01
2.595024211399738490e-01,8.440949970147196835e-01,3.256496010320040213e-01,4.514927802465220630e-01
3.053855508833418497e-01,8.182635661822880158e-01,3.193753872177192976e-01,4.444882572047905156e-01
3.593813663804631409e-01,7.885544920151821291e-01,3.120683752828435908e-01,4.363610191232716873e-01
4.229242874389503304e-01,7.545589891225729096e-01,3.035694051079156353e-01,4.269414652528301657e-01
4.977023564332113681e-01,7.159071068331445131e-01,2.937555778282466834e-01,4.161204832070240500e-01
5.857020818056670741e-01,6.723175200403345153e-01,2.825049704147681862e-01,4.037930974185320876e-01
6.892612104349702395e-01,6.236699134615539819e-01,2.697296483150576352e-01,3.899008676204890889e-01
8.111308307896876180e-01,5.701046348293624666e-01,2.554396578024709097e-01,3.745261788043399154e-01
9.545484566618347433e-01,5.121497497586433578e-01,2.397632420279469656e-01,3.578872283434093027e-01
