alphas,errors,lambdas,huber-params
1.123324032978028741e+00,4.508628033395101209e-01,2.230212136704541881e-01,3.404649277768880267e-01
1.321941148466030169e+00,3.879468787335300650e-01,2.057783896026561532e-01,3.230227585945760205e-01
1.555676143930473820e+00,3.257549584784820151e-01,1.888254244856828745e-01,3.066197641161855780e-01
1.830738280295369780e+00,2.670562542787968674e-01,1.730766256712013007e-01,2.924244816715981798e-01
2.154434690031884259e+00,2.144868237113786158e-01,1.593330125893213101e-01,2.814015563336801917e-01
2.535364493970114097e+00,1.698389483563158553e-01,1.480675671195927356e-01,2.739856484193088360e-01
2.983647240283340274e+00,1.336144763798590152e-01,1.392937078332660006e-01,2.699379093135031993e-01
3.511191734215134641e+00,1.051551687430216653e-01,1.326973963222908559e-01,2.685489335490741647e-01
4.132012400115338657e+00,8.317501585031572553e-02,1.278085955643645244e-01,2.689801651748287004e-01
4.862601580065358142e+00,6.627760405592075799e-02,1.241872516023618256e-01,2.704839890484268539e-01
5.722367659350219959e+00,5.324195787792662671e-02,1.214924616964291743e-01,2.725377801206666506e-01
6.734150657750828550e+00,4.310609565476064553e-02,1.194635348296256838e-01,2.747973427054364870e-01
7.924828983539177862e+00,3.514871925218576720e-02,1.179018311332873103e-01,2.770491753371410737e-01
9.326033468832209294e+00,2.883964393328186659e-02,1.166997386060267261e-01,2.791837831525382230e-01
1.097498765493056716e+01,2.379055117667028263e-02,1.157494226521744857e-01,2.811360465728601765e-01
1.291549665014885306e+01,2.018023041476801893e-02,1.000000000000000251e-05,2.826844907402816798e-01
1.519911082952934755e+01,1.640209177021101361e-02,1.143913668074802437e-01,2.844495342042049346e-01
1.788649529057436993e+01,1.369034608507635475e-02,1.138951899889413255e-01,2.858107888227093829e-01
2.104904144512021702e+01,1.145860705676104985e-02,1.134965354336863463e-01,2.870027454171526493e-01
2.477076355991711409e+01,9.613095774866353693e-03,1.131741658096136194e-01,2.880329821609087237e-01
2.915053062825178642e+01,8.080721961842618484e-03,1.129047925414852077e-01,2.889162181531032547e-01
3.430469286314919231e+01,6.803917696690087169e-03,1.126749619664781377e-01,2.896828639395684912e-01
4.037017258596557667e+01,5.736904679627174986e-03,1.124935045371494302e-01,2.903425921579898539e-01
4.750810162102798273e+01,4.842965965813794682e-03,1.123391053220925695e-01,2.909025975813398501e-01
5.590810182512228721e+01,4.092425959141943181e-03,1.122033893514117198e-01,2.913847207329640643e-01
6.579332246575683030e+01,3.461137044340256708e-03,1.120987661310336725e-01,2.917958375432834761e-01
7.742636826811278183e+01,2.929333052648974700e-03,1.120045934797946202e-01,2.921467291592083626e-01
9.111627561154895716e+01,2.480749799936621258e-03,1.119308938577973228e-01,2.924457387281681475e-01
1.072267222010324303e+02,2.101943589996269068e-03,1.118654401568254519e-01,2.927012133542983841e-01
1.261856883066022306e+02,1.781758891669760203e-03,1.118093947904086893e-01,2.929190964954040410e-01
1.484968262254465117e+02,1.510907031248676091e-03,1.117600662827337166e-01,2.931038705135312616e-01
1.747528400007684866e+02,1.281631139861794111e-03,1.117259567938723164e-01,2.932617905022105176e-01
2.056512308348653448e+02,1.087437163373117244e-03,1.116849630436894253e-01,2.933966805553709367e-01
2.420128264794385871e+02,9.228764651649790096e-04,1.116637121257307852e-01,2.935102161554993816e-01
2.848035868435802058e+02,7.833691590395375215e-04,1.116400552616117064e-01,2.936057766021769599e-01
3.351602650938844477e+02,6.650589093153413955e-04,1.116177376281865530e-01,2.936894756318254585e-01
3.944206059437660201e+02,5.646949331028494612e-04,1.116026621207380498e-01,2.937593163637078897e-01
4.641588833612777307e+02,4.795332499778481861e-04,1.115890228560277309e-01,2.938185878652939675e-01
5.462277217684342077e+02,4.072554678662410055e-04,1.115799398203292242e-01,2.938707504685220684e-01
6.428073117284325235e+02,3.459011077953100255e-04,1.115631572367066227e-01,2.939126011286243845e-01
7.564633275546298137e+02,2.938111460888404025e-04,1.115573845481108856e-01,2.939500785852323661e-01
8.902150854450383122e+02,2.495807922007209356e-04,1.115495472196990634e-01,2.939810690474263244e-01
1.047615752789665066e+03,2.120199023742941336e-04,1.115434834299890432e-01,2.940087703381704110e-01
1.232846739442067246e+03,1.801197297739420833e-04,1.115353314891271153e-01,2.940311260528464810e-01
1.450828778495941606e+03,1.530483975500374072e-04,1.000000000000000082e-05,2.940531182134391575e-01
1.707352647470690499e+03,1.300100904644274635e-04,1.115329416724495648e-01,2.940652034605104603e-01
2.009233002565047855e+03,1.104596471728225282e-04,1.115168495252072123e-01,2.940804851807568010e-01
2.364489412645409629e+03,9.385129185490725945e-05,1.115086609052845235e-01,2.940916055371926019e-01
2.782559402207128642e+03,7.974804096644305673e-05,1.000000000000000251e-05,2.940990345742010015e-01
3.274549162877728577e+03,6.775902861511085007e-05,1.000000000000000251e-05,2.941071114339287584e-01
3.853528593710531368e+03,5.757331926359299246e-05,1.000000000000000251e-05,2.941137854196489432e-01
4.534878508128586873e+03,4.891702442710865739e-05,1.115075054253160947e-01,2.941237007939095927e-01
5.336699231206307559e+03,4.156504741148481230e-05,1.115116697881067126e-01,2.941290379062559968e-01
6.280291441834253419e+03,3.531834524839183587e-05,1.115386603061070819e-01,2.941331696025999420e-01
7.390722033525782535e+03,3.001066916308303689e-05,1.115491165910197646e-01,2.941376073226302235e-01
8.697490026177843902e+03,2.550080012997391066e-05,1.115150406972925529e-01,2.941395761398747921e-01
1.023531021899026928e+04,2.166877393561250642e-05,1.114901036113730565e-01,2.941423353631853477e-01
1.204503540258783687e+04,1.841267738811325216e-05,1.114755066977377168e-01,2.941438234820297204e-01
1.417474162926807730e+04,1.564592876013293221e-05,1.114433963423267226e-01,2.941489859511041693e-01
1.668100537200062536e+04,1.329496890734027659e-05,1.114579032155608163e-01,2.941486910624818707e-01
1.963040650040268520e+04,1.129730078419655115e-05,1.114765737784044752e-01,2.941517601562830819e-01
2.310129700083157877e+04,9.599916741542813270e-06,1.000000000000000251e-05,2.941507646449348368e-01
2.718588242732940125e+04,8.157490408056133901e-06,1.000000000000000251e-05,2.941511567548191763e-01
3.199267137797384567e+04,6.931812578603313568e-06,1.000000000000000251e-05,2.941511567548191763e-01
3.764935806792470976e+04,5.890274812792029024e-06,1.115360531001970135e-01,2.941502480538468745e-01
4.430621457583886513e+04,5.005278705727533861e-06,1.116290094287678836e-01,2.941550880738512119e-01
5.214008287999695312e+04,4.253259872744052927e-06,1.114060116498185038e-01,2.941565966689667633e-01
6.135907273413163057e+04,3.614236253834945956e-06,1.112760187883644891e-01,2.941556724408220247e-01
7.220809018385456875e+04,3.071228769524481095e-06,1.113423113718955415e-01,2.941585798935969498e-01
8.497534359086438781e+04,2.609809927056616630e-06,1.115503648903956868e-01,2.941592767152689802e-01
1.000000000000000000e+05,2.217720303621106837e-06,1.114283302057548775e-01,2.941551303874581635e-01
