alphas,errors,lambdas,huber-params
1.000000000000001062e-02,9.918140975247113911e-01,2.165738161382821936e-01,6.029640199179342464e-01
1.176811952434999621e-02,9.903692703680742060e-01,2.165566912587769677e-01,6.029356443723512538e-01
1.384886371393874611e-02,9.886699644412836330e-01,2.165366465822942121e-01,6.028968219967074660e-01
1.629750834620645808e-02,9.866715679956495899e-01,2.165147596843693678e-01,6.028602684809272194e-01
1.917910261672490721e-02,9.843217316705191733e-01,2.164877286251828681e-01,6.028097355572205052e-01
2.257019719633922630e-02,9.815590600216648198e-01,2.164547845967337292e-01,6.027483328248901540e-01
2.656087782946689457e-02,9.783115957922771111e-01,2.164167799203407516e-01,6.026850531405709699e-01
3.125715849688238263e-02,9.744950702917496432e-01,2.163700963942817301e-01,6.025948421495440632e-01
3.678379771828638178e-02,9.700108928696264954e-01,2.163163269574853720e-01,6.024948595517556349e-01
4.328761281083061407e-02,9.647438540079458225e-01,2.162527155096593823e-01,6.023778918124671478e-01
5.094138014816385757e-02,9.585595213000659420e-01,2.161748911080117186e-01,6.022362146160071816e-01
5.994842503189414668e-02,9.513013177211886440e-01,2.160804016542971495e-01,6.020565819807355279e-01
7.054802310718649716e-02,9.427872898695736081e-01,2.159698807251871355e-01,6.018445421170171006e-01
8.302175681319752532e-02,9.328066064184810102e-01,2.158328054153426656e-01,6.015794671177504549e-01
9.770099572992262116e-02,9.211158805109618264e-01,2.156680595568751801e-01,6.012581782619137449e-01
1.149756995397736847e-01,9.074354978328822430e-01,2.154681038394766768e-01,6.008646619855959603e-01
1.353047774579808349e-01,8.914462753708977116e-01,2.152195818917866654e-01,6.003566519578680261e-01
1.592282793341093794e-01,8.727870052378615684e-01,2.149149848658264417e-01,5.997312797123542927e-01
1.873817422860385995e-01,8.510538053581133688e-01,2.145338945187710289e-01,5.989220846913616558e-01
2.205130739903047865e-01,8.258027840587429669e-01,2.140538166039831491e-01,5.978933476406007586e-01
2.595024211399738490e-01,7.965584472803532989e-01,2.134447538537314337e-01,5.965443110559864870e-01
3.053855508833418497e-01,7.628316966096265750e-01,2.126607316422431393e-01,5.947734708776504231e-01
3.593813663804631409e-01,7.241533653701295314e-01,2.116444149444338119e-01,5.924187088943750901e-01
4.229242874389503304e-01,6.801320517463504967e-01,2.103108771737982330e-01,5.892574115851361150e-01
4.977023564332113681e-01,6.305479381666039274e-01,2.085401661990314293e-01,5.849695794467208998e-01
5.857020818056670741e-01,5.754947726131123265e-01,2.061793043549974280e-01,5.791555688029446092e-01
6.892612104349702395e-01,5.155730726725189506e-01,2.030293033727768037e-01,5.712863348455177182e-01
8.111308307896876180e-01,4.521045589100707307e-01,1.988668187227879969e-01,5.608398235535739795e-01
9.545484566618347433e-01,3.872667748913325436e-01,1.935064940419673751e-01,5.474296478769320462e-01
