alphas,errors,lambdas
1.000000000000001062e-02,9.939261426469869765e-01,8.413037486363019735e-01
1.176811952434999621e-02,9.928545822350886008e-01,8.412045616817350746e-01
1.384886371393874611e-02,9.915944703866621524e-01,8.410929763578472995e-01
1.629750834620645808e-02,9.901128210810477004e-01,8.409627934799783766e-01
1.917910261672490721e-02,9.883709518977296105e-01,8.408016146788070966e-01
2.257019719633922630e-02,9.863235293858779729e-01,8.406218383236545577e-01
2.656087782946689457e-02,9.839174660277303364e-01,8.403986676758791186e-01
3.125715849688238263e-02,9.810906504957201957e-01,8.401383019201411617e-01
3.678379771828638178e-02,9.777704927828314574e-01,8.398345418717799715e-01
4.328761281083061407e-02,9.738722668794708159e-01,8.394687899768145112e-01
5.094138014816385757e-02,9.692972366813490392e-01,8.390348470505845091e-01
5.994842503189414668e-02,9.639305567967773047e-01,8.385203147237687560e-01
7.054802310718649716e-02,9.576389503701878692e-01,8.379065954423863261e-01
8.302175681319752532e-02,9.502681831507442389e-01,8.371688924677951338e-01
9.770099572992262116e-02,9.416403799552375276e-01,8.362886082460139203e-01
1.149756995397736847e-01,9.315512709181341666e-01,8.352347468537409947e-01
1.353047774579808349e-01,9.197675169664812911e-01,8.339701131830130620e-01
1.592282793341093794e-01,9.060243551132134421e-01,8.324327153872264073e-01
1.873817422860385995e-01,8.900239440151873627e-01,8.305791591737577972e-01
2.205130739903047865e-01,8.714349740791690335e-01,8.283226559573610981e-01
2.595024211399738490e-01,8.498944043007469196e-01,8.255764171527903983e-01
3.053855508833418497e-01,8.250125714789211528e-01,8.222164590668374906e-01
3.593813663804631409e-01,7.963834857140559276e-01,8.181002004523116877e-01
4.229242874389503304e-01,7.636028597006696561e-01,8.130292674000798581e-01
4.977023564332113681e-01,7.262973782418045143e-01,8.067928876316872167e-01
5.857020818056670741e-01,6.841697972898896918e-01,7.990996994680932275e-01
6.892612104349702395e-01,6.370653361593441311e-01,7.896459428609370335e-01
8.111308307896876180e-01,5.850645967609793274e-01,7.780658659152535073e-01
9.545484566618347433e-01,5.286047164068097270e-01,7.640061151053977317e-01
1.123324032978028741e+00,4.686191621579662847e-01,7.471815279369902196e-01
1.321941148466030169e+00,4.066605930915470068e-01,7.274743199014828132e-01
1.555676143930473820e+00,3.449267200440027104e-01,7.051324583852922601e-01
1.830738280295369780e+00,2.860669321875395354e-01,6.808936463630104186e-01
2.154434690031884259e+00,2.326858679865302371e-01,6.560163183207039506e-01
