alphas,errors,lambdas
2.310129700083157877e+04,1.276069193756335096e-05,5.424015148433172229e-01
2.718588242732940125e+04,1.084331612766220587e-05,5.430920323669878869e-01
3.199267137797384567e+04,9.214056028605810411e-06,5.430488750217584704e-01
3.764935806792470976e+04,7.829613076326680243e-06,5.434804484740526354e-01
4.430621457583886513e+04,6.653196993777754642e-06,5.427467736051525549e-01
5.214008287999695312e+04,5.653547158201988054e-06,5.413657385578112269e-01
6.135907273413163057e+04,4.804101219280099144e-06,5.439551792715762168e-01
7.220809018385456875e+04,4.082288795004274107e-06,5.441278086524938828e-01
8.497534359086438781e+04,3.468931392358598487e-06,5.433941337835938024e-01
1.000000000000000000e+05,2.947732576474848543e-06,5.399415461652404824e-01
