alphas,errors,lambdas
1.000000000000001062e-02,9.964323994466155465e-01,9.587213280934582249e-01
1.176811952434999621e-02,9.958034825468317086e-01,9.589939462344722054e-01
1.384886371393874611e-02,9.950640865283293390e-01,9.593176802769260991e-01
1.629750834620645808e-02,9.941949537437680950e-01,9.597010495377269468e-01
1.917910261672490721e-02,9.931735272576841522e-01,9.601355346999675966e-01
2.257019719633922630e-02,9.919734077465982569e-01,9.606552130312753235e-01
2.656087782946689457e-02,9.905637295987774760e-01,9.612515652147429757e-01
3.125715849688238263e-02,9.889084476215781461e-01,9.619501492010908983e-01
3.678379771828638178e-02,9.869655263339678353e-01,9.627680036241323958e-01
4.328761281083061407e-02,9.846860252324494134e-01,9.637136478007740648e-01
5.094138014816385757e-02,9.820130760640610745e-01,9.647956010479226130e-01
5.994842503189414668e-02,9.788807524850332564e-01,9.660564599501114680e-01
7.054802310718649716e-02,9.752128399213252363e-01,9.674962245073408518e-01
8.302175681319752532e-02,9.709215222172022930e-01,9.691404526703304434e-01
9.770099572992262116e-02,9.659060191878887647e-01,9.710061830728938803e-01
1.149756995397736847e-01,9.600512277699472241e-01,9.731104543488442449e-01
1.353047774579808349e-01,9.532264499648324119e-01,9.754703051319951745e-01
1.592282793341093794e-01,9.452843292455429536e-01,9.780686967885332539e-01
1.873817422860385995e-01,9.360601681157193488e-01,9.809056293184582609e-01
2.205130739903047865e-01,9.253718639597962037e-01,9.839470254541438088e-01
2.595024211399738490e-01,9.130207802444398890e-01,9.871162113434295282e-01
3.053855508833418497e-01,8.987939575597843067e-01,9.903279938172486752e-01
3.593813663804631409e-01,8.824681701916188281e-01,9.934205058543741362e-01
4.229242874389503304e-01,8.638164140964850191e-01,9.961552065814192058e-01
4.977023564332113681e-01,8.426174615283208436e-01,9.982254005897427396e-01
5.857020818056670741e-01,8.186690763165280771e-01,9.991880834001979350e-01
6.892612104349702395e-01,7.918052857534481070e-01,9.984724607800367080e-01
8.111308307896876180e-01,7.619176623260616177e-01,9.953032748907509886e-01
9.545484566618347433e-01,7.289797667106583390e-01,9.887093236049789846e-01
1.123324032978028741e+00,6.930727425266001163e-01,9.774808639219721984e-01
1.321941148466030169e+00,6.544085403379809041e-01,9.600929381154341691e-01
1.555676143930473820e+00,6.133458064900026985e-01,9.346883350997086115e-01
