alphas,errors,lambdas
1.000000000000001062e-02,9.940263786017778935e-01,6.700003004645569415e-01
1.176811952434999621e-02,9.929731718109015004e-01,6.700003004645569415e-01
1.384886371393874611e-02,9.917349023192527646e-01,6.700003004645569415e-01
1.629750834620645808e-02,9.902792952352781342e-01,6.700003004645569415e-01
1.917910261672490721e-02,9.885685416099294631e-01,6.700003004645569415e-01
2.257019719633922630e-02,9.865583867922743666e-01,6.700003004645569415e-01
2.656087782946689457e-02,9.841970835893515401e-01,6.700003004645569415e-01
3.125715849688238263e-02,9.814241964898035020e-01,6.700003004645569415e-01
3.678379771828638178e-02,9.781692447849736904e-01,6.700003004645569415e-01
4.328761281083061407e-02,9.743501758643596800e-01,6.700003004645569415e-01
5.094138014816385757e-02,9.698716662410358236e-01,6.700003004645569415e-01
5.994842503189414668e-02,9.646232582338452044e-01,6.700003004645569415e-01
7.054802310718649716e-02,9.584773578548086981e-01,6.700003004645569415e-01
8.302175681319752532e-02,9.512871424952253907e-01,6.700003004645569415e-01
9.770099572992262116e-02,9.428844700400861312e-01,6.700003004645569415e-01
1.149756995397736847e-01,9.330779335745067460e-01,6.700003004645569415e-01
1.353047774579808349e-01,9.216512917521246795e-01,6.700003004645569415e-01
1.592282793341093794e-01,9.083626190919203980e-01,6.700003004645569415e-01
1.873817422860385995e-01,8.929446880115501362e-01,6.700003004645569415e-01
2.205130739903047865e-01,8.751073134058265923e-01,6.700003004645569415e-01
2.595024211399738490e-01,8.545426789364249931e-01,6.700003004645569415e-01
3.053855508833418497e-01,8.309350204071770385e-01,6.700003004645569415e-01
3.593813663804631409e-01,8.039764142770464694e-01,6.700003004645569415e-01
4.229242874389503304e-01,7.733907278806099184e-01,6.700003004645569415e-01
4.977023564332113681e-01,7.389677694147511744e-01,6.700003004645569415e-01
5.857020818056670741e-01,7.006089093326037798e-01,6.700003004645569415e-01
6.892612104349702395e-01,6.583832101943379866e-01,6.700003004645569415e-01
8.111308307896876180e-01,6.125885681178580011e-01,6.700003004645569415e-01
9.545484566618347433e-01,5.638052167971639994e-01,6.700003004645569415e-01
1.123324032978028741e+00,5.129207208933201922e-01,6.700003004645569415e-01
1.321941148466030169e+00,4.611014247261231436e-01,6.700003004645569415e-01
1.555676143930473820e+00,4.096933472741102200e-01,6.700003004645569415e-01
1.830738280295369780e+00,3.600604377432710113e-01,6.700003004645569415e-01
2.154434690031884259e+00,3.134010646650533527e-01,6.700003004645569415e-01
2.535364493970114097e+00,2.706014597337265126e-01,6.700003004645569415e-01
2.983647240283340274e+00,2.321699400491232801e-01,6.700003004645569415e-01
3.511191734215134641e+00,1.982571773471113463e-01,6.700003004645569415e-01
4.132012400115338657e+00,1.687340192356332480e-01,6.700003004645569415e-01
4.862601580065358142e+00,1.432882359772387204e-01,6.700003004645569415e-01
5.722367659350219959e+00,1.215115491288856209e-01,6.700003004645569415e-01
6.734150657750828550e+00,1.029642197002065274e-01,6.700003004645569415e-01
7.924828983539177862e+00,8.721635640148472923e-02,6.700003004645569415e-01
9.326033468832209294e+00,7.387068212090408537e-02,6.700003004645569415e-01
1.097498765493056716e+01,6.257261164740013371e-02,6.700003004645569415e-01
1.291549665014885306e+01,5.301258211773918205e-02,6.700003004645569415e-01
1.519911082952934755e+01,4.492412798490530434e-02,6.700003004645569415e-01
1.788649529057436993e+01,3.807991984341874137e-02,6.700003004645569415e-01
2.104904144512021702e+01,3.228709003326568627e-02,6.700003004645569415e-01
2.477076355991711409e+01,2.738254149158914075e-02,6.700003004645569415e-01
2.915053062825178642e+01,2.322859584077607842e-02,6.700003004645569415e-01
3.430469286314919231e+01,1.970912816769954112e-02,6.700003004645569415e-01
4.037017258596557667e+01,1.672620813954872609e-02,6.700003004645569415e-01
4.750810162102798273e+01,1.419723226631797175e-02,6.700003004645569415e-01
5.590810182512228721e+01,1.205249451241874326e-02,6.700003004645569415e-01
6.579332246575683030e+01,1.023313956503746347e-02,6.700003004645569415e-01
7.742636826811278183e+01,8.689443407218888638e-03,6.700003004645569415e-01
9.111627561154895716e+01,7.379371234698561821e-03,6.700003004645569415e-01
