alphas,errors,lambdas
1.000000000000001062e-02,9.978452427631502308e-01,2.242624499068826438e+00
1.176811952434999621e-02,9.974650520819496879e-01,2.242587267198137724e+00
1.384886371393874611e-02,9.970179449704457131e-01,2.242531419392104652e+00
1.629750834620645808e-02,9.964922071276645088e-01,2.242475571586071581e+00
1.917910261672490721e-02,9.958740979389103520e-01,2.242401107844693708e+00
2.257019719633922630e-02,9.951475093348417511e-01,2.242317336135643657e+00
2.656087782946689457e-02,9.942935708331084310e-01,2.242214948491249693e+00
3.125715849688238263e-02,9.932901936897129413e-01,2.242093944911510484e+00
3.678379771828638178e-02,9.921115467399359567e-01,2.241945017428755627e+00
4.328761281083061407e-02,9.907274564250736493e-01,2.241758858075312055e+00
5.094138014816385757e-02,9.891027238384948461e-01,2.241544774818851060e+00
5.994842503189414668e-02,9.871963526034452929e-01,2.241274843756357882e+00
7.054802310718649716e-02,9.849606833155950536e-01,2.240949064887830744e+00
8.302175681319752532e-02,9.823404335528229669e-01,2.240548822277926178e+00
9.770099572992262116e-02,9.792716476066878339e-01,2.240046192023627647e+00
1.149756995397736847e-01,9.756805678186728503e-01,2.239422558189589907e+00
1.353047774579808349e-01,9.714824505766523899e-01,2.238649996872797310e+00
1.592282793341093794e-01,9.665803657039593322e-01,2.237672660267216784e+00
1.873817422860385995e-01,9.608640393702421179e-01,2.236434700566813483e+00
2.205130739903047865e-01,9.542088290888509627e-01,2.234870961997884820e+00
2.595024211399738490e-01,9.464749558899044901e-01,2.232860440980689809e+00
3.053855508833418497e-01,9.375071656905943351e-01,2.230291441903163197e+00
3.593813663804631409e-01,9.271350431292766370e-01,2.226987113379532701e+00
4.229242874389503304e-01,9.151742684236472414e-01,2.222714756217993859e+00
4.977023564332113681e-01,9.014291654297650336e-01,2.217195131388379536e+00
5.857020818056670741e-01,8.856969480275563855e-01,2.210037304248459122e+00
6.892612104349702395e-01,8.677740984112399802e-01,2.200757260479277555e+00
8.111308307896876180e-01,8.474652922957379708e-01,2.188722058279124028e+00
9.545484566618347433e-01,8.245951727317069047e-01,2.173131212428192072e+00
1.123324032978028741e+00,7.990230374654356815e-01,2.152979462417881962e+00
1.321941148466030169e+00,7.706600916580387262e-01,2.126991616677104346e+00
1.555676143930473820e+00,7.394883143244532775e-01,2.093585320701583541e+00
1.830738280295369780e+00,7.055792196758540191e-01,2.050815209247831561e+00
2.154434690031884259e+00,6.691099777354236888e-01,1.996335674462453191e+00
2.535364493970114097e+00,6.303737212506994592e-01,1.927279862302412550e+00
2.983647240283340274e+00,5.897807289416221455e-01,1.840250364567356023e+00
3.511191734215134641e+00,5.478478586527731897e-01,1.731188907352205320e+00
4.132012400115338657e+00,5.051752695968896312e-01,1.595367043079483960e+00
4.862601580065358142e+00,4.624119096374810223e-01,1.427237223016562417e+00
5.722367659350219959e+00,4.202138282154193050e-01,1.220339717598933671e+00
6.734150657750828550e+00,3.792012281741887758e-01,9.672002287858219027e-01
7.924828983539177862e+00,3.399205616638996119e-01,6.591530386744111070e-01
9.326033468832209294e+00,3.028167225969156107e-01,2.861734660817438769e-01
1.097498765493056716e+01,2.684463638972982569e-01,1.000000000000000082e-05
1.291549665014885306e+01,2.393853776822909563e-01,1.000000000000000082e-05
1.519911082952934755e+01,2.153600695464907844e-01,1.000000000000000082e-05
1.788649529057436993e+01,1.954097928914155791e-01,1.000000000000000082e-05
2.104904144512021702e+01,1.787824163041094039e-01,1.000000000000000082e-05
2.477076355991711409e+01,1.648820139013871255e-01,1.000000000000000082e-05
2.915053062825178642e+01,1.532315931049668123e-01,1.000000000000000082e-05
3.430469286314919231e+01,1.434460147820046938e-01,1.000000000000000082e-05
4.037017258596557667e+01,1.352119758219749723e-01,1.000000000000000082e-05
4.750810162102798273e+01,1.282729755796139237e-01,1.000000000000000082e-05
5.590810182512228721e+01,1.224178673425764252e-01,1.000000000000000082e-05
6.579332246575683030e+01,1.174720233134307623e-01,1.000000000000000082e-05
7.742636826811278183e+01,1.132904401224539281e-01,1.000000000000000082e-05
9.111627561154895716e+01,1.097523013178418605e-01,1.000000000000000082e-05
1.072267222010324303e+02,1.067566489629852011e-01,1.000000000000000082e-05
1.261856883066022306e+02,1.042189093226149055e-01,1.000000000000000082e-05
1.484968262254465117e+02,1.020680833956599809e-01,1.000000000000000082e-05
1.747528400007684866e+02,1.002444601348482234e-01,1.000000000000000082e-05
2.056512308348653448e+02,9.869774432405553632e-02,1.000000000000000082e-05
2.420128264794385871e+02,9.738551612653711942e-02,1.000000000000000082e-05
2.848035868435802058e+02,9.627195790321074753e-02,1.000000000000000082e-05
3.351602650938844477e+02,9.532679784711906024e-02,1.000000000000000082e-05
3.944206059437660201e+02,9.452443055680914696e-02,1.000000000000000082e-05
4.641588833612777307e+02,9.384318308581307555e-02,1.000000000000000082e-05
5.462277217684342077e+02,9.326469908158685485e-02,1.000000000000000082e-05
6.428073117284325235e+02,9.277342509506936175e-02,1.000000000000000082e-05
7.564633275546298137e+02,9.235617601729750881e-02,1.000000000000000082e-05
8.902150854450383122e+02,9.200177064341641398e-02,1.000000000000000082e-05
1.047615752789665066e+03,9.170072420570707372e-02,1.000000000000000082e-05
1.232846739442067246e+03,9.144498888791163793e-02,1.000000000000000082e-05
1.450828778495941606e+03,9.122773461163657949e-02,1.000000000000000082e-05
1.707352647470690499e+03,9.104316368444442809e-02,1.000000000000000082e-05
2.009233002565047855e+03,9.088635396330380090e-02,1.000000000000000082e-05
2.364489412645409629e+03,9.075312606280094840e-02,1.000000000000000082e-05
2.782559402207128642e+03,9.063993086134614074e-02,1.000000000000000082e-05
3.274549162877728577e+03,9.054375415902726765e-02,1.000000000000000082e-05
3.853528593710531368e+03,9.046203584048839730e-02,1.000000000000000082e-05
4.534878508128586873e+03,9.039260131329673875e-02,1.000000000000000082e-05
5.336699231206307559e+03,9.033360334123807789e-02,1.000000000000000082e-05
6.280291441834253419e+03,9.028347268463332576e-02,1.000000000000000082e-05
