# # epsilon, errors_L2, lambdas_L2, errors_L1, lambdas_L1, errors_Huber,lambdas_Huber, huber_params, errors_BO
7.900743784730799441e-03,1.625187099292757509e-02,8.352689346732936060e-02,1.727360606265904153e-02,3.673037434919082522e-01,1.155807350008175582e-02,8.438610952953412569e-02,6.310723279929790763e-01,1.124515732466169204e-02
8.036755270696192485e-03,1.634359043072963757e-02,8.324943062693876406e-02,1.727905687019770653e-02,3.669234706800807433e-01,1.156664698813170133e-02,8.415691283525240929e-02,6.294121261077511020e-01,1.124929025920562431e-02
8.175108197520642578e-03,1.643691987683304490e-02,8.296755228933265502e-02,1.728460427172295866e-02,3.665365230731566504e-01,1.157534742940979910e-02,8.392462816751999899e-02,6.277493948392433021e-01,1.125348734335473999e-02
8.315842873162389987e-03,1.653188813198602780e-02,8.268106002427107193e-02,1.729025002886985796e-02,3.661433594356839905e-01,1.158417677759082665e-02,8.368903156224441475e-02,6.260851596292185128e-01,1.125774960636127808e-02
8.459000299482103552e-03,1.662852452654339785e-02,8.238969053555333932e-02,1.729599592849018208e-02,3.657427783982154512e-01,1.159313701662378904e-02,8.345022263061029066e-02,6.244187350512347967e-01,1.126207809854851138e-02
8.604622184188417261e-03,1.672685894104475324e-02,8.209365915770210076e-02,1.730184380344690354e-02,3.653359730031664476e-01,1.160223016708616939e-02,8.320811040536157943e-02,6.227502498453689750e-01,1.126647387951207335e-02
8.752750952989163391e-03,1.682692180640898982e-02,8.179283530139835889e-02,1.730779551615335699e-02,3.649217857263200582e-01,1.161145828192156060e-02,8.296246825231592958e-02,6.210799379937853582e-01,1.127093803405554429e-02
8.903429761951648508e-03,1.692874412359879344e-02,8.148699829134881112e-02,1.731385296800991291e-02,3.645005465129075861e-01,1.162082345090542645e-02,8.271361492874321208e-02,6.194073771498321834e-01,1.127547166711195814e-02
9.056702510075941362e-03,1.703235746751574631e-02,8.117615006178283132e-02,1.732001809462602182e-02,3.640720069757246158e-01,1.163032779824080265e-02,8.246128102648683789e-02,6.177331485515953347e-01,1.128007590038926367e-02
9.212613852084335087e-03,1.713779400266290942e-02,8.086041824032975944e-02,1.732629287062725787e-02,3.636364021745925879e-01,1.163997348504075546e-02,8.220541616424004161e-02,6.160567156337437567e-01,1.128475187117450318e-02
9.371209211431266728e-03,1.724508649890532652e-02,8.053937513690365146e-02,1.733267930979431881e-02,3.631930996262796585e-01,1.164976271086581860e-02,8.194602777959050788e-02,6.143780044614559621e-01,1.128950073993495451e-02
9.532534793536913756e-03,1.735426832681108422e-02,8.021297044274530719e-02,1.733917946255125742e-02,3.627420939433121383e-01,1.165969771137920219e-02,8.168312152195680853e-02,6.126974199333301563e-01,1.129432369376814904e-02
9.696637599248898037e-03,1.746537349136123574e-02,7.988151255101413883e-02,1.734579542195135993e-02,3.622837955213988881e-01,1.166978076264846287e-02,8.141663165855017592e-02,6.110149632280681420e-01,1.129922192663290748e-02
9.863565438535434882e-03,1.757843663268032763e-02,7.954436615252155618e-02,1.735252931858455305e-02,3.618170240067452581e-01,1.168001417858888225e-02,8.114635837086012216e-02,6.093304060772822828e-01,1.130419666528836853e-02
1.003336694441451897e-02,1.769349304027989511e-02,7.920208845392823216e-02,1.735938332883613100e-02,3.613427774293381245e-01,1.169040031563239879e-02,8.087242012782547285e-02,6.076437877327123260e-01,1.130924915488429328e-02
1.020609158712261835e-02,1.781057866365043374e-02,7.885403995445192105e-02,1.736635966650834639e-02,3.608600570899225257e-01,1.170094156922973916e-02,8.059473274741674187e-02,6.059549550956816466e-01,1.131438066055956426e-02
1.038178968852747699e-02,1.792973013370913193e-02,7.850053475214147092e-02,1.737346059525535225e-02,3.603694447234724318e-01,1.171164037941085923e-02,8.031326184010392777e-02,6.042642816374972359e-01,1.131959247292402271e-02
1.056051243678894636e-02,1.805098476800304219e-02,7.814112793066349538e-02,1.738068841862117075e-02,3.598698786215874801e-01,1.172249922700840941e-02,8.002799519023520713e-02,6.025713621922269558e-01,1.132488589945845892e-02
1.074231190127222790e-02,1.817438058739706541e-02,7.777585488162847005e-02,1.738804548684580453e-02,3.593622191629911589e-01,1.173352063901877962e-02,7.973870789251866209e-02,6.008763477424289290e-01,1.133026228026190463e-02
1.092724104771784256e-02,1.829995633564163171e-02,7.740487202890633522e-02,1.739553419651462818e-02,3.588456841243342077e-01,1.174470718457754081e-02,7.944557523558308521e-02,5.991794272459330939e-01,1.133572296883622599e-02
1.111535375367275064e-02,1.842775147964714755e-02,7.702773794352915648e-02,1.740315699286565376e-02,3.583203135998080935e-01,1.175606148107632976e-02,7.914845655711399974e-02,5.974802478485704560e-01,1.134126935236401401e-02
1.130670482418712555e-02,1.855780624787484179e-02,7.664457384182030153e-02,1.741091636739500181e-02,3.577861013479058938e-01,1.176758619108309034e-02,7.884733933954968244e-02,5.957789302693284883e-01,1.134690283746475625e-02
1.150135000778133854e-02,1.869016161754544214e-02,7.625536311527980615e-02,1.741881486125906875e-02,3.572423553662550377e-01,1.177928402595718183e-02,7.854198503916187679e-02,5.940756174824957103e-01,1.135262485706700630e-02
1.169934601268782064e-02,1.882485936013145178e-02,7.585975845733337886e-02,1.742685507527341748e-02,3.566896067544185200e-01,1.179115774599126532e-02,7.823258491745799237e-02,5.923702165234654426e-01,1.135843687039039818e-02
1.190075052337252921e-02,1.896194202430678821e-02,7.545786471745932755e-02,1.743503964495962677e-02,3.561271087249680001e-01,1.180321016007868096e-02,7.791907529028918589e-02,5.906627193172850898e-01,1.136434036338096476e-02
1.210562221734083101e-02,1.910145298230703226e-02,7.504963739300291037e-02,1.744337127146522448e-02,3.555551730225554596e-01,1.181544412992296955e-02,7.760115903032213658e-02,5.889528561698151865e-01,1.137033684641819420e-02
1.231402078223269199e-02,1.924343642985992808e-02,7.463468628049445275e-02,1.745185270726334892e-02,3.549737120595931605e-01,1.182786256699563943e-02,7.727913619066717477e-02,5.872410193218653429e-01,1.137642786271531037e-02
1.252600693321218039e-02,1.938793741048616681e-02,7.421331735465547252e-02,1.746048675933198346e-02,3.543816919984342229e-01,1.184046843811703553e-02,7.695268546381758834e-02,5.855271183812648106e-01,1.138261497443260328e-02
1.274164243065629108e-02,1.953500182095835314e-02,7.378506995947423097e-02,1.746927629278394178e-02,3.537798444288628996e-01,1.185326476409498397e-02,7.662172584171485223e-02,5.838110408478316415e-01,1.138889978272850101e-02
1.296099009814837347e-02,1.968467645124527543e-02,7.334992088813424571e-02,1.747822422945111143e-02,3.531676826497149868e-01,1.186625461994017527e-02,7.628658729330767274e-02,5.820926205168266421e-01,1.139528390948030268e-02
1.318411384078116422e-02,1.983700897947504593e-02,7.290805024974642001e-02,1.748733354803810869e-02,3.525455328547639766e-01,1.187944114010042185e-02,7.594680419434077234e-02,5.803721936380354940e-01,1.140176901930067821e-02
1.341107866377505911e-02,1.999204800663778592e-02,7.245904986704380935e-02,1.749660729351920629e-02,3.519121021919244807e-01,1.189282751419806772e-02,7.560247478632187157e-02,5.786495155312718630e-01,1.140835678780982576e-02
1.364195069141681781e-02,2.014984307086398196e-02,7.200308502077351624e-02,1.750604856923265729e-02,3.512677990095246505e-01,1.190641699390826425e-02,7.525362268996538262e-02,5.769248191933014080e-01,1.141504893682743216e-02
1.387679718632431336e-02,2.031044466126252779e-02,7.153963437778512735e-02,1.751566053951414403e-02,3.506126826348002767e-01,1.192021289029021602e-02,7.490003549629228874e-02,5.751978519770853948e-01,1.142184721450245632e-02
1.411568656904293832e-02,2.047390424624895289e-02,7.106904208682651714e-02,1.752544643955245007e-02,3.499466169764135492e-01,1.193421857666598918e-02,7.454170866883202962e-02,5.734686308203036376e-01,1.142875340465088208e-02
1.435868843797934169e-02,2.064027429185588680e-02,7.059097221371896103e-02,1.753540956784505056e-02,3.492684672517430977e-01,1.194843749030960467e-02,7.417877418977261716e-02,5.717373093756693558e-01,1.143576931860490475e-02
1.460587358967834967e-02,2.080960828190447920e-02,7.010529305461304928e-02,1.754555328884821463e-02,3.485794406562869874e-01,1.196287313351884762e-02,7.381093071081459844e-02,5.700036767115234104e-01,1.144289680848808999e-02
1.485731403944893017e-02,2.098196073836100517e-02,6.961214458268527583e-02,1.755588103813265910e-02,3.478785425881644189e-01,1.197752907544602508e-02,7.343808522186642818e-02,5.682677904769956045e-01,1.145013775507486287e-02
1.511308304234525689e-02,2.115738724611948562e-02,6.911121246316020983e-02,1.756639632466039380e-02,3.471652690890213444e-01,1.199240895184905398e-02,7.306056247790532199e-02,5.665299882918481966e-01,1.145749408116558676e-02
1.537325511450893939e-02,2.133594447543019079e-02,6.860229816804661040e-02,1.757710272698220777e-02,3.464397677861545954e-01,1.200751647051268023e-02,7.267781095715451778e-02,5.647895568336327443e-01,1.146496773821736870e-02
1.563790605487868496e-02,2.151769020218452511e-02,6.808557744305267223e-02,1.758800390120085488e-02,3.457020053335841947e-01,1.202285540851866230e-02,7.229011729110842999e-02,5.630471745764389357e-01,1.147256072207425426e-02
1.590711296727367191e-02,2.170268333139069306e-02,6.756071042654344938e-02,1.759910357559468785e-02,3.449513736905334693e-01,1.203842961733370132e-02,7.189731278174563145e-02,5.613023789032050015e-01,1.148027505820836680e-02
1.618095428285709625e-02,2.189098392655663972e-02,6.702773790318951319e-02,1.761040555991422174e-02,3.441886291386321295e-01,1.205424302233892853e-02,7.149938373719669227e-02,5.595553682422739206e-01,1.148811282123163302e-02
1.645950978298644021e-02,2.208265323065217167e-02,6.648644105435433382e-02,1.762191373874277822e-02,3.434123980688890132e-01,1.207029962578998195e-02,7.109624187960125741e-02,5.578060630648331575e-01,1.149607611825231857e-02
1.674286062245707724e-02,2.227775369798101757e-02,6.593668210648821748e-02,1.763363209521084940e-02,3.426227214272115074e-01,1.208660350858448140e-02,7.068778015054462405e-02,5.560545475164289098e-01,1.150416709572188445e-02
1.703108935314606373e-02,2.247634900185202511e-02,6.537849010159504926e-02,1.764556466767719378e-02,3.418197157613909742e-01,1.210315883109047697e-02,7.027406392400539770e-02,5.543007861872543129e-01,1.151238794437436930e-02
1.732427994806288660e-02,2.267850409105331977e-02,6.481168065925077548e-02,1.765771561119455768e-02,3.410031872880971981e-01,1.211996983616314694e-02,6.985484333889517561e-02,5.525446829110313152e-01,1.152074090353305547e-02
1.762251782581438983e-02,2.288428518368790243e-02,6.423611615108455741e-02,1.767008914463352731e-02,3.401727412936639272e-01,1.213704085083211481e-02,6.943034399281214353e-02,5.507862924442173957e-01,1.152922824015822911e-02
1.792588987549063526e-02,2.309375982371042468e-02,6.365193760454453120e-02,1.768268959039454025e-02,3.393278374551006449e-01,1.215437628851301355e-02,6.900018119409473405e-02,5.490256196338232364e-01,1.153785228360948434e-02
1.823448448197938915e-02,2.330699689376469763e-02,6.305835725684225124e-02,1.769552135964103101e-02,3.384683339605702446e-01,1.217198065053315403e-02,6.856442015461255979e-02,5.472626233281608910e-01,1.154661539243340140e-02
1.854839155171629506e-02,2.352406665327411162e-02,6.245597860231222320e-02,1.770858895580618153e-02,3.375946098944420104e-01,1.218985852957077398e-02,6.812305850311516087e-02,5.454972505655550918e-01,1.155551998470805142e-02
1.886770253887834828e-02,2.374504075616234999e-02,6.184434153158827746e-02,1.772189698471948738e-02,3.367056268957461240e-01,1.220801460940257321e-02,6.767601847410753546e-02,5.437297169397924401e-01,1.156456851958032050e-02
1.919251047202831517e-02,2.396999230113094903e-02,6.122338323635630186e-02,1.773545014722355262e-02,3.358017734806515442e-01,1.222645367087671353e-02,6.722338964504559478e-02,5.419595314147375165e-01,1.157376350182104385e-02
1.952290998121779947e-02,2.419899584252194202e-02,6.059301201407676918e-02,1.774925324589515796e-02,3.348822524996306060e-01,1.224518059089341193e-02,6.676475552025512572e-02,5.401872522092405760e-01,1.158310749313717913e-02
1.985899732555692493e-02,2.443212744003919745e-02,5.995321120829955053e-02,1.776331119183516272e-02,3.339469815450740175e-01,1.226420034574204898e-02,6.630036326849636508e-02,5.384124344039330490e-01,1.159260310381471371e-02
2.020087042125861057e-02,2.466946468379926927e-02,5.930369369185221895e-02,1.777762900107759947e-02,3.329960739356138122e-01,1.228351801650040542e-02,6.582986736621589119e-02,5.366354849643671932e-01,1.160225299188089032e-02
2.054862887016562639e-02,2.491108672750064201e-02,5.864428837390033011e-02,1.779221179679568721e-02,3.320286292872168810e-01,1.230313878597377730e-02,6.535344539731416380e-02,5.348559243931777507e-01,1.161205987525260053e-02
2.090237398876876318e-02,2.515707432637759311e-02,5.797494743603903711e-02,1.780706481945260045e-02,3.310446323552430070e-01,1.232306794749038481e-02,6.487093378553701606e-02,5.330740727642339083e-01,1.162202651981036894e-02
2.126220883772452636e-02,2.540750987410533845e-02,5.729564198352233434e-02,1.782219342168422926e-02,3.300439618585759849e-01,1.234331090314455537e-02,6.438234961361653796e-02,5.312899246629434469e-01,1.163215575561815651e-02
2.162823825188100318e-02,2.566247743800809111e-02,5.660628630566579000e-02,1.783760307647064280e-02,3.290265495753350589e-01,1.236387316925902091e-02,6.388754176016130104e-02,5.295031398004598211e-01,1.164245046420153695e-02
2.200056887082058391e-02,2.592206280014019981e-02,5.590674054030082829e-02,1.785329937790169907e-02,3.279914344338755727e-01,1.238476037697600063e-02,6.338648761563561718e-02,5.277142104970486969e-01,1.165291358560915924e-02
2.237930916992854000e-02,2.618635348921083406e-02,5.519658179043377549e-02,1.786928804285414785e-02,3.269389350646518255e-01,1.240597827868783476e-02,6.287909142832485976e-02,5.259226509017005391e-01,1.166354812310188560e-02
2.276456949199638646e-02,2.645543882712297901e-02,5.447613568350724578e-02,1.788557491923703502e-02,3.258680499152940002e-01,1.242753274768682026e-02,6.236532723990674543e-02,5.241287067334655658e-01,1.167435713970221833e-02
2.315646207936932974e-02,2.672940996613015763e-02,5.374488878048250262e-02,1.790216598246563429e-02,3.247792913264333503e-01,1.244942978191510008e-02,6.184510288539597778e-02,5.223324139228038288e-01,1.168534376316343604e-02
2.355510110664711665e-02,2.700835993942840574e-02,5.300320669104970073e-02,1.791906735305071052e-02,3.236718076208491279e-01,1.247167551448757905e-02,6.131825354442974052e-02,5.205337281636903679e-01,1.169651118491732422e-02
2.396060271394791566e-02,2.729238368433883899e-02,5.225038824213312783e-02,1.793628527272672635e-02,3.225455051958013297e-01,1.249427620102272485e-02,6.078490856554278482e-02,5.187322164075407471e-01,1.170786266104451023e-02
2.437308504074463603e-02,2.758157811054706698e-02,5.148667597868800128e-02,1.795382613905194269e-02,3.214001209990340335e-01,1.251723824016504061e-02,6.024491553720914133e-02,5.169285816925904831e-01,1.171940151849537592e-02
2.479266826028394752e-02,2.787604212945926641e-02,5.071189326613029236e-02,1.797169649058050211e-02,3.202350121890229495e-01,1.254056816799220542e-02,5.969825181272037096e-02,5.151224016734199385e-01,1.173113115381219096e-02
2.521947461459773249e-02,2.817587670544652312e-02,4.992601987133839236e-02,1.798990301501990352e-02,3.190504270323163971e-01,1.256427266381621166e-02,5.914477182118747789e-02,5.133136783664380420e-01,1.174305503668660045e-02
2.565362845011725720e-02,2.848118490784989909e-02,4.912855652903314052e-02,1.800845255612548712e-02,3.178452127784378023e-01,1.258835855508944057e-02,5.858436143451922762e-02,5.115024282069429162e-01,1.175517670296388761e-02
2.609525625390046732e-02,2.879207195122779339e-02,4.831980495415295895e-02,1.802735211465056331e-02,3.166198771917606014e-01,1.261283281982006343e-02,5.801713673185597553e-02,5.096886090605639019e-01,1.176749977150826076e-02
2.654448669048291992e-02,2.910864525643441780e-02,4.749944620503433745e-02,1.804660885313902341e-02,3.153734485198666504e-01,1.263770259142416030e-02,5.744288504420513863e-02,5.078723751124213370e-01,1.178002793703558648e-02
2.700145063936310388e-02,2.943101449163831873e-02,4.666739866823256533e-02,1.806623010131680473e-02,3.141059105813271413e-01,1.266297516392622668e-02,5.686165331448163329e-02,5.060534785675042668e-01,1.179276496735071067e-02
2.746628123313309480e-02,2.975929163526291887e-02,4.582364560606843468e-02,1.808622336001119990e-02,3.128170463589272088e-01,1.268865799476759371e-02,5.627323827362060854e-02,5.042321384136396745e-01,1.180571472137559308e-02
2.793911389626559452e-02,3.009359101748154686e-02,4.496793083733298391e-02,1.810659630799205111e-02,3.115058457571998618e-01,1.271475871088112441e-02,5.567766579147460926e-02,5.024081912188000931e-01,1.181888113291718057e-02
2.842008638456872127e-02,3.043402939716322031e-02,4.410021774320316973e-02,1.812735680163535257e-02,3.101728102585028513e-01,1.274128511269134734e-02,5.507485739677082243e-02,5.005817110967045735e-01,1.183226822797833755e-02
2.890933882531999607e-02,3.078072600075887344e-02,4.322044746919402602e-02,1.814851288738594803e-02,3.088170820862227162e-01,1.276824517802199743e-02,5.446478764209038842e-02,4.987526062051113596e-01,1.184588011364617888e-02
2.940701375809124871e-02,3.113380258590336958e-02,4.232828917035939831e-02,1.817007280199334218e-02,3.074378874494869129e-01,1.279564707017732950e-02,5.384720770594184081e-02,4.969208854060079839e-01,1.185972099084131592e-02
2.991325617627631217e-02,3.149338350897856742e-02,4.142402706627977549e-02,1.819204497507631579e-02,3.060354888333123302e-01,1.282349914054314866e-02,5.322230109787690067e-02,4.950865123680602276e-01,1.187379515574082944e-02
3.042821356933363142e-02,3.185959577784092112e-02,4.050726147245709702e-02,1.821443804506972519e-02,3.046094715625395910e-01,1.285180993405599104e-02,5.258974146157112395e-02,4.932495065094962272e-01,1.188810699598974452e-02
3.095203596575607161e-02,3.223256912503336125e-02,3.957789677312881921e-02,1.823726085566867994e-02,3.031593044005597704e-01,1.288058819662452059e-02,5.194973451640490236e-02,4.914099544566835620e-01,1.190266099576586800e-02
3.148487597678045063e-02,3.261243606986097276e-02,3.863603563591722079e-02,1.826052246177711780e-02,3.016836602034195791e-01,1.290984287994456636e-02,5.130206784037683737e-02,4.895678890763568436e-01,1.191746174561481020e-02
3.202688884084953919e-02,3.299933198555193847e-02,3.768132861902193098e-02,1.828423214614405268e-02,3.001841263241583624e-01,1.293958314741416871e-02,5.064663229344165685e-02,4.877229388273013333e-01,1.193251393149385997e-02
3.257823246883943813e-02,3.339339516438166733e-02,3.671365167709972344e-02,1.830839941239958968e-02,2.986586086961026676e-01,1.296981837924038317e-02,4.998344416822928654e-02,4.858753909607954613e-01,1.194782234901103912e-02
3.313906749006571839e-02,3.379476690275318163e-02,3.573317936928020744e-02,1.833303399847308057e-02,2.971072345373903523e-01,1.300055818256518059e-02,4.931241343684435868e-02,4.840251916516732922e-01,1.196339190549988718e-02
3.370955729908119147e-02,3.420359156451957539e-02,3.473996099252421588e-02,1.835814588561013316e-02,2.955298327225547306e-01,1.303181239408246483e-02,4.863345541548483308e-02,4.821722643029984767e-01,1.197922761667569169e-02
3.428986810327970536e-02,3.462001665252567584e-02,3.373326757332098524e-02,1.838374530284969666e-02,2.939252093575124292e-01,1.306359108898247356e-02,4.794660553382744383e-02,4.803166303125770975e-01,1.199533461049540062e-02
3.488016897131922256e-02,3.504419289918425662e-02,3.271351258289000030e-02,1.840984272924828247e-02,2.922940917339434952e-01,1.309590458828413517e-02,4.725164560302771988e-02,4.784582165846470447e-01,1.201171814019108552e-02
3.548063188237852300e-02,3.547627433863387303e-02,3.168043327317397739e-02,1.843644891219087256e-02,2.906347304263837139e-01,1.312876346533675687e-02,4.654859471573476182e-02,4.765971240063329173e-01,1.202838357670876768e-02
3.609143177626190219e-02,3.591641838442338752e-02,3.063434474773530508e-02,1.846357486695660022e-02,2.889477541307206576e-01,1.316217855473644782e-02,4.583736929760719170e-02,4.747332508956818020e-01,1.204533641490856954e-02
3.671274660436643633e-02,3.636478592910585839e-02,2.957455796776604223e-02,1.849123188567602938e-02,2.872317741211430908e-01,1.319616095732634165e-02,4.511777721303091709e-02,4.728665999978097778e-01,1.206258228202661265e-02
3.734475738152657348e-02,3.682154142018823073e-02,2.850143329052990185e-02,1.851943156190527517e-02,2.854869778369996114e-01,1.323072205837982906e-02,4.439014211713081248e-02,4.709971376793355979e-01,1.208012693178872610e-02
3.798764823875129537e-02,3.728685294411437923e-02,2.741471177096239248e-02,1.854818576103589578e-02,2.837129212616193996e-01,1.326587351793917513e-02,4.365401517256811692e-02,4.691250070700823116e-01,1.209797626829733908e-02
3.864160647686915723e-02,3.776089233468948869e-02,2.631454252112061173e-02,1.857750667362245700e-02,2.819085458712714543e-01,1.330162729667061505e-02,4.290952700295019850e-02,4.672499179746537612e-01,1.211613630171504141e-02
3.930682262109676944e-02,3.824383525380814497e-02,2.520054183442105300e-02,1.860740679854977486e-02,2.800734905479578263e-01,1.333799565927051844e-02,4.215642680403874909e-02,4.653720442900278753e-01,1.213461322991027380e-02
3.998349047654674304e-02,3.873586129398320921e-02,2.407302369527784119e-02,1.863789895890821668e-02,2.782083923864527852e-01,1.337499118163076872e-02,4.139485485619742722e-02,4.634913856071399829e-01,1.215341337597664051e-02
4.067180718469114165e-02,3.923715408247741010e-02,2.293167086285036183e-02,1.866899631228124967e-02,2.763107692632587042e-01,1.341262676500076800e-02,4.062463985099076802e-02,4.616078790913916152e-01,1.217254321808214357e-02
4.137197328079702391e-02,3.974790138033923448e-02,2.177668949102271739e-02,1.870071237222847849e-02,2.743816617120440338e-01,1.345091564379718996e-02,3.984578747743006133e-02,4.597213299028199973e-01,1.219200939393727534e-02
4.208419275235066731e-02,4.026829518403829411e-02,2.060810639773004438e-02,1.873306098897531413e-02,2.724197591443214272e-01,1.348987139545387848e-02,3.905823829807202052e-02,4.578321198100271383e-01,1.221181869986254220e-02
4.280867309848763319e-02,4.079853184512893804e-02,1.942550301422711276e-02,1.876605640519501961e-02,2.704252246757633538e-01,1.352950795515517335e-02,3.826192136057213200e-02,4.559398410606110286e-01,1.223197810709708566e-02
4.354562539044585373e-02,4.133881217563750710e-02,1.822937150080529423e-02,1.879971322270557188e-02,2.683967569612965565e-01,1.356983962521463027e-02,3.745660586349158772e-02,4.540445879939486451e-01,1.225249474869016808e-02
4.429526433305944200e-02,4.188934156209844772e-02,1.701930016840854862e-02,1.883404644879460577e-02,2.663341039668574717e-01,1.361088108647390271e-02,3.664256757210756360e-02,4.521466110448780773e-01,1.227337594597432968e-02
4.505780832731131474e-02,4.245033009248633249e-02,1.579546664219940583e-02,1.886907148988625771e-02,2.642366050439770575e-01,1.365264741262195436e-02,3.581950629641360989e-02,4.502455910267649797e-01,1.229462919334145532e-02
4.583347953396217644e-02,4.302199267452988529e-02,1.455797813993537151e-02,1.890480417485118636e-02,2.621037137465487277e-01,1.369515408231491982e-02,3.498734703959639758e-02,4.483416035241382658e-01,1.231626218204029399e-02
4.662250393827539752e-02,4.360454915655198604e-02,1.330672418384058926e-02,1.894126076503344080e-02,2.599352470474309840e-01,1.373841699358591129e-02,3.414621510771002899e-02,4.464344835471252271e-01,1.233828279333160083e-02
4.742511141585584872e-02,4.419822446952825779e-02,1.204183691359706626e-02,1.897845796961084019e-02,2.577307791166911777e-01,1.378245247584453104e-02,3.329590409022130382e-02,4.445246109366640663e-01,1.236069923828087003e-02
4.824153579962222466e-02,4.480324875180463629e-02,1.076327830560068304e-02,1.901641295640232876e-02,2.554882291417681639e-01,1.382727730779453879e-02,3.243645692512145406e-02,4.426115584508387713e-01,1.238351942476012546e-02
4.907201494793229229e-02,4.541985748964449954e-02,9.471080525625303476e-03,1.905514337459823793e-02,2.532086157691081363e-01,1.387290873052693385e-02,3.156773593615910811e-02,4.406954989786673327e-01,1.240675223710574482e-02
4.991679081388092354e-02,4.604829165860890861e-02,8.165569767625290715e-03,1.909466736859211089e-02,2.508906088008900914e-01,1.391936446381381032e-02,3.068983344346892794e-02,4.387763451508098766e-01,1.243040626930902448e-02
5.077610951579107634e-02,4.668879787111057666e-02,6.846539192247046851e-03,1.913500359137421114e-02,2.485335325704410847e-01,1.396666272255786545e-02,2.980248786662084010e-02,4.368542257964628250e-01,1.245449048160718331e-02
5.165022140891831204e-02,4.734162852326528892e-02,5.514255485415866381e-03,1.917617122654746709e-02,2.461370702814766331e-01,1.401482223619776590e-02,2.890587046025505299e-02,4.349286977365065532e-01,1.247901405319584711e-02
5.253938115838965167e-02,4.800704196245542121e-02,4.168952496529321206e-03,1.921819000323465865e-02,2.437003255857831119e-01,1.406386226346634238e-02,2.799977821787728860e-02,4.330003075103683319e-01,1.250398641633343466e-02
5.344384781339816398e-02,4.868530262607251302e-02,2.810480597818947740e-03,1.926108022037453793e-02,2.412233848681212267e-01,1.411380261342465303e-02,2.708430818847804011e-02,4.310687187183314117e-01,1.252941724745681995e-02
5.436388488267470537e-02,4.937668122215144173e-02,1.439136231900747884e-03,1.930486275982512545e-02,2.387044453015547685e-01,1.416466366442592495e-02,2.615925782083588710e-02,4.291339714617221635e-01,1.255531648940633183e-02
5.529976041125901631e-02,5.008145494002946840e-02,1.000000000000000021e-08,1.934955911605573675e-02,2.361431939493462973e-01,1.421646638340368085e-02,2.522475232831971476e-02,4.271961076280016423e-01,1.258169434232325745e-02
5.625174705859234403e-02,5.079993111549208074e-02,1.000000000000000021e-08,1.939519140646739359e-02,2.335391185363336897e-01,1.426923235081378749e-02,2.428062565968336708e-02,4.252549484344109176e-01,1.260856129437104567e-02
5.722012217795450356e-02,5.153242888145626033e-02,1.000000000000000021e-08,1.944178240637994826e-02,2.308919546232978959e-01,1.432298377738439044e-02,2.332682037723125823e-02,4.233106008728061420e-01,1.263592811029434770e-02
5.820516789726840057e-02,5.227924701994801637e-02,1.000000000000000021e-08,1.948935556200193098e-02,2.282002930663697970e-01,1.437774353270193650e-02,2.236350805997266988e-02,4.213630188534548404e-01,1.266380585270077130e-02
5.920717120129560113e-02,5.304069145308343280e-02,1.000000000000000021e-08,1.953793502266232274e-02,2.254640031600758099e-01,1.443353516611201037e-02,2.139043539412691444e-02,4.194122011510132975e-01,1.269220589239572483e-02
6.022642401524690159e-02,5.381707543611380373e-02,1.000000000000000021e-08,1.958754566257581153e-02,2.226817403433699605e-01,1.449038293181259540e-02,2.040774784448726176e-02,4.174580080870203824e-01,1.272113991354595353e-02
6.126322328983249688e-02,5.460871974119618777e-02,1.000000000000000021e-08,1.963821310925983887e-02,2.198533244470141090e-01,1.454831181833760034e-02,1.941519971742057191e-02,4.155005388587132975e-01,1.275061993010095929e-02
6.231787108777569334e-02,5.541595287931766478e-02,1.000000000000000021e-08,1.968996377197096415e-02,2.169778471971093303e-01,1.460734757297355024e-02,1.841296253183432111e-02,4.135397272555017545e-01,1.278065829061048042e-02
6.339067467181661031e-02,5.623911129920022844e-02,1.000000000000000021e-08,1.974282487032796851e-02,2.140541869158822386e-01,1.466751673225941133e-02,1.740096720432149358e-02,4.115755683256824282e-01,1.281126769435170232e-02
6.448194659423046871e-02,5.707853960519138070e-02,1.000000000000000021e-08,1.979682446396457962e-02,2.110821828871127792e-01,1.472884665143148197e-02,1.637912849328617901e-02,4.096080313069692114e-01,1.284246121061227708e-02
6.559200478788712596e-02,5.793459078055929190e-02,1.000000000000000021e-08,1.985199148855465445e-02,2.080606150034919888e-01,1.479136553656279496e-02,1.534741939439746017e-02,4.076371031955505764e-01,1.287425227507243974e-02
6.672117265887810011e-02,5.880762642053460887e-02,1.000000000000000021e-08,1.990835578559080332e-02,2.049892795471053297e-01,1.485510247757337865e-02,1.430611291241517397e-02,4.056627135258923933e-01,1.290665471615681792e-02
6.786977918073822114e-02,5.969801695824883403e-02,1.000000000000000021e-08,1.996594813921359624e-02,2.018663959915048822e-01,1.492008748096029791e-02,1.325473451074401891e-02,4.036848601383656865e-01,1.293968276777235360e-02
6.903815899028924175e-02,6.060614191941393614e-02,1.000000000000000021e-08,2.002480031026343532e-02,1.986925970448229495e-01,1.498635150910931912e-02,1.219350046726648193e-02,4.017035707531423361e-01,1.297335108286445937e-02
7.022665248513357272e-02,6.153239016279199447e-02,1.000000000000000021e-08,2.008494507785396621e-02,1.954655401555634442e-01,1.505392651627590617e-02,1.112257985849883155e-02,3.997187582923179550e-01,1.300767473859254508e-02
