# alpha,l2_mean,l2_std,hub_mean,hub_std
1.353047774579807481e+02,1.127202971052880531e-02,1.066412547422921665e-02,4.086980446645162995e-02,5.964369007144098428e-02
1.917910261672488730e+02,8.422464699141877370e-03,7.101656108075219374e-03,8.666960079502129821e-02,1.411254897550344722e-01
2.718588242732940330e+02,4.154412096556191550e-03,4.271044535996416404e-03,9.269502894121837977e-02,1.080908979057168678e-01
3.853528593710527161e+02,3.039990694568604247e-03,3.248994880673942032e-03,8.572062228287864738e-02,2.161936781463451307e-01
5.462277217684347761e+02,2.816460286651672248e-03,1.923660331063863169e-03,1.813919572458592699e-01,1.976988726317341905e-01
7.742636826811277615e+02,1.995207942067342248e-03,1.089371418049317388e-03,3.706259938107721585e-01,7.557799771962752100e-01
