# alpha,err_hub,lambda_hub,a_hub
1.300853701090570667e+02,2.006556757071464858e-02,-1.073257701461492708e+01,9.652557937761120366e-01
1.312914585212463976e+02,1.988159600006866867e-02,-1.084368169303166418e+01,9.652683844051184181e-01
1.325087291997951127e+02,1.969930661561614116e-02,-1.095581362374449697e+01,9.652806999084180273e-01
1.337372858212494862e+02,1.951868414281165975e-02,-1.106898270994057043e+01,9.652927809964191308e-01
1.349772330233941773e+02,1.933971344320983832e-02,-1.118320039599580795e+01,9.653048318369747971e-01
1.362286764141645392e+02,1.916237951331711820e-02,-1.129847894042123357e+01,9.653170233868529904e-01
1.374917225806417775e+02,1.898666748345378963e-02,-1.141482702984523812e+01,9.653292488501334923e-01
1.387664790981307021e+02,1.881256261662000995e-02,-1.153224681995884282e+01,9.653409124195613256e-01
1.400530545393219768e+02,1.864005030737470037e-02,-1.165075602639003272e+01,9.653525827539124471e-01
1.413515584835394350e+02,1.846911608071777344e-02,-1.177036530799347602e+01,9.653644372915703986e-01
1.426621015260735419e+02,1.829974559098324072e-02,-1.189108199375718122e+01,9.653760401984423645e-01
1.439847952876006616e+02,1.813192462073986988e-02,-1.201291475787126117e+01,9.653874355199596469e-01
1.453197524236895504e+02,1.796563907969783713e-02,-1.213587915033443210e+01,9.653989696065357062e-01
1.466670866343966964e+02,1.780087500362581565e-02,-1.225997943199284812e+01,9.654101352165032068e-01
1.480269126739507044e+02,1.763761855327494743e-02,-1.238523172604421951e+01,9.654214452282314785e-01
1.493993463605256125e+02,1.747585601330881033e-02,-1.251164637393316781e+01,9.654327743698010167e-01
1.507845045861051005e+02,1.731557379124604168e-02,-1.263922999919906154e+01,9.654438764566422027e-01
1.521825053264385588e+02,1.715675841640429411e-02,-1.276799510116908110e+01,9.654548768656685542e-01
1.535934676510895542e+02,1.699939653885729207e-02,-1.289795420221634359e+01,9.654657585378354501e-01
1.550175117335768959e+02,1.684347492839766147e-02,-1.302911434828547321e+01,9.654764668127002736e-01
1.564547588616095766e+02,1.668898047350664271e-02,-1.316149538043856992e+01,9.654873944909379002e-01
1.579053314474174101e+02,1.653590018033335163e-02,-1.329510019382520625e+01,9.654981098657926530e-01
1.593693530381772803e+02,1.638422117168047976e-02,-1.342994048007576957e+01,9.655085419415749826e-01
1.608469483265355109e+02,1.623393068599732203e-02,-1.356603366086286400e+01,9.655191340951735368e-01
1.623382431612278083e+02,1.608501607638235242e-02,-1.370338903254005558e+01,9.655297752800977573e-01
1.638433645577983100e+02,1.593746480959112866e-02,-1.384201109827707654e+01,9.655399176405159434e-01
1.653624407094178821e+02,1.579126446505285664e-02,-1.398192490252482045e+01,9.655504208387375442e-01
1.668956009978023189e+02,1.564640273389517056e-02,-1.412312739749347656e+01,9.655604227457095234e-01
1.684429760042315252e+02,1.550286741797446410e-02,-1.426564323994247196e+01,9.655705516483017448e-01
1.700046975206716411e+02,1.536064642891665777e-02,-1.440947841855561506e+01,9.655805408680645519e-01
1.715808985610003106e+02,1.521972778716129682e-02,-1.455464503488109074e+01,9.655903845236930572e-01
1.731717133723352902e+02,1.508009962101741763e-02,-1.470116080039650441e+01,9.656003630790750414e-01
1.747772774464680765e+02,1.494175016572341086e-02,-1.484902995283390581e+01,9.656101004753787631e-01
1.763977275314043425e+02,1.480466776251709859e-02,-1.499827407849508809e+01,9.656200370772418662e-01
1.780332016430112105e+02,1.466884085770958634e-02,-1.514889513262745879e+01,9.656294449315316886e-01
1.796838390767719318e+02,1.453425800177066129e-02,-1.530091561160642044e+01,9.656390742779490388e-01
1.813497804196495338e+02,1.440090784841707716e-02,-1.545434476149694092e+01,9.656485301094346330e-01
1.830311675620611140e+02,1.426877915371171923e-02,-1.560919433332836448e+01,9.656579045444463327e-01
1.847281437099632342e+02,1.413786077516787643e-02,-1.576547403186929763e+01,9.656669173053635813e-01
1.864408533970485280e+02,1.400814167085906448e-02,-1.592321544714671155e+01,9.656766272334089685e-01
1.881694424970555701e+02,1.387961089854261587e-02,-1.608240973956955600e+01,9.656857694457022800e-01
1.899140582361933696e+02,1.375225761478104936e-02,-1.624308014495569807e+01,9.656948209874128830e-01
1.916748492056813120e+02,1.362607107407720619e-02,-1.640523711593101552e+01,9.657037116436629764e-01
1.934519653744044376e+02,1.350104062801427141e-02,-1.656890194150233242e+01,9.657127790613379004e-01
1.952455581016859014e+02,1.337715572440179024e-02,-1.673408348364688436e+01,9.657218537175981110e-01
1.970557801501796291e+02,1.325440590643012229e-02,-1.690079119463662138e+01,9.657305149777231090e-01
1.988827856988807810e+02,1.313278081183155699e-02,-1.706904527129472626e+01,9.657392231304749997e-01
2.007267303562568372e+02,1.301227017204587000e-02,-1.723885669968418455e+01,9.657477263191470707e-01
2.025877711735014941e+02,1.289286381139675974e-02,-1.741024536912222942e+01,9.657564282775382702e-01
2.044660666579113695e+02,1.277455164627117057e-02,-1.758322336030571620e+01,9.657649910219662237e-01
2.063617767863856614e+02,1.265732368430838584e-02,-1.775780619251235848e+01,9.657736833904083662e-01
2.082750630190514300e+02,1.254117002359267374e-02,-1.793400097086180978e+01,9.657819197929466970e-01
2.102060883130156128e+02,1.242608085185548106e-02,-1.811183059295388631e+01,9.657901388811458432e-01
2.121550171362447941e+02,1.231204644568228979e-02,-1.829131526834605381e+01,9.657987663272469270e-01
2.141220154815727312e+02,1.219905716972635723e-02,-1.847245404313035877e+01,9.658067529575011800e-01
2.161072508808376540e+02,1.208710347593044965e-02,-1.865527458316898546e+01,9.658148631813019414e-01
2.181108924191517815e+02,1.197617590275235067e-02,-1.883978938539204862e+01,9.658229093765413609e-01
2.201331107493028014e+02,1.186626507439880740e-02,-1.902601095335635861e+01,9.658306805528690253e-01
2.221740781062882490e+02,1.175736170006524972e-02,-1.921396393674082148e+01,9.658387253316174093e-01
2.242339683219844915e+02,1.164945657318128269e-02,-1.940365957962028176e+01,9.658466845104938248e-01
2.263129568399527329e+02,1.154254057066395056e-02,-1.959511149228152149e+01,9.658544798923907049e-01
2.284112207303820981e+02,1.143660465217566369e-02,-1.978833931397884527e+01,9.658622986362338514e-01
2.305289387051706171e+02,1.133163985938834273e-02,-1.998334826416126120e+01,9.658695236477125023e-01
2.326662911331457906e+02,1.122763731525511233e-02,-2.018018155840905337e+01,9.658775842249034405e-01
2.348234600554274039e+02,1.112458822328799002e-02,-2.037882930930477698e+01,9.658851096595331143e-01
2.370006292009325648e+02,1.102248386683868375e-02,-2.057931975757140464e+01,9.658925412970716939e-01
2.391979840020237305e+02,1.092131560838982551e-02,-2.078166923026405044e+01,9.659000502906194274e-01
2.414157116103017700e+02,1.082107488884864743e-02,-2.098589068366860033e+01,9.659072932993023608e-01
2.436540009125463655e+02,1.072175322684953969e-02,-2.119200386596256536e+01,9.659143946941028958e-01
2.459130425468041494e+02,1.062334221805905088e-02,-2.140003579865472716e+01,9.659218788988386262e-01
2.481930289186252594e+02,1.052583353448999226e-02,-2.160998512077112821e+01,9.659287399342600944e-01
2.504941542174502445e+02,1.042921892381953874e-02,-2.182188980100007569e+01,9.659359404745444522e-01
2.528166144331497946e+02,1.033349020871421331e-02,-2.203575660633612188e+01,9.659431349540854583e-01
2.551606073727181183e+02,1.023863928615931229e-02,-2.225160682583579330e+01,9.659501390025229117e-01
2.575263326771198535e+02,1.014465812679454793e-02,-2.246945947666920063e+01,9.659572361721544542e-01
2.599139918382932706e+02,1.005153877425657427e-02,-2.268932200284119816e+01,9.659639185327688615e-01
2.623237882163120958e+02,9.959273344525287897e-03,-2.291122890335934414e+01,9.659707334597865680e-01
2.647559270567064118e+02,9.867854025276789898e-03,-2.313519405519590322e+01,9.659776087253686416e-01
2.672106155079432597e+02,9.777273075241232902e-03,-2.336123423432287893e+01,9.659843372307586051e-01
2.696880626390692441e+02,9.687522823566441232e-03,-2.358936998762876414e+01,9.659910757542000681e-01
2.721884794575177011e+02,9.598595669188414448e-03,-2.381961824055915855e+01,9.659976219751198467e-01
2.747120789270808814e+02,9.510484080204051338e-03,-2.405199723207577023e+01,9.660039336053993786e-01
2.772590759860481171e+02,9.423180593252089565e-03,-2.428654034795675898e+01,9.660107260085037950e-01
2.798296875655115628e+02,9.336677812898042106e-03,-2.452324596820923830e+01,9.660168862273932344e-01
2.824241326078432621e+02,9.250968411025795035e-03,-2.476215106087909490e+01,9.660232605903276148e-01
2.850426320853431434e+02,9.166045126230981666e-03,-2.500327271018623421e+01,9.660296317771654984e-01
2.876854090190591364e+02,9.081900763225014828e-03,-2.524662806801822867e+01,9.660358869013794259e-01
2.903526884977811164e+02,8.998528192238897105e-03,-2.549224308943549033e+01,9.660422328398015068e-01
2.930446976972138486e+02,8.915920348435912857e-03,-2.574012393577988789e+01,9.660481555303324086e-01
2.957616658993250667e+02,8.834070231326984768e-03,-2.599031033793293588e+01,9.660542845593385053e-01
2.985038245118729492e+02,8.752970904194024016e-03,-2.624281529917627864e+01,9.660603692402424114e-01
3.012714070881161206e+02,8.672615493513946561e-03,-2.649765518750076154e+01,9.660661540842540029e-01
3.040646493467062328e+02,8.592997188392015318e-03,-2.675487174899886256e+01,9.660724380727496730e-01
3.068837891917639240e+02,8.514109239997402767e-03,-2.701446423372608407e+01,9.660783379069088905e-01
3.097290667331406553e+02,8.435944961004970821e-03,-2.727645535768309770e+01,9.660838967086939899e-01
3.126007243068700063e+02,8.358497725040603399e-03,-2.754089075490536231e+01,9.660900675266093085e-01
3.154990064958082030e+02,8.281760966133422386e-03,-2.780776520785114769e+01,9.660956154091386860e-01
3.184241601504649566e+02,8.205728178170668130e-03,-2.807712183169768849e+01,9.661014977290730554e-01
3.213764344100275707e+02,8.130392914358575140e-03,-2.834896399238865428e+01,9.661069062490692527e-01
3.243560807235808170e+02,8.055748786687244589e-03,-2.862334010756179836e+01,9.661127212111182416e-01
3.273633528715241141e+02,7.981789465401067929e-03,-2.890025103343622703e+01,9.661182284967337885e-01
3.303985069871854989e+02,7.908508678473147313e-03,-2.917974032359112613e+01,9.661241010448839983e-01
3.334618015786362548e+02,7.835900211084378952e-03,-2.946180291541502072e+01,9.661292475598757257e-01
3.365534975507090962e+02,7.763957905106977364e-03,-2.974648571031699262e+01,9.661346458467756637e-01
3.396738582272202507e+02,7.692675658592440513e-03,-3.003380959381614090e+01,9.661400090122527207e-01
3.428231493733966886e+02,7.622047425265510157e-03,-3.032380770558469507e+01,9.661456058515682788e-01
3.460016392185108884e+02,7.552067214020574681e-03,-3.061648107572444388e+01,9.661507847060493148e-01
3.492095984787267753e+02,7.482729088422512831e-03,-3.091187719600145201e+01,9.661562104542017471e-01
3.524473003801580262e+02,7.414027166213310593e-03,-3.120999954166676105e+01,9.661612238313765921e-01
3.557150206821382312e+02,7.345955618823785116e-03,-3.151088792845586539e+01,9.661663357050735979e-01
3.590130377007068319e+02,7.278508670885752707e-03,-3.181455455976327329e+01,9.661709602486997506e-01
3.623416323323145889e+02,7.211680599752412490e-03,-3.212106337757347774e+01,9.661764499662857109e-01
3.657010880777485795e+02,7.145465735021172549e-03,-3.243040045635370205e+01,9.661814098993022348e-01
3.690916910662774626e+02,7.079858458061139004e-03,-3.274261029923446387e+01,9.661865584755835457e-01
3.725137300800209346e+02,7.014853201545268035e-03,-3.305770923348804757e+01,9.661914062338243792e-01
3.759674965785463883e+02,6.950444448983850165e-03,-3.337572799949149527e+01,9.661962007890150250e-01
3.794532847236934572e+02,6.886626734266432237e-03,-3.369669306015317289e+01,9.662009884169161511e-01
3.829713914046276955e+02,6.823394641205737798e-03,-3.402063435023003990e+01,9.662057813305909848e-01
3.865221162631261791e+02,6.760742803083807928e-03,-3.434757731092290101e+01,9.662103422756700422e-01
3.901057617190989504e+02,6.698665902205025446e-03,-3.467756192735137688e+01,9.662152726620074628e-01
3.937226329963474996e+02,6.637158669452913884e-03,-3.501060941351250477e+01,9.662201541332140486e-01
3.973730381485604539e+02,6.576215883847380539e-03,-3.534674192289889305e+01,9.662251001095663039e-01
4.010572880855496010e+02,6.515832372110397230e-03,-3.568596969427410670e+01,9.662293081907916692e-01
4.047756965997318161e+02,6.456003008233679452e-03,-3.602836838074184556e+01,9.662342166999779991e-01
4.085285803928557016e+02,6.396722713048585973e-03,-3.637391705231823380e+01,9.662384335818605674e-01
4.123162591029748114e+02,6.337986453802679776e-03,-3.672268045431235350e+01,9.662428900792432440e-01
4.161390553316707042e+02,6.279789243738509441e-03,-3.707467939508295274e+01,9.662474145871577935e-01
4.199972946715301987e+02,6.222126141675499156e-03,-3.742994701135722835e+01,9.662519425946676233e-01
4.238913057338774593e+02,6.164992251597389838e-03,-3.778848888691909025e+01,9.662560826791706248e-01
4.278214201767613076e+02,6.108382722241900709e-03,-3.815036668898493133e+01,9.662604263748448830e-01
4.317879727332016842e+02,6.052292746694387660e-03,-3.851560198733040608e+01,9.662647500395508127e-01
4.357913012397020793e+02,5.996717561985720479e-03,-3.888421231001863987e+01,9.662687752421841303e-01
4.398317466650219103e+02,5.941652448692824606e-03,-3.925624711661043875e+01,9.662729153724640696e-01
4.439096531392166298e+02,5.887092730543219687e-03,-3.963172910812615157e+01,9.662770589559788181e-01
4.480253679829485236e+02,5.833033774023776985e-03,-4.001069830431578112e+01,9.662812673310088307e-01
4.521792417370692760e+02,5.779470987991253139e-03,-4.039318485926957436e+01,9.662856213926411808e-01
4.563716281924753844e+02,5.726399823287930957e-03,-4.077921110953351302e+01,9.662897114734363413e-01
4.606028844202398318e+02,5.673815772359924736e-03,-4.116881184639794355e+01,9.662936223387370571e-01
4.648733708020251925e+02,5.621714368879704438e-03,-4.156202844843737410e+01,9.662976726387840776e-01
4.691834510607789070e+02,5.570091187370174168e-03,-4.195887869094168821e+01,9.663013424816604413e-01
4.735334922917111271e+02,5.518941842834301781e-03,-4.235943306856438539e+01,9.663056621723404849e-01
4.779238649935595049e+02,5.468261990386302784e-03,-4.276368302108318886e+01,9.663094375031067162e-01
4.823549431001462153e+02,5.418047324888153327e-03,-4.317169170624475072e+01,9.663134207802294151e-01
4.868271040122273803e+02,5.368293580585659086e-03,-4.358346107566763550e+01,9.663169296084785920e-01
4.913407286296356915e+02,5.318996530753183904e-03,-4.399907101718396518e+01,9.663209539749915145e-01
4.958962013837211771e+02,5.270151987337046151e-03,-4.441852291251571216e+01,9.663246329906923782e-01
5.004939102700948297e+02,5.221755800602689845e-03,-4.484185984101701905e+01,9.663282319239243634e-01
5.051342468816756082e+02,5.173803858788517118e-03,-4.526912844532736102e+01,9.663319011189113183e-01
5.098176064420419493e+02,5.126292087757500227e-03,-4.570035080323361143e+01,9.663354633878802336e-01
5.145443878390924510e+02,5.079216450656565129e-03,-4.613560293235831722e+01,9.663396437597551181e-01
5.193149936590207290e+02,5.032572947577529376e-03,-4.657485649422202556e+01,9.663430416150913249e-01
5.241298302206050721e+02,4.986357615218706130e-03,-4.701817706162727006e+01,9.663463305501839296e-01
5.289893076098145457e+02,4.940566526553613613e-03,-4.746564084518792015e+01,9.663502940624086879e-01
5.338938397147350088e+02,4.895195790498796384e-03,-4.791722504294006058e+01,9.663535708672184033e-01
5.388438442608218111e+02,4.850241551588529987e-03,-4.837301514638492961e+01,9.663572418467064606e-01
5.438397428464789982e+02,4.805699989649081516e-03,-4.883302180718587948e+01,9.663606793948626983e-01
5.488819609789666174e+02,4.761567319477189031e-03,-4.929727765814723739e+01,9.663638640829597115e-01
5.539709281106399885e+02,4.717839790521427545e-03,-4.976585236869748030e+01,9.663672162375687158e-01
5.591070776755286715e+02,4.674513686567571824e-03,-5.023876501316220811e+01,9.663704727786133208e-01
5.642908471262530838e+02,4.631585325424181221e-03,-5.071607076249415513e+01,9.663737951218580591e-01
5.695226779712819507e+02,4.589051058613291545e-03,-5.119781510382593126e+01,9.663774702786620541e-01
5.748030158125351363e+02,4.546907271063549416e-03,-5.168398031482100663e+01,9.663802466645345923e-01
5.801323103833371988e+02,4.505150380804456844e-03,-5.217472159286445077e+01,9.663841364867107320e-01
5.855110155867231470e+02,4.463776838665722835e-03,-5.266996100758844079e+01,9.663871778813564184e-01
5.909395895340965126e+02,4.422783127977947260e-03,-5.316980687103932723e+01,9.663904213321579117e-01
5.964184945842459911e+02,4.382165764276191311e-03,-5.367426479937240913e+01,9.663931857204552944e-01
6.019481973827267893e+02,4.341921295005324311e-03,-5.418342138883241432e+01,9.663964619653309107e-01
6.075291689016064538e+02,4.302046299230921633e-03,-5.469731008496642488e+01,9.663997293312338588e-01
6.131618844795768837e+02,4.262537387349496498e-03,-5.521595120282914593e+01,9.664029165630280138e-01
6.188468238624383275e+02,4.223391200802506518e-03,-5.573938583969124494e+01,9.664056784724613935e-01
6.245844712439611612e+02,4.184604411794801138e-03,-5.626770105937205813e+01,9.664089947711973494e-01
6.303753153071268116e+02,4.146173723011514767e-03,-5.680089044504114781e+01,9.664118287855699707e-01
6.362198492657482802e+02,4.108095867342065333e-03,-5.733901203944304825e+01,9.664144256178859305e-01
6.421185709064751563e+02,4.070367607603042615e-03,-5.788214668335766078e+01,9.664174820137283461e-01
6.480719826311957377e+02,4.032985736266869736e-03,-5.843030481414973565e+01,9.664202681212896717e-01
6.540805914998245498e+02,3.995947075188466258e-03,-5.898354432954711513e+01,9.664230068490329284e-01
6.601449092734883379e+02,3.959248475339904871e-03,-5.954194958532640669e+01,9.664263390877031457e-01
6.662654524581142823e+02,3.922886816542625610e-03,-6.010547736472911851e+01,9.664287654619256873e-01
6.724427423484235078e+02,3.886859007204979122e-03,-6.067424599537956453e+01,9.664313857267953223e-01
6.786773050723288634e+02,3.851161984060658128e-03,-6.124831471186538323e+01,9.664344847270724959e-01
6.849696716357440209e+02,3.815792711911125679e-03,-6.182770187124474859e+01,9.664374643508079066e-01
6.913203779678120782e+02,3.780748183367821369e-03,-6.241243654917026618e+01,9.664400710066469724e-01
6.977299649665524157e+02,3.746025418599474577e-03,-6.300260560777261531e+01,9.664428074753341757e-01
7.041989785449280816e+02,3.711621465079861792e-03,-6.359825115504672510e+01,9.664455970352602288e-01
7.107279696773412070e+02,3.677533397338450527e-03,-6.419940816072428902e+01,9.664482202782219700e-01
7.173174944465605449e+02,3.643758316712819578e-03,-6.480615139215817067e+01,9.664509919307925356e-01
7.239681140910862496e+02,3.610293351105298143e-03,-6.541849256970400006e+01,9.664533320223139823e-01
7.306803950529491658e+02,3.577135654738050619e-03,-6.603652520092094846e+01,9.664558736245709714e-01
7.374549090259546347e+02,3.544282407915044786e-03,-6.666027997156936635e+01,9.664583127210492064e-01
7.442922330043750208e+02,3.511730816781355458e-03,-6.728983467140034236e+01,9.664608691828908693e-01
7.511929493320952815e+02,3.479478113088685376e-03,-6.792522044639393641e+01,9.664634123300810398e-01
7.581576457522102146e+02,3.447521553961552243e-03,-6.856651280964860007e+01,9.664661366325784098e-01
7.651869154570817955e+02,3.415858421663475752e-03,-6.921375938134008265e+01,9.664689901879778278e-01
7.722813571388634273e+02,3.384486023369159824e-03,-6.986695188993058991e+01,9.664709927336201378e-01
7.794415750404934897e+02,3.353401690936674839e-03,-7.052623729295123667e+01,9.664734864827607685e-01
7.866681790071573914e+02,3.322602780680306012e-03,-7.119162572436999881e+01,9.664758897456042774e-01
7.939617845382275618e+02,3.292086673148730824e-03,-7.186316782482739995e+01,9.664780072528057486e-01
8.013230128396878627e+02,3.261850772902086248e-03,-7.254095716897344914e+01,9.664804396187790525e-01
8.087524908770441243e+02,3.231892508294365030e-03,-7.322501645020216188e+01,9.664826390254794841e-01
8.162508514287220578e+02,3.202209331252925395e-03,-7.391544575696775610e+01,9.664851778580312303e-01
8.238187331399601590e+02,3.172798717066216412e-03,-7.461227175062072092e+01,9.664876785150433580e-01
8.314567805772055635e+02,3.143658164167284497e-03,-7.531553216158096120e+01,9.664897810376322784e-01
8.391656442830144442e+02,3.114785193925051487e-03,-7.602533401830331172e+01,9.664921250450063672e-01
8.469459808314576321e+02,3.086177350431373867e-03,-7.674172024706433604e+01,9.664945468764800651e-01
8.547984528840405574e+02,3.057832200295429459e-03,-7.746471820009531939e+01,9.664965119086366130e-01
8.627237292461442166e+02,3.029747332437882079e-03,-7.819440269254823761e+01,9.664982597241634776e-01
8.707224849239903506e+02,3.001920357884824142e-03,-7.893092411810869180e+01,9.665008771112697517e-01
8.787954011821310587e+02,2.974348909568380606e-03,-7.967425338794903666e+01,9.665032427999409315e-01
8.869431656014704686e+02,2.947030642123760202e-03,-8.042438662275202432e+01,9.665044577982102592e-01
8.951664721378292597e+02,2.919963231691635741e-03,-8.118163780778799321e+01,9.665077305467667523e-01
9.034660211810515875e+02,2.893144375722522810e-03,-8.194579768913425255e+01,9.665096005510659394e-01
9.118425196146562257e+02,2.866571792779826211e-03,-8.271705424596223111e+01,9.665115573100444557e-01
9.202966808760410231e+02,2.840243222348437513e-03,-8.349548185435452297e+01,9.665137732061857001e-01
9.288292250172479498e+02,2.814156424642888510e-03,-8.428109372588927783e+01,9.665155721599825167e-01
9.374408787662981695e+02,2.788309180415726729e-03,-8.507400265079695600e+01,9.665175267620577104e-01
9.461323755890759912e+02,2.762699290772996363e-03,-8.587426372358841320e+01,9.665194523645310731e-01
9.549044557518068359e+02,2.737324576985056268e-03,-8.668197281646713748e+01,9.665216913223125816e-01
9.637578663841069329e+02,2.712182880304059296e-03,-8.749714019133513432e+01,9.665235478761508015e-01
9.726933615426158894e+02,2.687272061779433230e-03,-8.831987772536854209e+01,9.665255443819182890e-01
9.817117022752183857e+02,2.662590002077802609e-03,-8.915022313813381061e+01,9.665273491676283912e-01
9.908136566858655669e+02,2.638134601303132598e-03,-8.998833566550266028e+01,9.665297940014665468e-01
9.999999999999989768e+02,2.613903778818649215e-03,-9.083414843107473757e+01,9.665315715373646865e-01
