# reg_params,l2,l1,Huber 0.01,Huber 0.02,Huber 0.03,Huber 0.06,Huber 0.10,Huber 0.18,Huber 0.32,Huber 0.56,Huber 1.00,BO
6.135907273413176100e+00,8.669922471533120234e-01,8.603380853473823198e-01,9.982680950068304471e-01,9.969255875493148178e-01,9.945500849177441038e-01,9.903640724924084315e-01,9.830458850551074823e-01,9.704554032081856851e-01,9.495438399023981013e-01,9.176900287306308801e-01,8.794990476124253664e-01,6.197755182845332556e-01
7.054802310718645053e+00,8.770120461543005064e-01,8.751077662666556511e-01,9.984932383096295494e-01,9.973246571119640524e-01,9.952556193956004771e-01,9.916056065674639930e-01,9.852118994307048627e-01,9.741731526304427957e-01,9.557211313046353185e-01,9.272654852064723396e-01,8.922108762216341971e-01,6.197755182845332556e-01
8.111308307896871739e+00,8.869878109483331219e-01,8.887034072314858868e-01,9.986891686254272260e-01,9.976720873347142415e-01,9.958703122780573347e-01,9.926887184822281718e-01,9.871059896255659494e-01,9.774378839471271618e-01,9.611868994767921448e-01,9.358563766899468117e-01,9.039124601298105244e-01,6.197755182845332556e-01
9.326033468832198636e+00,8.967480896621657926e-01,9.011222403619083554e-01,9.988596568334079384e-01,9.979745147635843416e-01,9.964057328278874692e-01,9.936332406462555777e-01,9.887611158962325009e-01,9.803011792960856230e-01,9.660121690354718238e-01,9.435323679189908663e-01,9.146039054741915697e-01,6.197755182845332556e-01
1.072267222010323096e+01,9.061577410335960314e-01,9.123912977208168407e-01,9.990080015733463492e-01,9.982377440168956895e-01,9.968720180549386356e-01,9.944566269887580301e-01,9.902065446550742944e-01,9.828096601303371038e-01,9.702636600926387578e-01,9.503665695145017134e-01,9.243093936587031267e-01,6.197755182845332556e-01
1.232846739442065953e+01,9.151151507689976317e-01,9.225589132399962811e-01,9.991370632519936956e-01,9.984668250938071310e-01,9.972780175808396708e-01,9.951741891198249146e-01,9.914681614992510994e-01,9.850051975586956443e-01,9.740032229908039962e-01,9.564325622177350938e-01,9.330704830088257795e-01,6.197755182845332556e-01
1.417474162926804837e+01,9.235488211754454557e-01,9.316878357405546929e-01,9.992493599404794757e-01,9.986661884199240502e-01,9.976314911290334875e-01,9.957993828703683992e-01,9.925688503413448993e-01,9.869252687785514677e-01,9.772876724100366674e-01,9.618023627005307663e-01,9.409406501464442352e-01,6.197755182845332556e-01
1.629750834620643474e+01,9.314134044594181150e-01,9.398494590580256380e-01,9.993470453755558536e-01,9.988396564822913382e-01,9.979391744964869471e-01,9.963439540338658862e-01,9.935287302057782544e-01,9.886032088632853432e-01,9.801686755334757528e-01,9.665448360006784201e-01,9.479805988232654634e-01,6.197755182845332556e-01
1.873817422860383175e+01,9.386856831763138453e-01,9.471196326093662687e-01,9.994320329606731779e-01,9.989905987959104561e-01,9.982069854488320182e-01,9.968182220407563188e-01,9.943655384151134369e-01,9.900686571548161785e-01,9.826929998931456245e-01,9.707248779603131483e-01,9.542548272976852930e-01,6.197755182845332556e-01
2.154434690031886745e+01,9.453604977067850967e-01,9.535752332209351811e-01,9.995059658273910408e-01,9.991219281323441281e-01,9.984400633220964494e-01,9.972311868943610769e-01,9.950948273752764361e-01,9.913478252954236458e-01,9.849026612025155725e-01,9.744027572025891759e-01,9.598287924091940537e-01,6.197755182845332556e-01
2.477076355991713896e+01,9.514469241893807050e-01,9.592918189589459965e-01,9.995702746527764804e-01,9.992361819801084399e-01,9.986428901370953959e-01,9.975907133687763606e-01,9.957302381432736604e-01,9.924638614100640410e-01,9.868352538453164513e-01,9.776338929217497364e-01,9.647669203638853386e-01,6.197755182845332556e-01
2.848035868435804829e+01,9.569648833583067615e-01,9.643420181327391205e-01,9.996262260092177998e-01,9.993355915743349360e-01,9.988193945884121794e-01,9.979036915055276014e-01,9.962837439593394961e-01,9.934371885852348871e-01,9.885243053138010882e-01,9.804688366955084389e-01,9.691312396946002439e-01,6.197755182845332556e-01
3.274549162877731590e+01,9.619420157580094166e-01,9.687943103140651546e-01,9.996748862014892545e-01,9.994220635281231280e-01,9.989729639389492988e-01,9.981760980126103133e-01,9.967657863326111478e-01,9.942857331697277923e-01,9.899995491637615386e-01,9.829533028066846922e-01,9.729803297066370593e-01,6.197755182845332556e-01
3.764935806792471595e+01,9.664112303761988043e-01,9.727125143404029561e-01,9.997172191402025065e-01,9.994972938548521979e-01,9.991065857171106401e-01,9.984131839100017780e-01,9.971855342402341504e-01,9.950252800455081648e-01,9.912873579088428144e-01,9.851284783684558510e-01,9.763688660199292269e-01,6.197755182845332556e-01
4.328761281083061618e+01,9.704084884486726681e-01,9.761553576357319129e-01,9.997540387613549351e-01,9.995627339761397057e-01,9.992228370939438831e-01,9.986195029695520420e-01,9.975509742511383671e-01,9.956696484326064134e-01,9.924109986877746037e-01,9.870312142987548443e-01,9.793472277302348594e-01,6.197755182845332556e-01
4.977023564332113637e+01,9.739712090290381097e-01,9.791764637297672991e-01,9.997860680356809304e-01,9.996196619911335013e-01,9.993239773542212934e-01,9.987990400028133875e-01,9.978690966019111430e-01,9.962309623894903821e-01,9.933909978333131940e-01,9.886943933396524775e-01,9.819614782232448658e-01,6.197755182845332556e-01
5.722367659350219782e+01,9.771369121219136700e-01,9.818244032454654935e-01,9.998139251860149734e-01,9.996691793927687808e-01,9.994119628262357891e-01,9.989552567414120565e-01,9.981459915964736584e-01,9.967198229170021184e-01,9.942454038678534278e-01,9.901472240287965132e-01,9.842533852471234690e-01,6.197755182845332556e-01
6.579332246575683030e+01,9.799422789604610440e-01,9.841429288545220366e-01,9.998381559079820846e-01,9.997122525794829295e-01,9.994885045702047721e-01,9.990911772020117931e-01,9.983869807511357441e-01,9.971455097050561101e-01,9.949900810112728422e-01,9.914155944746728677e-01,9.862606111407360432e-01,6.197755182845332556e-01
7.564633275546290747e+01,9.824224606069498211e-01,9.861712414376627711e-01,9.998592329891282660e-01,9.997497205113224927e-01,9.995550900641937409e-01,9.992094334922396737e-01,9.985967028718036875e-01,9.975161305385090715e-01,9.956389450694309584e-01,9.925223811588289591e-01,9.880169312100839374e-01,6.197755182845332556e-01
8.697490026177834466e+01,9.846106118343300739e-01,9.879443100949120149e-01,9.998775619079256494e-01,9.997823073440766928e-01,9.996130081499281506e-01,9.993123120203422083e-01,9.987791960778930056e-01,9.978387606471759153e-01,9.962041844208371355e-01,9.934877509633898152e-01,9.895524985266335172e-01,6.197755182845332556e-01
1.000000000000000000e+02,9.865376282451986389e-01,9.894932422699697083e-01,9.998935118715084336e-01,9.998106596315973205e-01,9.996633970467292407e-01,9.994018202564349806e-01,9.989379963757083480e-01,9.981195929588100313e-01,9.966964863677577613e-01,9.943294719313133800e-01,9.908941557394154165e-01,6.197755182845332556e-01
