# # alphas_L2, errors_L2, lambdas_L2, errors_L1, lambdas_L1, errors_Huber,lambdas_Huber, huber_params, errors_BO
6.543624161073825773e-02,5.781433769879673612e-02,1.000000000000000021e-08,1.984423594191842000e-02,2.084845036536295826e-01,1.478258465139914435e-02,1.549173074335531697e-02,4.079117701712500210e-01,1.286978762303736534e-02
6.711409395973154390e-02,5.911195191878659827e-02,1.000000000000000021e-08,1.992802794593906413e-02,2.039208829761955943e-01,1.487731556036164804e-02,1.394547523440347984e-02,4.049826740896883548e-01,1.291794535576418212e-02
6.879194630872483007e-02,6.041457092161794939e-02,1.000000000000000021e-08,2.001237579874071137e-02,1.993612430242418243e-01,1.497237403454088067e-02,1.241647421781992555e-02,4.021186005603757385e-01,1.296625007002538688e-02
7.046979865771811624e-02,6.172219470298445643e-02,1.000000000000000021e-08,2.009728460350368451e-02,1.948057932951716698e-01,1.506777280081061932e-02,1.090441804585763792e-02,3.993164295655741713e-01,1.301470634856549680e-02
7.214765100671140241e-02,6.303482326458809126e-02,1.000000000000000021e-08,2.018275952137127405e-02,1.902545977673055222e-01,1.516352421802746875e-02,9.409131401603649039e-03,3.965733380334782732e-01,1.306331863648502178e-02
7.382550335570470246e-02,6.435245660477306728e-02,1.000000000000000021e-08,2.026880577155254493e-02,1.857075430724365317e-01,1.525964030942450478e-02,7.930047805428046270e-03,3.938868249887066408e-01,1.311209125904255757e-02
7.550335570469798863e-02,6.567509472350763211e-02,1.000000000000000021e-08,2.035542864152350973e-02,1.811651842029148585e-01,1.535613279438119427e-02,6.467019582993613520e-03,3.912542992281750620e-01,1.316102842922273197e-02
7.718120805369127480e-02,6.700273762263897481e-02,1.000000000000000021e-08,2.044263347504715611e-02,1.766267939873824022e-01,1.545301311389946086e-02,5.019579026631863089e-03,3.886735779519021605e-01,1.321013425861305990e-02
7.885906040268456096e-02,6.833538530405025568e-02,1.000000000000000021e-08,2.053042568608054452e-02,1.720930782762377653e-01,1.555029245774375291e-02,3.587670618462757838e-03,3.861423950738506194e-01,1.325941276567199623e-02
8.053691275167784713e-02,6.967303775980870917e-02,1.000000000000000021e-08,2.061881074876392717e-02,1.675633456098176155e-01,1.564798178536741524e-02,2.170845022362861802e-03,3.836588018479599738e-01,1.330886788031859780e-02
8.221476510067113330e-02,7.101569500033444449e-02,1.000000000000000021e-08,2.070779420340240762e-02,1.630383006384655831e-01,1.574609184830633168e-02,7.689379002342042668e-04,3.812209374786925675e-01,1.335850345141764706e-02
8.389261744966443335e-02,7.236335701659335484e-02,1.000000000000000021e-08,2.079738165800004701e-02,1.585174992789230575e-01,1.584464353945769233e-02,1.000000000000000021e-08,3.787620325627006901e-01,1.340832326602703350e-02
8.557046979865771952e-02,7.371602381389474878e-02,1.000000000000000021e-08,2.088757878800073797e-02,1.540016275266991030e-01,1.594372467227911372e-02,1.000000000000000021e-08,3.762650121771969336e-01,1.345833104007809755e-02
8.724832214765100569e-02,7.507369539049557616e-02,1.000000000000000021e-08,2.097839133468637485e-02,1.494898610952528628e-01,1.604336171456899329e-02,1.000009723007678976e-08,3.738085762418327795e-01,1.350853043269584219e-02
