# reg_params,l2,l1,Huber 0.01,Huber 0.02,Huber 0.03,Huber 0.06,Huber 0.10,Huber 0.18,Huber 0.32,Huber 0.56,Huber 1.00,BO
1.873817422860383055e-03,1.105953677641541955e+00,1.106777780182792492e+00,1.095199135972758198e+00,1.105892584692207636e+00,1.105953675511571310e+00,1.105953675487139076e+00,1.105953675628716049e+00,1.105953675897343169e+00,1.105953676382749551e+00,1.105953676239993078e+00,1.105953676741580960e+00,9.615550719499895704e-01
2.154434690031884272e-03,1.105830865191952839e+00,1.106777780189282190e+00,1.086052943759820755e+00,1.105459521077024831e+00,1.105830860144229266e+00,1.105830862757639643e+00,1.105830862723333752e+00,1.105830862971157735e+00,1.105830863436890077e+00,1.105830864241341249e+00,1.105830863930796326e+00,9.615550719499895704e-01
2.477076355991711300e-03,1.105689852069309698e+00,1.106777779453569144e+00,1.074013116442776639e+00,1.104207456669354714e+00,1.105689687529243237e+00,1.105689850660596774e+00,1.105689850854071565e+00,1.105689850802497265e+00,1.105689851126828938e+00,1.105689851639717780e+00,1.105689852301469100e+00,9.615550719499895704e-01
2.848035868435802066e-03,1.105527977303544906e+00,1.106777780089299057e+00,1.059879368290398638e+00,1.101235946976116153e+00,1.105524005193823989e+00,1.105527975542174746e+00,1.105527975704286625e+00,1.105527975998065848e+00,1.105527975905535643e+00,1.105527976276696744e+00,1.105527976702914028e+00,9.615550719499895704e-01
3.274549162877728528e-03,1.105342196651576625e+00,1.106777780290183921e+00,1.044693741265549480e+00,1.095621564893402455e+00,1.105296629847177137e+00,1.105342194392063826e+00,1.105342194327864513e+00,1.105342194592886962e+00,1.105342195070640132e+00,1.105342194919815890e+00,1.105342195452035936e+00,9.615550719499895704e-01
3.764935806792467539e-03,1.105129034891845219e+00,1.106777779445651921e+00,1.029491373974442459e+00,1.086880394868830813e+00,1.104833815977273925e+00,1.105129032316854110e+00,1.105129033481888179e+00,1.105129033672459293e+00,1.105129033979575404e+00,1.105129034405344157e+00,1.105129034063639715e+00,9.615550719499895704e-01
4.328761281083061754e-03,1.104884536712093634e+00,1.106777781116278891e+00,1.015147272245203292e+00,1.075196956715159136e+00,1.103647032178246778e+00,1.104884438144739356e+00,1.104884533902257493e+00,1.104884534268465002e+00,1.104884534149221276e+00,1.104884534670123486e+00,1.104884535346241536e+00,9.615550719499895704e-01
4.977023564332113716e-03,1.104604189644689427e+00,1.106777780698548375e+00,1.002305388440691836e+00,1.061313609113035072e+00,1.100884544198006409e+00,1.104601571131573756e+00,1.104604186924039277e+00,1.104604187227151924e+00,1.104604187112500080e+00,1.104604187541604832e+00,1.104604188111694585e+00,9.615550719499895704e-01
5.722367659350220161e-03,1.104282869673277157e+00,1.106777780030829605e+00,9.913645362163202579e-01,1.046251200205350562e+00,1.095613859493869136e+00,1.104250048646345128e+00,1.104282867857361516e+00,1.104282868113296123e+00,1.104282868546495378e+00,1.104282869211671958e+00,1.104282868760296576e+00,9.615550719499895704e-01
6.579332246575681983e-03,1.103914763528055953e+00,1.106777779634837700e+00,9.825008683330503922e-01,1.031050876681017137e+00,1.087281684750368349e+00,1.103687087558143709e+00,1.103914760290459984e+00,1.103914760733914591e+00,1.103914761103825803e+00,1.103914761667023292e+00,1.103914762354725854e+00,9.615550719499895704e-01
7.564633275546290940e-03,1.103493279952286965e+00,1.106777780862293614e+00,9.757105236519181268e-01,1.016609239306906165e+00,1.075984308580576032e+00,1.102487574272561721e+00,1.103493225805362909e+00,1.103493278168567349e+00,1.103493277988736976e+00,1.103493278456231685e+00,1.103493279021789508e+00,9.615550719499895704e-01
8.697490026177834635e-03,1.103010976767769602e+00,1.106777779806768391e+00,9.708592620240023008e-01,1.003598522044048202e+00,1.062397895553578664e+00,1.099863963121807675e+00,1.103009359686393243e+00,1.103010975828005780e+00,1.103010976229437556e+00,1.103010975863480736e+00,1.103010976157361656e+00,9.615550719499895704e-01
1.000000000000000021e-02,1.102459467764305812e+00,1.106777780333219718e+00,9.677299703950025256e-01,9.924463719758422897e-01,1.047512865064088139e+00,1.094895417627870682e+00,1.102437118127648885e+00,1.102459466066111782e+00,1.102459466565166135e+00,1.102459467370215052e+00,1.102459468453743430e+00,9.615550719499895704e-01
1.149756995397735633e-02,1.101829328102771566e+00,1.106777781531092408e+00,9.660629673643661430e-01,9.833543917227269837e-01,1.032369275071147285e+00,1.086971762659218355e+00,1.101662247101320657e+00,1.101829325901633183e+00,1.101829325868651566e+00,1.101829326435754819e+00,1.101829327116955248e+00,9.615550719499895704e-01
1.321941148466028795e-02,1.101110009482844099e+00,1.106777781220105616e+00,9.655871395968317339e-01,9.763387573316539836e-01,1.017880665719042232e+00,1.076099358012708507e+00,1.100328189809582025e+00,1.101109982359012252e+00,1.101110008007319507e+00,1.101110007600857976e+00,1.101110008173692645e+00,9.615550719499895704e-01
1.519911082952933069e-02,1.100289757289897974e+00,1.106777780882772788e+00,9.660418946011219976e-01,9.712793244214359412e-01,1.004744974530068280e+00,1.062876999512460063e+00,1.097732221844144984e+00,1.100288858527578517e+00,1.100289755952593707e+00,1.100289756833715105e+00,1.100289756214797521e+00,9.615550719499895704e-01
1.747528400007684890e-02,1.099355538125561305e+00,1.106777780389038179e+00,9.671910194564576901e-01,9.679675899491636537e-01,9.934177194626486740e-01,1.048251485223849144e+00,1.092994939452960113e+00,1.099341690991772591e+00,1.099355534760089625e+00,1.099355535483953039e+00,1.099355536422412127e+00,9.615550719499895704e-01
2.009233002565048026e-02,1.098292976519406938e+00,1.106777782345678585e+00,9.688300105935143680e-01,9.661479590800612360e-01,9.841261159078253939e-01,1.033250781873805924e+00,1.085470221406987346e+00,1.098180287108156961e+00,1.098292973316724819e+00,1.098292973978229670e+00,1.098292974746087225e+00,9.615550719499895704e-01
2.310129700083160542e-02,1.097086339711331293e+00,1.106777780640261666e+00,9.707885462635357232e-01,9.655499988747995310e-01,9.769071885346416462e-01,1.018797584686763846e+00,1.075075773821458469e+00,1.096523113894501522e+00,1.097086329750315503e+00,1.097086340135778659e+00,1.097086339231708063e+00,9.615550719499895704e-01
2.656087782946686682e-02,1.095718552571900650e+00,1.106777780959979474e+00,9.729296419993274103e-01,9.659114662144788754e-01,9.716559825951174290e-01,1.005610761334702286e+00,1.062318743253501951e+00,1.093779476483649704e+00,1.095718135642982149e+00,1.095718550130260427e+00,1.095718551140053343e+00,9.615550719499895704e-01
3.053855508833415444e-02,1.094171242401899224e+00,1.106777780483489515e+00,9.751467735318528618e-01,9.669930837217227682e-01,9.681737382006893045e-01,9.941714244271581125e-01,1.048082733861019911e+00,1.089154558747001289e+00,1.094163965854470399e+00,1.094171240487527452e+00,1.094171241051054899e+00,9.615550719499895704e-01
3.511191734215130672e-02,1.092424908496697267e+00,1.106777782472396332e+00,9.773599552163830806e-01,9.685865926036290041e-01,9.662099853139461958e-01,9.847319738697071223e-01,1.033365848299261813e+00,1.082001637461452059e+00,1.092359345166273199e+00,1.092424906933343376e+00,1.092424907434204284e+00,9.615550719499895704e-01
4.037017258596553582e-02,1.090459136583086019e+00,1.106777781878031108e+00,9.795114669744907632e-01,9.705177443786028313e-01,9.654958525527363999e-01,9.773510215769970477e-01,1.019086460040732334e+00,1.072158200803638994e+00,1.090104216715788610e+00,1.090459134148573650e+00,1.090459137770034559e+00,9.615550719499895704e-01
4.641588833612782239e-02,1.088252953319799321e+00,1.106777781241577552e+00,9.815616891887822826e-01,9.726458027945277252e-01,9.657681553402214236e-01,9.719401395256810350e-01,1.005975444595034185e+00,1.060022597003467570e+00,1.086952254904435700e+00,1.088252814295546989e+00,1.088252952347413371e+00,9.615550719499895704e-01
5.336699231206312732e-02,1.085785305233840425e+00,1.106777780867704841e+00,9.834853065747234391e-01,9.748608698557325036e-01,9.667851003116391118e-01,9.683118526028807738e-01,9.945346462057952364e-01,1.046386177980069832e+00,1.082252260874189576e+00,1.085782457547067370e+00,1.085785304378067195e+00,9.615550719499895704e-01
6.135907273413175600e-02,1.083035720368695998e+00,1.106777780968518421e+00,9.852680081815934354e-01,9.770800581944039109e-01,9.683350784676052481e-01,9.662223147916524368e-01,9.850399742941737813e-01,1.032188073558567787e+00,1.075414409915302016e+00,1.083006449203887112e+00,1.083035719038805134e+00,9.615550719499895704e-01
7.054802310718645553e-02,1.079985127796223132e+00,1.106777774412867954e+00,9.869037208162378949e-01,9.792432431692197348e-01,9.702402076271933185e-01,9.654055604779553379e-01,9.775721340815752836e-01,1.018318646197251987e+00,1.066220238414467447e+00,1.079809272503542861e+00,1.079985128453953225e+00,9.615550719499895704e-01
8.111308307896872294e-02,1.076616891338594284e+00,1.106777352998388420e+00,9.883923527440232615e-01,9.813088719486477984e-01,9.723562036160822153e-01,9.655985973856925364e-01,9.720609682111520655e-01,1.005503954580625026e+00,1.054943507820369941e+00,1.075916900354898731e+00,1.076616865222634445e+00,9.615550719499895704e-01
9.326033468832199691e-02,1.072918016616857484e+00,1.106769366199065852e+00,9.897380017602047664e-01,9.832501194623276541e-01,9.745699312022643168e-01,9.665580336805210671e-01,9.683325681901288062e-01,9.942564516769030192e-01,1.042243046188029654e+00,1.070888350761479924e+00,1.072917364520824979e+00,9.615550719499895704e-01
1.072267222010323123e-01,1.068880559764429306e+00,1.106695911508612129e+00,9.909475615008449534e-01,9.850515292140784585e-01,9.767956930455234943e-01,9.680696330665216065e-01,9.661520916902329725e-01,9.848711285680313843e-01,1.028952935667052149e+00,1.064272937476589798e+00,1.068872521239188300e+00,9.615550719499895704e-01
1.232846739442065853e-01,1.064503139155704936e+00,1.106310243107190505e+00,9.920296578005896038e-01,9.867061816858541112e-01,9.789710148294159531e-01,9.699524281346186827e-01,9.652586923218018367e-01,9.774505173881615772e-01,1.015894649679540906e+00,1.055849434390546238e+00,1.064447137968105750e+00,9.615550719499895704e-01
1.417474162926804782e-01,1.059792538577022825e+00,1.104998482187846243e+00,9.929938601000097842e-01,9.882133839640367956e-01,9.810524468575151369e-01,9.720589990295104288e-01,9.653915105461943202e-01,9.719450714525081914e-01,1.003758041708568971e+00,1.045766622432685145e+00,1.059541329412847732e+00,9.615550719499895704e-01
1.629750834620645183e-01,1.054765237923086518e+00,1.101811438520739816e+00,9.938501052214862019e-01,9.895768244402850522e-01,9.830116764693638265e-01,9.742732773246308708e-01,9.663071784869391445e-01,9.681980981949613874e-01,9.930453417065981947e-01,1.034506299454147182e+00,1.053963334842098476e+00,9.615550719499895704e-01
1.873817422860384885e-01,1.049448769788206226e+00,1.095840535169551710e+00,9.946082891945281501e-01,9.908031335819640351e-01,9.848321123046164249e-01,9.765069722214686498e-01,9.677901432544148141e-01,9.659878192990758450e-01,9.840596945378629057e-01,1.022733452304711355e+00,1.047483083923411051e+00,9.615550719499895704e-01
2.154434690031884481e-01,1.043882731082861781e+00,1.086677040652257675e+00,9.952779885148952399e-01,9.919007845608213136e-01,9.865059956367796534e-01,9.786954161977474698e-01,9.696573855119713370e-01,9.650624501841225111e-01,9.769225547031158419e-01,1.011136531256004334e+00,1.039960911207312932e+00,9.615550719499895704e-01
2.477076355991711387e-01,1.038119252321599184e+00,1.074595795181474189e+00,9.958682847553212980e-01,9.928792793306873143e-01,9.880320366728666537e-01,9.807933737417919851e-01,9.717591481962184474e-01,9.651667981464188140e-01,9.716076203900833042e-01,1.000314763077434943e+00,1.031460168762927232e+00,9.615550719499895704e-01
2.848035868435802032e-01,1.032222760727932620e+00,1.060404656728692219e+00,9.963876502848673100e-01,9.937485417873376248e-01,9.894135144547704375e-01,9.827711196831631080e-01,9.739770297693991497e-01,9.660605305111008567e-01,9.679812283608988377e-01,9.907195316871760804e-01,1.022265642283506804e+00,9.615550719499895704e-01
3.274549162877728459e-01,1.026268892981829328e+00,1.045153708378210533e+00,9.968438988992502914e-01,9.945184991584493650e-01,9.906567990576583549e-01,9.846109837993471947e-01,9.762205985973196887e-01,9.675292474564408662e-01,9.658418471416138074e-01,9.826365167385338051e-01,1.012811668867077852e+00,9.615550719499895704e-01
3.764935806792467643e-01,1.020342480981742295e+00,1.029884536720504062e+00,9.972441630823882797e-01,9.951987846705639962e-01,9.917702133479329163e-01,9.863044067226420797e-01,9.784233261926910119e-01,9.693898532512061905e-01,9.649540834719564364e-01,9.761944621777220998e-01,1.003576647282153012e+00,9.615550719499895704e-01
4.328761281083061685e-01,1.014534609818525279e+00,1.015476684695568510e+00,9.975949067899800848e-01,9.957985514007001715e-01,9.927631880016895005e-01,9.878495251599687110e-01,9.805384287950109634e-01,9.714917815148367275e-01,9.650751791059881679e-01,9.713898566608105689e-01,9.949943414962019173e-01,9.615550719499895704e-01
4.977023564332113681e-01,1.008938869153103379e+00,1.002576860661431812e+00,9.979019511315244673e-01,9.963263566068712995e-01,9.936456392623729261e-01,9.892492298195293410e-01,9.825349455778160657e-01,9.737154683551896284e-01,9.659737103186035734e-01,9.681192407998825411e-01,9.874012432372083481e-01,9.615550719499895704e-01
5.722367659350220404e-01,1.003647032289381791e+00,9.915852044359045880e-01,9.981705101118276691e-01,9.967901001516608073e-01,9.944275246372493715e-01,9.905096420470642649e-01,9.843942498339578462e-01,9.759692158548205487e-01,9.674413084650269612e-01,9.662127314731633332e-01,9.810165783928888050e-01,9.615550719499895704e-01
6.579332246575682053e-01,9.987444855106970554e-01,9.826781753061943903e-01,9.984052315494370555e-01,9.971970010664141792e-01,9.951185352757354607e-01,9.916389433530491404e-01,9.861070692876935384e-01,9.781852779735035197e-01,9.692986952878265283e-01,9.654643210825946120e-01,9.759445295208651894e-01,9.615550719499895704e-01
7.564633275546290836e-01,9.943057938072945579e-01,9.758515791956895447e-01,9.986102395626984540e-01,9.975536000666602732e-01,9.957278915579370615e-01,9.926464974576868494e-01,9.876710247101414542e-01,9.803157846155273747e-01,9.713975240433954106e-01,9.656564872105988240e-01,9.721894447382841697e-01,9.615550719499895704e-01
8.697490026177834288e-01,9.903908340732053839e-01,9.709705256112980409e-01,9.987892103373209318e-01,9.978658136662260647e-01,9.962642509937733593e-01,9.935422234132436081e-01,9.890886682261144092e-01,9.823288802154500621e-01,9.736193836283535408e-01,9.665783111520754867e-01,9.696775762864119352e-01,9.615550719499895704e-01
1.000000000000000000e+00,9.870418129041274025e-01,9.678170811548362229e-01,9.989453667869734321e-01,9.981389182939364169e-01,9.967355887703182038e-01,9.943361090726415830e-01,9.903658967813433467e-01,9.842052082344987518e-01,9.758730018731681666e-01,9.680373126136282425e-01,9.682807229069525512e-01,9.615550719499895704e-01
1.149756995397735571e+00,9.842815163844862436e-01,9.661307142609091292e-01,9.990815567506640127e-01,9.983776285418968222e-01,9.971492097875013227e-01,9.950379012687263769e-01,9.915107645232802414e-01,9.859349365461959058e-01,9.780906417210097903e-01,9.698660737251589836e-01,9.678386987327008972e-01,9.615550719499895704e-01
1.321941148466028615e+00,9.821128952373054943e-01,9.656395343572479195e-01,9.992002967173710948e-01,9.985861459542791918e-01,9.975117548183320970e-01,9.956569126243731693e-01,9.925325986355376662e-01,9.875152951927554934e-01,9.802242383213710664e-01,9.719248150802239916e-01,9.681785294732679903e-01,9.615550719499895704e-01
1.519911082952933201e+00,9.805199582049334284e-01,9.660822132307930188e-01,9.993037860237580228e-01,9.987681820466109972e-01,9.978291991958321283e-01,9.962018635410464507e-01,9.934413057900599586e-01,9.889485393447373651e-01,9.822416057524231414e-01,9.741010438403683303e-01,9.691292524502359562e-01,9.615550719499895704e-01
1.747528400007682947e+00,9.794698946026046960e-01,9.672219037943720066e-01,9.993939557248747718e-01,9.989270186606107327e-01,9.981069026868319982e-01,9.966808265077717888e-01,9.942469122046718732e-01,9.902403860741164632e-01,9.841230553237156897e-01,9.763074638481087364e-01,9.705322865898967644e-01,9.615550719499895704e-01
2.009233002565046000e+00,9.789161344189621916e-01,9.688535885435458628e-01,9.994725095034530105e-01,9.990655614328385337e-01,9.983496614944373793e-01,9.971012074235621192e-01,9.949592431467806364e-01,9.913988050482079872e-01,9.858584629278270839e-01,9.784788979468806991e-01,9.722477132277458356e-01,9.615550719499895704e-01
2.310129700083157989e+00,9.788018986742987870e-01,9.708064843419641488e-01,9.995409234572769641e-01,9.991863522571362566e-01,9.985617249750445845e-01,9.974697168452720808e-01,9.955876718238607648e-01,9.924330636867749744e-01,9.874447714507784690e-01,9.805687790640720269e-01,9.741571625199587636e-01,9.615550719499895704e-01
2.656087782946689568e+00,9.790640951369198319e-01,9.729432467058436451e-01,9.996004955975168471e-01,9.992916317800261128e-01,9.987468672352555199e-01,9.977924166485833135e-01,9.961410091853691862e-01,9.933530762821749516e-01,9.888840266659961742e-01,9.825457517750726399e-01,9.761643025889988889e-01,9.615550719499895704e-01
3.053855508833418497e+00,9.796370158267577732e-01,9.751570706695961155e-01,9.996523662937543131e-01,9.993833720642100182e-01,9.989084307996952683e-01,9.980747514754513272e-01,9.966274248287588788e-01,9.941689109815473602e-01,9.901817898263369777e-01,9.843904951383369850e-01,9.781936162957122205e-01,9.615550719499895704e-01
3.511191734215134641e+00,9.804556294263088168e-01,9.773677317695131928e-01,9.996975220580218702e-01,9.994632919165667984e-01,9.990493542755349843e-01,9.983215738442786646e-01,9.970543979431957249e-01,9.948904314149646932e-01,9.913458940302987132e-01,9.860929248409951997e-01,9.801881688738326437e-01,9.615550719499895704e-01
4.037017258596558023e+00,9.814583150054131400e-01,9.795173217079350403e-01,9.997368228462442108e-01,9.995328950150195180e-01,9.991722234810002101e-01,9.985371995791244570e-01,9.974287261016768769e-01,9.955270796267217115e-01,9.923855278369518862e-01,9.876498632826528068e-01,9.821069567333519101e-01,9.615550719499895704e-01
4.641588833612781961e+00,9.825888978052309541e-01,9.815660831613906012e-01,9.997710254173162170e-01,9.995935031741643995e-01,9.992793175647566306e-01,9.987254623521814034e-01,9.977565526275353758e-01,9.960877411025439443e-01,9.933105560588191274e-01,9.890631290559644961e-01,9.839221489265805864e-01,9.615550719499895704e-01
5.336699231206313065e+00,9.837979617287710976e-01,9.834885973090535805e-01,9.998007928402405931e-01,9.996462748250766195e-01,9.993726398152910084e-01,9.988897553692958065e-01,9.980433950130209730e-01,9.965806594320782974e-01,9.941310182957218133e-01,9.903380005844123479e-01,9.856164546991592612e-01,9.615550719499895704e-01
6.135907273413176100e+00,9.850435179619473347e-01,9.852704727724101996e-01,9.998267015620014853e-01,9.996922202223900156e-01,9.994539445832673064e-01,9.990330706808642214e-01,9.982941811140390032e-01,9.970133961224478814e-01,9.948567771749363686e-01,9.914820198023689413e-01,9.871807694448220261e-01,9.615550719499895704e-01
7.054802310718645053e+00,9.862911121682085280e-01,9.869055562548930682e-01,9.998492405176357956e-01,9.997322078094438291e-01,9.995247544512926297e-01,9.991580291207324827e-01,9.985132824610996050e-01,9.973928145988425475e-01,9.954972724401139894e-01,9.925040709100910741e-01,9.886121425416978248e-01,9.615550719499895704e-01
8.111308307896871739e+00,9.875135515139751297e-01,9.883937147101481413e-01,9.998688514432131358e-01,9.997670111368053281e-01,9.995864173058897073e-01,9.992669505194088364e-01,9.987045929911756437e-01,9.977251310010152308e-01,9.960614077702872882e-01,9.934137403903250396e-01,9.899121384163228621e-01,9.615550719499895704e-01
9.326033468832198636e+00,9.886902778956681015e-01,9.897390146520149701e-01,9.998859193570461823e-01,9.997973051002578826e-01,9.996401116027673339e-01,9.993618712792975423e-01,9.988715571419839456e-01,9.980159276381446176e-01,9.965574476135210524e-01,9.942208067228728297e-01,9.910854628565465285e-01,9.615550719499895704e-01
1.072267222010323096e+01,9.898065688924941874e-01,9.909483045466359608e-01,9.999007612814981849e-01,9.998236597912082413e-01,9.996868484191986370e-01,9.994445581644350041e-01,9.990171958181954803e-01,9.982701748593266755e-01,9.969929603582637911e-01,9.949348772019632747e-01,9.921388816492049401e-01,9.615550719499895704e-01
1.232846739442065953e+01,9.908527061222413002e-01,9.920302052927000291e-01,9.999136789517978352e-01,9.998465978227256690e-01,9.997275362940503118e-01,9.995165843351542234e-01,9.991441956813930103e-01,9.984923240220049401e-01,9.973748615402935336e-01,9.955652048513281560e-01,9.930804506859695069e-01,9.615550719499895704e-01
1.417474162926804837e+01,9.918230592101622278e-01,9.929942605715859072e-01,9.999249151434242977e-01,9.998665546123410852e-01,9.997629480160327153e-01,9.995793060586235512e-01,9.992548984382276789e-01,9.986863039090977390e-01,9.977093792961647667e-01,9.961204886226149302e-01,9.939188525346895897e-01,9.615550719499895704e-01
1.629750834620643474e+01,9.927152766367002279e-01,9.938503923704038456e-01,9.999346863539543273e-01,9.998839146380925635e-01,9.997937628349130579e-01,9.996339142582419957e-01,9.993513651246666019e-01,9.988555959151266261e-01,9.980021147139135351e-01,9.966088176138652166e-01,9.946629762130163588e-01,9.615550719499895704e-01
1.873817422860383175e+01,9.935295427897038456e-01,9.946084949988149848e-01,9.999431894160512035e-01,9.998990211592801991e-01,9.998205814049704321e-01,9.996814577943199387e-01,9.994354112666474776e-01,9.990032813519137411e-01,9.982580843086746869e-01,9.970376340107518498e-01,9.953216031391048935e-01,9.615550719499895704e-01
