# delta_large,l2,l1,Huber,BO
1.873817422860385093e-02,1.006629048272353888e-01,1.455558415774280689e-01,9.912940931366120978e-02,9.905096987757300298e-02
2.009233002565048026e-02,1.007820446140734738e-01,1.455559009122113778e-01,9.913001045127822763e-02,9.905038178084035749e-02
2.154434690031884619e-02,1.009097637319320562e-01,1.455559823522021290e-01,9.913059782391697716e-02,9.904980606405167087e-02
2.310129700083160542e-02,1.010466660600233268e-01,1.455560442453451842e-01,9.913116215165906908e-02,9.904924101401690884e-02
2.477076355991711387e-02,1.011934198000452589e-01,1.455561259318978173e-01,9.913171510338325554e-02,9.904868973905001095e-02
2.656087782946687029e-02,1.013507066651386790e-01,1.455561801597835547e-01,9.913223495240774952e-02,9.904814693203678466e-02
2.848035868435802240e-02,1.015193085386636440e-01,1.455562576702991162e-01,9.913275103893259832e-02,9.904762059605443092e-02
3.053855508833415791e-02,1.017000073299290097e-01,1.455563088598990085e-01,9.913323877533919415e-02,9.904710173447039967e-02
3.274549162877728875e-02,1.018936875825271482e-01,1.455563769231804638e-01,9.913372002159470675e-02,9.904659960070694158e-02
3.511191734215131366e-02,1.021012534501197777e-01,1.455564334641363811e-01,9.913417489890674617e-02,9.904610405959757280e-02
3.764935806792467365e-02,1.023237028325734155e-01,1.455564778100830736e-01,9.913461283125823975e-02,9.904562311733178248e-02
4.037017258596553582e-02,1.025621040814121976e-01,1.455565424359348548e-01,9.913504453082278012e-02,9.904515454473972191e-02
4.328761281083057244e-02,1.028175754306210887e-01,1.455565968587029246e-01,9.913545608940732556e-02,9.904469715418695586e-02
4.641588833612782239e-02,1.030913308131837791e-01,1.455566354515109850e-01,9.913585165182925429e-02,9.904424633619679508e-02
4.977023564332114236e-02,1.033846742137509711e-01,1.455566935866667855e-01,9.913623778961833111e-02,9.904381634330783335e-02
5.336699231206312039e-02,1.036989814126405562e-01,1.455567386829990095e-01,9.913660801485590923e-02,9.904339312482746127e-02
5.722367659350220681e-02,1.040357347740410443e-01,1.455567761274647598e-01,9.913696431758034500e-02,9.904298039671366460e-02
6.135907273413176294e-02,1.043965231083918699e-01,1.455568242712002025e-01,9.913731061946995382e-02,9.904257952907191687e-02
6.579332246575682330e-02,1.047830345709410693e-01,1.455568722494227085e-01,9.913764676431524592e-02,9.904218862499436504e-02
7.054802310718645553e-02,1.051970693989880967e-01,1.455569085045602673e-01,9.913796733899604696e-02,9.904180869554757294e-02
7.564633275546291113e-02,1.056405726545213142e-01,1.455569497507389620e-01,9.913828230844679013e-02,9.904143899693562680e-02
8.111308307896872294e-02,1.061155889548230924e-01,1.455569866530197487e-01,9.913858169443900969e-02,9.904107756065561041e-02
8.697490026177834288e-02,1.066243200905792055e-01,1.455570218619786083e-01,9.913886584321041084e-02,9.904072772669381131e-02
9.326033468832199691e-02,1.071691330774018347e-01,1.455570618142205674e-01,9.913914955364178105e-02,9.904039412482179561e-02
1.000000000000000056e-01,1.077524923153243552e-01,1.455570799177980934e-01,9.913941241585311204e-02,9.904005598845500025e-02
