# delta_large,l2,l1,Huber,BO
2.205130739903045534e+00,2.571729139610434700e-01,1.455914391983261780e-01,9.926893712913220646e-02,9.904888218668728150e-02
2.420128264794383366e+00,2.695074599104785307e-01,1.455974529491397274e-01,9.928989925199216415e-02,9.905165485521316704e-02
2.656087782946686460e+00,2.825564386168852860e-01,1.456040491653558533e-01,9.931258545839183327e-02,9.905468599413114195e-02
2.915053062825178731e+00,2.963239890690441136e-01,1.456112925996535523e-01,9.933714392740200516e-02,9.905800622163840607e-02
3.199267137797384475e+00,3.108085214599811685e-01,1.456192300041470045e-01,9.936371241891372996e-02,9.906163672292545019e-02
3.511191734215134641e+00,3.260021586982806419e-01,1.456279584522566228e-01,9.939247112197779899e-02,9.906561337233910081e-02
3.853528593710531691e+00,3.418902286525815626e-01,1.456375357974404317e-01,9.942358241003912411e-02,9.906996479374052811e-02
4.229242874389498752e+00,3.584508717500907160e-01,1.456480366807311189e-01,9.945723629577774005e-02,9.907472157290664327e-02
4.641588833612781961e+00,3.756547600224011685e-01,1.456595820431330068e-01,9.949364196000987093e-02,9.907994033234035491e-02
5.094138014816380178e+00,3.934649567606622877e-01,1.456722368051159844e-01,9.953301117014623500e-02,9.908564404906083922e-02
5.590810182512227833e+00,4.118369482571668794e-01,1.456861546571144306e-01,9.957559342532773528e-02,9.909188924672585053e-02
6.135907273413176100e+00,4.307188450404080271e-01,1.457014099165017118e-01,9.962162401746588181e-02,9.909872439551881129e-02
6.734150657750828550e+00,4.500517469011950933e-01,1.457181421441793301e-01,9.967138745131576272e-02,9.910620535787417751e-02
7.390722033525782386e+00,4.697703705793820905e-01,1.457365291108370098e-01,9.972518220070014650e-02,9.911439398099430864e-02
8.111308307896871739e+00,4.898037509755086560e-01,1.457567108494044472e-01,9.978333192593913381e-02,9.912335748071043895e-02
8.902150854450392004e+00,5.100761856016566842e-01,1.457788731949576366e-01,9.984617664384143332e-02,9.913316939006089346e-02
9.770099572992256398e+00,5.305082947501217339e-01,1.458031741497982647e-01,9.991407416811881603e-02,9.914390881248569265e-02
1.072267222010324161e+01,5.510182093584569119e-01,1.458298823336772188e-01,9.998745207878134700e-02,9.915566670294351237e-02
1.176811952434999142e+01,5.715228156316392027e-01,1.458591894489442709e-01,1.000667165000959091e-01,9.916853846164053188e-02
1.291549665014884063e+01,5.919390689852466192e-01,1.458913620434174607e-01,1.001523423395438428e-01,9.918262655390053251e-02
1.417474162926806258e+01,6.121852849863078649e-01,1.459266826939906725e-01,1.002448249062199981e-01,9.919805376097534655e-02
1.555676143930472399e+01,6.321823960225976258e-01,1.459654637739755678e-01,1.003447157216823538e-01,9.921494534560248990e-02
1.707352647470692020e+01,6.518551241016803388e-01,1.460080256361233619e-01,1.004525798901518829e-01,9.923342826683612117e-02
1.873817422860384951e+01,6.711330467853213744e-01,1.460547880673765953e-01,1.005690723764540717e-01,9.925366884380548704e-02
2.056512308348653306e+01,6.899514957621264433e-01,1.461061180657827752e-01,1.006948479501168503e-01,9.927583601271328106e-02
2.257019719633921184e+01,7.082523050861803116e-01,1.461624720729266524e-01,1.008306306842918776e-01,9.930010649266285405e-02
2.477076355991711409e+01,7.259843871283490069e-01,1.462243755593379824e-01,1.009772462235174473e-01,9.932668500957997360e-02
2.718588242732942817e+01,7.431040651356795035e-01,1.462923579356345538e-01,1.011355205305886074e-01,9.935579020687312912e-02
2.983647240283340452e+01,7.595752981712358132e-01,1.463670132194441198e-01,1.013063728807146457e-01,9.938766337178028820e-02
3.274549162877731590e+01,7.753696741764587452e-01,1.464490065894417103e-01,1.014908013774498130e-01,9.942257271509102878e-02
3.593813663804629499e+01,7.904662524911714172e-01,1.465390728478024318e-01,1.016898855861405604e-01,9.946081029779685334e-02
3.944206059437659917e+01,8.048512711574864475e-01,1.466380196763874544e-01,1.019047902627840951e-01,9.950268924973415530e-02
4.328761281083061618e+01,8.185177304207265081e-01,1.467467003130684677e-01,1.021367548857741170e-01,9.954856969487968499e-02
4.750810162102798273e+01,8.314648849241266237e-01,1.468661436748819327e-01,1.023871703327361438e-01,9.959883446723116762e-02
5.214008287999690339e+01,8.436976547028653961e-01,1.469973782013704877e-01,1.026574893936056387e-01,9.965390750912916928e-02
5.722367659350220492e+01,8.552260080571476575e-01,1.471416032486154712e-01,1.029493225220510233e-01,9.971425857607263410e-02
6.280291441834259558e+01,8.660643102559919537e-01,1.473001225127374969e-01,1.032644045521788900e-01,9.978039404993266359e-02
6.892612104349701951e+01,8.762306675358588759e-01,1.474743744242348331e-01,1.036046134425459009e-01,9.985288330935859769e-02
7.564633275546290747e+01,8.857462944808127681e-01,1.476659687216688166e-01,1.039720121074985126e-01,9.993234601356992819e-02
8.302175681319752698e+01,8.946349028034155104e-01,1.478766358736334219e-01,1.043688229341614981e-01,1.000194630374688920e-01
9.111627561154895716e+01,9.029221268686293822e-01,1.481083703072954005e-01,1.047974953132522202e-01,1.001149963446644753e-01
1.000000000000000000e+02,9.106350056876286736e-01,1.483632822304838950e-01,1.052606586926601029e-01,1.002197627743166564e-01
