# delta_large,l2,l1,Huber,BO
2.477076355991711409e+01,6.393376849187749622e-01,2.812107055707537828e-01,2.544227476266451848e-01,1.969569066231838805e-01
2.718588242732942817e+01,6.577770102355262605e-01,2.812635244131245216e-01,2.548302727576121640e-01,1.953205632184539242e-01
2.983647240283340452e+01,6.759409486001546341e-01,2.813141164829553453e-01,2.552166422879449392e-01,1.937055045568376599e-01
3.274549162877731590e+01,6.937620728951022775e-01,2.813625606609269081e-01,2.555830140442039156e-01,1.921149013631999747e-01
3.593813663804629499e+01,7.111781285583821388e-01,2.814089350273514256e-01,2.559304816995728871e-01,1.905513821623003867e-01
3.944206059437659917e+01,7.281327988340761115e-01,2.814533165552124405e-01,2.562600778370760501e-01,1.890170975367017059e-01
4.328761281083061618e+01,7.445762952759202857e-01,2.814957808743969725e-01,2.565727768822541055e-01,1.875137779683517802e-01
4.750810162102798273e+01,7.604657653761921488e-01,2.815364020776931486e-01,2.568694981148877954e-01,1.860427856912149069e-01
5.214008287999689628e+01,7.757655173290944894e-01,2.815752525239960669e-01,2.571511085515740813e-01,1.846051611745016530e-01
5.722367659350219782e+01,7.904470694252115903e-01,2.816124027990545287e-01,2.574184258221641208e-01,1.832016645523611986e-01
6.280291441834259558e+01,8.044890379327446217e-01,2.816479214843574663e-01,2.576722208822321836e-01,1.818328124990408190e-01
6.892612104349701951e+01,8.178768823178095282e-01,2.816818752260372705e-01,2.579132206642251735e-01,1.804989108953330978e-01
7.564633275546290747e+01,8.306025301223842749e-01,2.817143285972238953e-01,2.581421105408354677e-01,1.792000839456309169e-01
8.302175681319752698e+01,8.426639057556599699e-01,2.817453440638977291e-01,2.583595367984878877e-01,1.779362998290616726e-01
9.111627561154895716e+01,8.540643879572437092e-01,2.817749820191519650e-01,2.585661088844268818e-01,1.767073933977174605e-01
1.000000000000000000e+02,8.648122199612304772e-01,2.818033007666094214e-01,2.587624015932155075e-01,1.755130861531454256e-01
