1e-05,7.887938080486379e-09
1.0985411419875572e-05,8.600242518141954e-09
1.2067926406393289e-05,9.376445730957528e-09
1.3257113655901082e-05,1.0221566704160523e-08
1.4563484775012445e-05,1.1141810807302477e-08
1.5998587196060572e-05,1.2143679062326385e-08
1.757510624854793e-05,1.323572740297152e-08
1.9306977288832496e-05,1.4423484517855911e-08
2.1209508879201926e-05,1.571579744119589e-08
2.3299518105153718e-05,1.7122961826210314e-08
2.559547922699533e-05,1.8654641498194735e-08
2.811768697974231e-05,2.031949863923188e-08
3.0888435964774785e-05,2.2132298216348545e-08
3.39322177189533e-05,2.4104001683511456e-08
3.727593720314938e-05,2.6248157203312417e-08
4.094915062380427e-05,2.8581833899643527e-08
4.498432668969444e-05,3.111607282946238e-08
4.9417133613238384e-05,3.387357283557435e-08
5.4286754393238594e-05,3.687082950065701e-08
5.9636233165946365e-05,4.0128371514569494e-08
6.55128556859551e-05,4.366744099648656e-08
7.196856730011514e-05,4.7514698064965444e-08
7.906043210907701e-05,5.169386962933231e-08
8.68511373751352e-05,5.623323640069344e-08
9.540954763499944e-05,6.116349271501065e-08
0.00010481131341546853,6.651830353199273e-08
0.00011513953993264469,7.23313884343213e-08
0.00012648552168552957,7.864238094068554e-08
0.00013894954943731373,8.851077937244156e-08
0.00015264179671752333,9.550774970890075e-08
0.00016768329368110067,1.0313938925143873e-07
0.00018420699693267163,1.1146060474587216e-07
0.00020235896477251554,1.2053944009604578e-07
0.00022229964825261955,1.3044843960585695e-07
0.000244205309454865,1.4126662239988264e-07
0.00026826957952797245,1.5308416656534263e-07
0.00029470517025518097,1.659995045866225e-07
0.00032374575428176434,1.8012310110115948e-07
0.00035564803062231287,1.955780472018276e-07
0.0003906939937054613,2.1249883208618314e-07
0.00042919342601287783,2.310413260708799e-07
0.000471486636345739,2.5137371739702985e-07
0.0005179474679231213,2.7368952215667264e-07
0.0005689866029018293,2.9820570546235103e-07
0.0006250551925273969,3.2516509063107435e-07
0.0006866488450042998,3.5484290672460617e-07
0.0007543120063354615,3.875471035197364e-07
0.0008286427728546842,4.2362985008814746e-07
0.0009102981779915217,4.6349230498066163e-07
0.001,5.075847584468107e-07
