# alpha,l2_mean,l2_std,hub_mean,hub_std
1.353047774579807481e+02,9.947026569227218618e-03,4.411250323028023624e-04,1.079779449669527290e-02,4.345944968184892523e-03
1.917910261672488730e+02,7.374240672448564501e-03,4.280380236912502390e-04,7.189255019494728179e-03,1.154937299913806874e-03
2.718588242732940330e+02,5.219158941554008155e-03,2.914752402336158476e-04,5.585741274108051331e-03,2.172216188602842796e-03
3.853528593710527161e+02,3.546307936461773856e-03,1.206368714309366221e-04,3.899255601991410188e-03,1.053494267839533193e-03
5.462277217684347761e+02,2.554794159416977871e-03,7.724745967823020061e-05,3.063876169081019684e-03,1.641512586085589918e-03
7.742636826811277615e+02,1.792787216080959879e-03,7.791290996040126874e-05,2.163877519196284304e-03,1.533254115715968445e-03
