# epsilons,l2,l1,Huber,BO
1.375688173251539970e-01,6.500846850084085471e-01,4.927617432696282940e-01,4.823642514753299082e-01,4.365688533093849966e-01
1.499282034734712721e-01,6.675258468336784379e-01,5.081690983687361385e-01,4.983791906472101463e-01,4.510391624181584458e-01
1.633979751650631584e-01,6.853200399825869482e-01,5.246983328081216147e-01,5.154806657678255855e-01,4.667659616966769454e-01
1.780778910804914350e-01,7.034366090086745515e-01,5.423908791542251251e-01,5.337087896981780322e-01,4.838323721765118712e-01
1.940766723678215289e-01,7.218393136297485135e-01,5.612791021232268474e-01,5.530965665164735423e-01,5.023187410483396231e-01
2.115128078439660608e-01,7.404856271189554917e-01,5.813865628866323743e-01,5.736683384406304764e-01,5.222972002972255945e-01
2.305154315365115780e-01,7.593262003786742653e-01,6.027251304863570081e-01,5.954371729141871850e-01,5.438287730440976020e-01
2.512252790651986478e-01,7.783028020147572112e-01,6.252897075412413574e-01,6.184013837001103298e-01,5.669584282850725909e-01
2.737957299461328264e-01,7.973482101253922538e-01,6.490569611687191376e-01,6.425415594090961857e-01,5.917096217142743253e-01
2.983939435381450789e-01,8.163841505985254265e-01,6.739809646379699704e-01,6.678163760908520930e-01,6.180773636003230598e-01
3.252020970442581760e-01,8.353198018554858217e-01,6.999867749158543706e-01,6.941574439871769364e-01,6.460223878432176381e-01
3.544187347370328922e-01,8.540503205936222919e-01,7.269656738896487225e-01,7.214638633102584686e-01,6.754614810405588088e-01
3.862602384003208100e-01,8.724549511188794959e-01,7.547676283435629241e-01,7.495950273380418416e-01,7.062589411571124076e-01
4.209624298776754037e-01,8.903954677234120485e-01,7.831940872573417423e-01,7.783629402383178686e-01,7.382158344113303183e-01
4.587823175960878963e-01,9.077139713817645728e-01,8.119878222067647977e-01,8.075221629123435774e-01,7.710577680249823818e-01
5.000000000000000000e-01,9.242326285491422322e-01,8.408229534015687623e-01,8.367588830928218702e-01,8.044211022546600143e-01
