# reg_params,l2,l1,Huber 0.01,Huber 0.02,Huber 0.03,Huber 0.06,Huber 0.10,Huber 0.18,Huber 0.32,Huber 0.56,Huber 1.00,BO
4.037017258596553842e-04,2.877769075781773100e-01,4.144928219535259917e-02,4.120159522168187483e-02,4.082320578064269068e-02,4.027718713304140330e-02,3.946563813234005291e-02,3.838340568141818121e-02,3.746078255271712010e-02,3.866857657301159268e-02,4.873825897918759864e-02,8.373685755403337261e-02,2.270489703223343980e-02
4.641588833612782196e-04,2.877767782895932491e-01,4.144951642936456349e-02,4.122792819507159479e-02,4.083754479360701684e-02,4.028521063182299855e-02,3.947024907246721170e-02,3.838614844894672196e-02,3.746250987009669409e-02,3.866978733269554880e-02,4.873926961805197244e-02,8.373776852354519740e-02,2.270489703223343980e-02
5.336699231206312212e-04,2.877766300651324327e-01,4.144978361656881383e-02,4.125864109915322597e-02,4.085416985459811023e-02,4.029447975008026983e-02,3.947556460813517187e-02,3.838930664252582226e-02,3.746449631051040896e-02,3.867118072174735577e-02,4.874043391909177458e-02,8.373881950562345189e-02,2.270489703223343980e-02
6.135907273413176120e-04,2.877764515606682227e-01,4.145009491204976193e-02,4.129452917356313257e-02,4.087346780741440977e-02,4.030519499909468450e-02,3.948169449991012492e-02,3.839294352121558340e-02,3.746678266562020188e-02,3.867278313709121562e-02,4.874177105556043443e-02,8.374002087978693609e-02,2.270489703223343980e-02
7.054802310718645249e-04,2.877762575107218890e-01,4.145045032374850003e-02,4.133655090857035752e-02,4.089589750487321318e-02,4.031759162198866875e-02,3.948876670155065938e-02,3.839713282055778887e-02,3.746941397763037251e-02,3.867462607580596234e-02,4.874331033054057905e-02,8.374141005827195894e-02,2.270489703223343980e-02
8.111308307896872294e-04,2.877760290908746299e-01,4.145086243440054830e-02,4.138586656424858568e-02,4.092200532544310043e-02,4.033194599809686309e-02,3.949693009512822428e-02,3.840195965734416461e-02,3.747244256348158942e-02,3.867674607471416337e-02,4.874507932401672683e-02,8.374299872681978396e-02,2.270489703223343980e-02
9.326033468832199040e-04,2.877757666365945433e-01,4.145133241606879793e-02,4.144388648754770976e-02,4.095244393126074023e-02,4.034858383945461036e-02,3.950635850542894012e-02,3.840752296573990421e-02,3.747592984735437227e-02,3.867918535818692938e-02,4.874711437696033212e-02,8.374483328015935868e-02,2.270489703223343980e-02
1.072267222010323115e-03,2.877754699925081372e-01,4.145187642691916530e-02,4.151233274736076950e-02,4.098799638501415821e-02,4.036789000614837697e-02,3.951725507012771033e-02,3.841393749747590292e-02,3.747994422328115860e-02,3.868199249585457800e-02,4.874945523368878764e-02,8.374694179023478569e-02,2.270489703223343980e-02
1.232846739442065853e-03,2.877751276708535588e-01,4.145250064498373632e-02,4.159331693496937099e-02,4.102960556511858758e-02,4.039032057890268312e-02,3.952985753794724388e-02,3.842133629375932280e-02,3.748456819720269451e-02,3.868522270588425904e-02,4.875214801968152933e-02,8.374936328488669091e-02,2.270489703223343980e-02
1.417474162926804808e-03,2.877747279042796036e-01,4.145321501727794455e-02,4.168943956719062260e-02,4.107841172815884789e-02,4.041641803567175284e-02,3.954444511419963337e-02,3.842987464957214883e-02,3.748989530677904192e-02,3.868894122871613384e-02,4.875524579607959375e-02,8.375215182596162933e-02,2.270489703223343980e-02
1.629750834620643553e-03,2.877742778147782676e-01,4.145404136307906384e-02,4.180391682511430673e-02,4.113579975051973037e-02,4.044682997657389478e-02,3.956134682060674645e-02,3.843973279936796494e-02,3.749603345426233414e-02,3.869322056708190960e-02,4.875880916065833404e-02,8.375535628059427307e-02,2.270489703223343980e-02
1.873817422860383055e-03,2.877737608895343246e-01,4.145499047181089303e-02,4.194074245354029173e-02,4.120345874290021193e-02,4.048233226320196998e-02,3.958095006865480769e-02,3.845112189009070036e-02,3.750310880539120539e-02,3.869814725557463309e-02,4.876291191460047081e-02,8.375905036745323606e-02,2.270489703223343980e-02
2.154434690031884272e-03,2.877731547217750041e-01,4.145608548988410913e-02,4.210489524701321873e-02,4.128345806812760976e-02,4.052385783709344658e-02,3.960371435153087205e-02,3.846428878279173347e-02,3.751126758543088524e-02,3.870382042227282771e-02,4.876763020956598194e-02,8.376329243998670293e-02,2.270489703223343980e-02
2.477076355991711300e-03,2.877724806126892299e-01,4.145734192940953022e-02,4.230260473411306954e-02,4.137834354994462949e-02,4.057253393381798912e-02,3.963018512565730234e-02,3.847952285899469693e-02,3.752068026321908611e-02,3.871035462366523294e-02,4.877306026169514475e-02,8.376817010451687029e-02,2.270489703223343980e-02
2.848035868435802066e-03,2.877716982420379654e-01,4.145878671356650891e-02,4.254169273142727192e-02,4.149126106578271411e-02,4.062972783117557718e-02,3.966101272507138731e-02,3.849716457972518491e-02,3.753154337553799014e-02,3.871788346191351593e-02,4.877931240385913192e-02,8.377378955512948533e-02,2.270489703223343980e-02
3.274549162877728528e-03,2.877708019116493876e-01,4.146045306583567847e-02,4.283201177989959252e-02,4.162611325907317195e-02,4.069710479269084136e-02,3.969697456440313132e-02,3.851761426221067541e-02,3.754408907475026425e-02,3.872655879187925088e-02,4.878650794914640709e-02,8.378025457556415034e-02,2.270489703223343980e-02
3.764935806792467539e-03,2.877697762430696526e-01,4.146236863701791009e-02,4.318600931541738408e-02,4.178776132485428896e-02,4.077670267879351940e-02,3.973900515211392648e-02,3.854134641783502069e-02,3.755858562552427671e-02,3.873656119177526502e-02,4.879479352434690220e-02,8.378769154513232564e-02,2.270489703223343980e-02
4.328761281083061754e-03,2.877685991492016093e-01,4.146457433340733356e-02,4.361945488044494113e-02,4.198228269918047317e-02,4.087102557832777983e-02,3.978823041259216264e-02,3.856892211701845596e-02,3.757534925568206674e-02,3.874809541691370818e-02,4.880433881086321257e-02,8.379625631276499398e-02,2.270489703223343980e-02
4.977023564332113716e-03,2.877672609949426530e-01,4.146711646895395731e-02,4.415237798204374453e-02,4.221730224883901705e-02,4.098316319295236543e-02,3.984601439335722084e-02,3.860100985207948199e-02,3.759474993942180099e-02,3.876140295516528056e-02,4.881533194202924975e-02,8.380611334721432826e-02,2.270489703223343980e-02
5.722367659350220161e-03,2.877657353304869936e-01,4.147004196153103450e-02,4.481028095315242599e-02,4.250241740666194090e-02,4.111694482825978270e-02,3.991401600349764323e-02,3.863840786318550879e-02,3.761722376143739055e-02,3.877676524310713635e-02,4.882799914239965844e-02,8.381747068509448617e-02,2.270489703223343980e-02
6.579332246575681983e-03,2.877639886844790551e-01,4.147339933122418110e-02,4.562571028525796990e-02,4.284974554310694295e-02,4.127713361340590303e-02,3.999426011140039261e-02,3.868207035162707363e-02,3.764328151614670936e-02,3.879450327038269641e-02,4.884259852946204461e-02,8.383053902043280381e-02,2.270489703223343980e-02
7.564633275546290940e-03,2.877620085384644533e-01,4.147729770292918339e-02,4.664030040952327205e-02,4.327462945691840090e-02,4.146968024500741201e-02,4.008923424490373755e-02,3.873315269627264357e-02,3.767353816253127263e-02,3.881501504719730988e-02,4.885943649834945113e-02,8.384560892659809195e-02,2.270489703223343980e-02
8.697490026177834635e-03,2.877597475129594073e-01,4.148176495221522764e-02,4.790743486559856379e-02,4.379654399629306916e-02,4.170203896634294694e-02,4.020199679553182470e-02,3.879303884334861507e-02,3.770870556497352144e-02,3.883872950701183768e-02,4.887883836913631264e-02,8.386296004315330066e-02,2.270489703223343980e-02
1.000000000000000021e-02,2.877571910255948273e-01,4.148692658759278729e-02,4.949573338435575565e-02,4.444027469941080888e-02,4.198358747636210531e-02,4.033633736402109093e-02,3.886341906108536914e-02,3.774965050059686522e-02,3.886618505400485368e-02,4.890127289175971725e-02,8.388297256480847786e-02,2.270489703223343980e-02
1.149756995397735633e-02,2.877543004786932146e-01,4.149290259089688515e-02,5.149361976256594531e-02,4.523743730899631998e-02,4.232615349143475925e-02,4.049696054334117612e-02,3.894634855275058705e-02,3.779739889229416505e-02,3.889800232191520379e-02,4.892715722076623752e-02,8.390605308341669843e-02,2.270489703223343980e-02
1.321941148466028795e-02,2.877510315956048892e-01,4.149977905576807125e-02,5.401532080263005131e-02,4.622845613688331134e-02,4.274469831329896774e-02,4.068973029249023377e-02,3.904433895526060461e-02,3.785317725695458435e-02,3.893490316468084522e-02,4.895706573210423240e-02,8.393267410545757201e-02,2.270489703223343980e-02
1.519911082952933069e-02,2.877473461630748464e-01,4.150772386794188140e-02,5.720871549511974408e-02,4.746514294181114479e-02,4.325820254846068913e-02,4.092198804013791325e-02,3.916048140510586251e-02,3.791847324541208764e-02,3.897775571886796797e-02,4.899164658828325525e-02,8.396340147974867829e-02,2.270489703223343980e-02
1.747528400007684890e-02,2.877432128131165445e-01,4.151690493224702294e-02,6.126549471790476709e-02,4.901406721095569186e-02,4.389080257820521247e-02,4.120295239365656670e-02,3.929859043887140579e-02,3.799508023858222394e-02,3.902758971929931597e-02,4.903166465476638258e-02,8.399888984826775484e-02,2.270489703223343980e-02
2.009233002565048026e-02,2.877386104438475201e-01,4.152752446321805735e-02,6.643399836810692793e-02,5.096097652336251116e-02,4.467326787428937962e-02,4.154423667438267298e-02,3.946339120394637412e-02,3.808517847116421606e-02,3.908562694732353737e-02,4.907801156801649967e-02,8.403990217436696497e-02,2.270489703223343980e-02
2.310129700083160542e-02,2.877334991039315337e-01,4.153981702542575150e-02,7.303464450156649246e-02,5.341659902387363434e-02,4.564491750618249188e-02,4.196051441079973188e-02,3.966076399885631876e-02,3.819142773097161658e-02,3.915333318192937284e-02,4.913174814473142415e-02,8.408733558275138797e-02,2.270489703223343980e-02
2.656087782946686682e-02,2.877278530996911776e-01,4.155405753386709478e-02,8.147663658037940237e-02,5.652424019399870936e-02,4.685611675066669868e-02,4.247037859675706351e-02,3.989805150982306259e-02,3.831708384668808254e-02,3.923246681136438596e-02,4.919412006787415859e-02,8.414222187836917222e-02,2.270489703223343980e-02
3.053855508833415444e-02,2.877216832504663202e-01,4.157057802978525451e-02,9.227195353773831599e-02,6.046963458188581164e-02,4.837154179830849277e-02,4.309744929873526864e-02,4.018445385796254321e-02,3.846615378539341989e-02,3.932514708568335404e-02,4.926660833664864292e-02,8.420580994239457162e-02,2.270489703223343980e-02
3.511191734215130672e-02,2.877150011196387691e-01,4.158975918515472880e-02,1.060377905900860007e-01,6.549344185470673541e-02,5.027445796085527885e-02,4.387180805494872438e-02,4.053154060143182580e-02,3.864358763867903335e-02,3.943393721227339555e-02,4.935097115071584994e-02,8.427954716034524729e-02,2.270489703223343980e-02
4.037017258596553582e-02,2.877078670987651687e-01,4.161206524392746520e-02,1.234720697590989680e-01,7.190638485817446579e-02,5.267233453223885142e-02,4.483186049445730958e-02,4.095390198797799197e-02,3.885552107833722957e-02,3.956195492421377136e-02,4.944931033495758577e-02,8.436515137625200111e-02,2.270489703223343980e-02
4.641588833612782239e-02,2.877003872151678854e-01,4.163804277851212987e-02,1.452825012763253043e-01,8.010592818764128431e-02,5.570419940521342816e-02,4.602675954580992546e-02,4.146999253844985134e-02,3.910959377997413888e-02,3.971299868422151214e-02,4.956414274479992166e-02,8.446466312150535671e-02,2.270489703223343980e-02
5.336699231206312732e-02,2.876927331449237180e-01,4.166835084250286592e-02,1.720579686652746743e-01,9.059092861115436435e-02,5.955018923715660328e-02,4.751957155005337441e-02,4.210321581687725967e-02,3.941534884298780739e-02,3.989172611220015430e-02,4.969848691087075387e-02,8.458049715696380755e-02,2.270489703223343980e-02
6.135907273413175600e-02,2.876851790885393001e-01,4.170376882458670664e-02,2.041014984700526558e-01,1.039661457021497926e-01,6.444370207598704159e-02,4.939142283606057227e-02,4.288333157794843586e-02,3.978474817713917311e-02,4.010386426271128624e-02,4.985599269962914804e-02,8.471554411799009365e-02,2.270489703223343980e-02
7.054802310718645553e-02,2.876781353119000073e-01,4.174525565415199146e-02,2.412863837808419398e-01,1.209220467784221098e-01,7.068621665894248007e-02,5.174693738769198248e-02,4.384827322448803244e-02,4.023283111592523831e-02,4.035648144138037630e-02,5.004107335387319999e-02,8.487325779137566695e-02,2.270489703223343980e-02
8.111308307896872294e-02,2.876721857556334694e-01,4.179395941429719930e-02,2.830104895003410226e-01,1.421705116619366160e-01,7.866386336950137448e-02,5.472135909832331890e-02,4.504651413512039682e-02,4.077856262787782349e-02,4.065833589424316941e-02,5.025909322566268767e-02,8.505778755568271787e-02,2.270489703223343980e-02
9.326033468832199691e-02,2.876681464474843963e-01,4.185127868096039094e-02,3.282785129648738698e-01,1.683231496692655926e-01,8.886256229573308296e-02,5.848979955353894589e-02,4.654015279955669993e-02,4.144592086130793884e-02,4.102031330161204359e-02,5.051658982518736352e-02,8.527413949018547434e-02,2.270489703223343980e-02
1.072267222010323123e-01,2.876671962047716580e-01,4.191891711040640622e-02,3.758712320424225095e-01,1.997266064963789667e-01,1.018742915268355809e-01,6.327903130247469754e-02,4.840893948721225470e-02,4.226530246785809020e-02,4.145599173855751829e-02,5.082156697603612550e-02,8.552833419228167422e-02,2.270489703223343980e-02
1.232846739442065853e-01,2.876709057335288255e-01,4.199898113990263582e-02,4.245276791010098583e-01,2.363117288316744502e-01,1.183807621745452954e-01,6.938193576930706818e-02,5.075555497550765516e-02,4.327532972050973648e-02,4.198234890000862585e-02,5.118383998771203203e-02,8.582770116614946154e-02,2.270489703223343980e-02
1.417474162926804782e-01,2.876814595758172555e-01,4.209404083184853373e-02,4.730856805502029472e-01,2.775328993645616027e-01,1.390954215413782169e-01,7.717382995989963135e-02,5.371249088458673882e-02,4.452518766258095617e-02,4.262066255986396435e-02,5.161548765347179213e-02,8.618111406925477169e-02,2.270489703223343980e-02
1.629750834620645183e-01,2.877017784253063093e-01,4.220732710396579712e-02,5.205637375410602230e-01,3.224354218068982147e-01,1.646488977861080283e-01,8.712785130542455292e-02,5.745099684753285363e-02,4.607767949928076590e-02,4.339770000682574569e-02,5.213141958694933464e-02,8.659940266123677954e-02,2.270489703223343980e-02
1.873817422860384885e-01,2.877357526472110738e-01,4.234277990128221258e-02,5.661926484587244124e-01,3.698177883293924384e-01,1.954277020920494046e-01,9.982253094423509943e-02,6.219241318853363509e-02,4.801312761464737733e-02,4.434711963841586613e-02,5.275004536358585128e-02,8.709575871743546749e-02,2.270489703223343980e-02
2.154434690031884481e-01,2.877885786247287303e-01,4.250536705650986846e-02,6.094133637046775798e-01,4.184158014954626470e-01,2.314180933969099963e-01,1.159287877814901835e-01,6.822212398456262150e-02,5.043452384222912865e-02,4.551140978213696897e-02,5.349416748812740874e-02,8.768630007249567093e-02,2.270489703223343980e-02
2.477076355991711387e-01,2.878671034390933858e-01,4.270129088315166577e-02,6.498559486732053969e-01,4.670497691390964046e-01,2.721314312840659166e-01,1.361577835401904246e-01,7.590533353340989109e-02,5.347413793123878545e-02,4.694422597167369204e-02,5.439204824380028391e-02,8.839075016862696366e-02,2.270489703223343980e-02
2.848035868435802032e-01,2.879802862744653691e-01,4.293834621934844442e-02,6.873101622536418320e-01,5.147134695235461299e-01,3.166562316946854305e-01,1.611536412118200756e-01,8.570215678765003009e-02,5.730201613864860377e-02,4.871343914384829166e-02,5.547872389688990324e-02,8.923320148104330052e-02,2.270489703223343980e-02
3.274549162877728459e-01,2.881397798078950689e-01,4.322635250256323669e-02,7.216941378216435998e-01,5.606111385538788960e-01,3.638121420201186895e-01,1.913370215973232980e-01,9.817575395523248094e-02,6.213668205891065277e-02,5.090498667090759266e-02,5.679764333162506951e-02,9.024311476155522094e-02,2.270489703223343980e-02
3.764935806792467643e-01,2.883606633926687479e-01,4.357772511271928995e-02,7.530248564247358223e-01,6.041586811299323179e-01,4.123347629336559517e-01,2.267458925356260480e-01,1.139816396722566072e-01,6.825806540594370198e-02,5.362774372254852651e-02,5.840265126798760420e-02,9.145643841584427669e-02,2.270489703223343980e-02
4.328761281083061685e-01,2.886622516153987128e-01,4.400818835781195038e-02,7.813919624880183434e-01,6.449642520103879839e-01,4.610289125608869609e-01,2.669484533726971809e-01,1.338207010451542001e-01,7.602195492509322694e-02,5.701968031354542887e-02,6.036041166383188106e-02,9.291690751857251129e-02,2.270489703223343980e-02
4.977023564332113681e-01,2.890691698701317591e-01,4.453772433431812949e-02,8.069358866534090957e-01,6.827995744685024793e-01,5.088647556510619285e-01,3.110797101596441405e-01,1.583397550095769768e-01,8.587351732028802864e-02,6.125547172287937325e-02,6.275331230155756224e-02,9.467762347569030901e-02,2.270489703223343980e-02
5.722367659350220404e-01,2.896124958622754431e-01,4.519180095657748808e-02,8.298299556371333541e-01,7.175685544677327110e-01,5.550204215200575941e-01,3.579853361005072565e-01,1.879824680119153157e-01,9.835423785360974946e-02,6.655572277007948401e-02,6.568293470741282114e-02,9.680270254973866173e-02,2.270489703223343980e-02
6.579332246575682053e-01,2.903311377035935337e-01,4.600291174080139989e-02,8.502664230998689954e-01,7.492774302751880056e-01,5.988866995525296000e-01,4.064053279765036941e-01,2.228310159732146967e-01,1.140916174897831370e-01,7.319759508295697881e-02,6.927415079389076524e-02,9.936918027375707396e-02,2.270489703223343980e-02
7.564633275546290836e-01,2.912733029310645705e-01,4.701260709307231167e-02,8.684457507264889964e-01,7.780081144657718939e-01,6.400496026971613794e-01,4.551324760111045697e-01,2.625097684083941285e-01,1.337562531662050969e-01,8.152575745700130216e-02,7.367984297510876690e-02,1.024689963354878941e-01,2.270489703223343980e-02
8.697490026177834288e-01,2.924981253088950739e-01,4.827421097208572931e-02,8.845688010448506944e-01,8.038958306846303303e-01,6.782624140274922109e-01,5.031154570890000732e-01,3.062061783885228206e-01,1.579718817277812049e-01,9.196150085054177747e-02,7.908620505576480220e-02,1.062110113016314639e-01,2.270489703223343980e-02
1.000000000000000000e+00,2.940772060174067226e-01,4.985625215733702209e-02,8.988311026651657487e-01,8.271106533283966167e-01,7.134144264918375056e-01,5.495072673586210987e-01,3.528014229484606190e-01,1.871792919149212198e-01,1.050048119116535617e-01,8.571837357810441205e-02,1.107229488240054627e-01,2.270489703223343980e-02
1.149756995397735571e+00,2.960961388908913694e-01,5.184705676869905133e-02,9.114191738289999511e-01,8.478431589138005764e-01,7.455007573760059625e-01,5.936739001939885796e-01,4.010494919494418387e-01,2.214877111226777329e-01,1.212212109301438190e-01,9.384581301839967082e-02,1.161531179098460598e-01,2.270489703223343980e-02
1.321941148466028615e+00,2.986556515208972362e-01,5.436072688948234699e-02,9.225079827146056566e-01,8.662932843299119279e-01,7.745952962606003078e-01,6.351791098820083192e-01,4.497386811764765846e-01,2.605761735126834733e-01,1.412019908948706215e-01,1.037863387853928954e-01,1.226716446323149468e-01,2.270489703223343980e-02
1.519911082952933201e+00,3.018723292881690945e-01,5.754498732072399481e-02,9.322597144773905331e-01,8.826622104021777382e-01,8.008277532446931302e-01,6.737574249680359229e-01,4.978010802149210323e-01,3.036987148114767554e-01,1.654881099847538284e-01,1.159066786284019823e-01,1.304709970833896060e-01,2.270489703223343980e-02
1.747528400007682947e+00,3.058784418577198405e-01,6.159134015593781264e-02,9.408231126612439654e-01,8.971464063452697646e-01,8.243647753701882630e-01,7.092830967943857257e-01,5.443672474444346543e-01,3.497953694594212459e-01,1.944593697540699107e-01,1.306162219365355481e-01,1.397653881680819277e-01,2.270489703223343980e-02
2.009233002565046000e+00,3.108207639690986901e-01,6.674788685282662115e-02,9.483334816852326821e-01,9.099336406121533161e-01,8.453950283654735331e-01,7.417396571902729052e-01,5.887794434278202926e-01,3.976583632252512213e-01,2.282131036866575369e-01,1.483492848233387562e-01,1.507885563111762695e-01,2.270489703223343980e-02
2.310129700083157989e+00,3.168580478117366539e-01,7.333475834764191514e-02,9.549131139159486859e-01,9.212004668358927395e-01,8.641178630421655349e-01,7.711926128947296233e-01,6.305793180686041222e-01,4.460911827517898831e-01,2.664777904519386453e-01,1.695307151277299917e-01,1.637892447814319197e-01,2.270489703223343980e-02
2.656087782946689568e+00,3.241568013044470176e-01,8.176083196280869991e-02,9.606718666919954464e-01,9.311106756968509091e-01,8.807346083239343537e-01,7.977657481748049451e-01,6.694822007351213244e-01,4.940226122331439207e-01,3.086046731168355928e-01,1.945216852756437298e-01,1.790234693185260850e-01,2.270489703223343980e-02
3.053855508833418497e+00,3.328854005116689274e-01,9.253774975356288124e-02,9.657080022810032860e-01,9.398147095708183629e-01,8.954425985252779663e-01,8.216219718185245879e-01,7.053466223867256302e-01,5.405683878550097132e-01,3.536470827282479079e-01,2.235488495661908659e-01,1.967424834635800313e-01,2.270489703223343980e-02
3.511191734215134641e+00,3.432064217892581981e-01,1.062824550724095207e-01,9.701090368487250704e-01,9.474495502569112437e-01,9.084308623125194604e-01,8.429478696702159546e-01,7.381438675122966586e-01,5.850505741269790283e-01,4.004958442632268190e-01,2.566302795807411385e-01,2.171754067157317114e-01,2.270489703223343980e-02
4.037017258596558023e+00,3.552675039566194903e-01,1.236928442538735018e-01,9.739526838009470167e-01,9.541390816948931430e-01,9.198774446923806414e-01,8.619419053903721872e-01,7.679302288158119660e-01,6.269894873301725680e-01,4.480217853616526025e-01,2.935209625669897293e-01,2.405059785515289983e-01,2.270489703223343980e-02
4.641588833612781961e+00,3.691911585848814958e-01,1.454770121211301781e-01,9.773077194943960988e-01,9.599946799669341058e-01,9.299477846856976093e-01,8.788055097021809647e-01,7.948229942025576422e-01,6.660805522988820782e-01,4.951882709003891936e-01,3.337010310308996530e-01,2.668442110137715373e-01,2.270489703223343980e-02
5.336699231206313065e+00,3.850643041186828652e-01,1.722247763121925734e-01,9.802348745389271034e-01,9.651159968873814776e-01,9.387939794034104724e-01,8.937366878861268127e-01,8.189806763476632501e-01,7.021650474560299227e-01,5.411195759513879322e-01,3.764167515327819236e-01,2.961958534522838860e-01,2.270489703223343980e-02
6.135907273413176100e+00,4.029283612754545607e-01,2.042405767340386702e-01,9.827876793085198459e-01,9.695918477199879648e-01,9.465546792685214372e-01,9.069256256572395536e-01,8.405872256851493196e-01,7.352001485806057834e-01,5.851295920997355848e-01,4.207640140584053556e-01,3.284351181945447395e-01,2.270489703223343980e-02
7.054802310718645053e+00,4.227710164029436224e-01,2.413992474962653456e-01,9.850132244765679168e-01,9.735011137106189816e-01,9.533553685379346776e-01,9.185518016706857303e-01,8.598398102819037048e-01,7.652310883827855292e-01,6.267214404073467859e-01,4.657893676648843240e-01,3.632878343216462969e-01,2.270489703223343980e-02
8.111308307896871739e+00,4.445205065205186656e-01,2.830999758458878079e-01,9.869528697318221688e-01,9.769136450491613388e-01,9.593089443581259701e-01,9.287822398321439188e-01,8.769395533959427613e-01,7.923668337468898759e-01,6.655700609883838936e-01,5.105826317888442212e-01,4.003319027350435433e-01,2.270489703223343980e-02
9.326033468832198636e+00,4.680433649617915526e-01,3.283480863332908228e-01,9.886428819054002837e-01,9.798911276094154355e-01,9.645164611044396707e-01,9.377706589645191659e-01,8.920848467903221835e-01,8.167599101945571816e-01,7.014961837118049992e-01,5.543442107829363863e-01,4.390181197438544625e-01,2.270489703223343980e-02
1.072267222010323096e+01,4.931461545980679873e-01,3.759244836447801497e-01,9.901150413807839890e-01,9.824879409349902559e-01,9.690680266607513138e-01,9.456573300944191018e-01,9.054667646221048471e-01,8.385901789522240968e-01,7.344383114046867389e-01,5.964230844717185454e-01,4.787096820491728022e-01,2.270489703223343980e-02
1.232846739442065953e+01,5.195811764376386810e-01,4.245679171237752847e-01,9.913971836766217738e-01,9.847519506523537691e-01,9.730437214176469451e-01,9.525693352090484067e-01,9.172659890923627879e-01,8.580522446314452489e-01,7.644256182051269999e-01,6.363287492226918918e-01,5.187326895913362268e-01,2.270489703223343980e-02
1.417474162926804837e+01,5.470560176035100808e-01,4.731157238918394237e-01,9.925136366989921743e-01,9.867251875492584201e-01,9.765144600734733116e-01,9.586210555593137617e-01,9.276509356876286860e-01,8.753457972491525130e-01,7.915538138660627165e-01,6.737246774799406923e-01,5.584281180029572189e-01,2.270489703223343980e-02
1.629750834620643474e+01,5.752460599977476940e-01,5.205858872154891515e-01,9.934856565014896779e-01,9.884445202705037792e-01,9.795428964151167150e-01,9.639149470791643637e-01,9.367768119207192656e-01,8.906686860955873586e-01,8.159647833374911174e-01,7.084107648326333218e-01,5.971962152960808012e-01,2.270489703223343980e-02
1.873817422860383175e+01,6.038089604259402332e-01,5.662087899145725745e-01,9.943318240001880470e-01,9.899422740602553672e-01,9.821842911382800967e-01,9.685424274745639828e-01,9.447854067187045901e-01,9.042120758081954035e-01,8.378301523870050893e-01,7.403008550283427525e-01,6.345278729357622938e-01,2.270489703223343980e-02
